close_def_person_id,player,team_id,team,pos,age,gp,g,freq,d_fgm,d_fga,d_fg_pct,normal_fg_pct,pct_plusminus
203077,Michael Kidd-Gilchrist,1610612766,CHA,F,23.0,81,81,1.0,5.88,12.95,0.454,0.456,-0.003
202689,Kemba Walker,1610612766,CHA,G,27.0,79,79,1.0,5.19,11.75,0.442,0.447,-0.006
101107,Marvin Williams,1610612766,CHA,F,31.0,76,76,1.0,5.0,11.21,0.446,0.463,-0.017
1626163,Frank Kaminsky,1610612766,CHA,C,24.0,75,75,1.0,5.19,11.15,0.465,0.461,0.004
203469,Cody Zeller,1610612766,CHA,C,24.0,62,62,1.0,4.94,10.11,0.488,0.482,0.006
201587,Nicolas Batum,1610612766,CHA,G,28.0,77,77,1.0,4.06,9.08,0.448,0.45,-0.002
203087,Jeremy Lamb,1610612766,CHA,G,25.0,61,61,1.0,3.31,6.85,0.483,0.442,0.041
201158,Marco Belinelli,1610612766,CHA,G-F,31.0,74,74,1.0,3.05,6.78,0.45,0.439,0.011
203101,Miles Plumlee,1610612766,CHA,C,28.0,41,41,1.0,2.32,5.32,0.436,0.475,-0.04
201196,Ramon Sessions,1610612766,CHA,G,31.0,50,50,1.0,1.96,4.66,0.421,0.431,-0.011
1627861,Mike Tobey,1610612766,CHA,C,22.0,2,2,1.0,1.0,4.5,0.222,0.444,-0.222
1627362,Briante Weber,1610612766,CHA,G,24.0,17,17,1.0,2.06,3.65,0.565,0.427,0.138
203148,Brian Roberts,1610612766,CHA,G,31.0,39,39,1.0,1.49,3.26,0.457,0.429,0.028
203948,Johnny O'Bryant III,1610612766,CHA,F-C,24.0,8,8,1.0,2.25,3.13,0.72,0.477,0.243
1626203,Treveon Graham,1610612766,CHA,G-F,23.0,23,23,1.0,1.22,2.83,0.431,0.437,-0.007
1626174,Christian Wood,1610612766,CHA,F,21.0,12,12,1.0,1.08,2.83,0.382,0.454,-0.071
1626151,Aaron Harrison,1610612766,CHA,G,22.0,4,4,1.0,0.75,1.25,0.6,0.304,0.296
