SEASON_YEAR,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,PTS_OFF_TOV,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,PTS_OFF_TOV_RANK,PTS_2ND_CHANCE_RANK,PTS_FB_RANK,PTS_PAINT_RANK,OPP_PTS_OFF_TOV_RANK,OPP_PTS_2ND_CHANCE_RANK,OPP_PTS_FB_RANK,OPP_PTS_PAINT_RANK,AVAILABLE_FLAG
2016-17,1610612763,MEM,Memphis Grizzlies,0021601223,2017-04-12T00:00:00,MEM vs. DAL,L,53.9,13.5,18.0,12.4,44.9,16.9,10.1,5.6,36.0,0,0,0,1231,141,1631,444,1292,1159,1353,759,230,461,1
2016-17,1610612761,TOR,Toronto Raptors,0021601218,2017-04-12T00:00:00,TOR @ CLE,W,52.7,16.5,16.5,7.7,54.9,12.1,11.0,3.3,30.8,0,0,0,1,141,1175,621,1977,347,610,888,85,158,1
2016-17,1610612745,HOU,Houston Rockets,0021601224,2017-04-12T00:00:00,HOU vs. MIN,W,47.5,22.8,27.7,14.9,51.5,14.9,14.9,12.9,59.4,0,0,0,1,141,361,27,932,560,1037,1584,1231,2297,1
2016-17,1610612743,DEN,Denver Nuggets,0021601225,2017-04-12T00:00:00,DEN @ OKC,W,44.9,12.1,11.2,13.1,52.3,17.8,12.1,5.6,52.3,0,0,0,1,141,1837,1519,1193,500,1490,1112,229,1960,1
2016-17,1610612758,SAC,Sacramento Kings,0021601228,2017-04-12T00:00:00,SAC @ LAC,L,53.3,2.2,11.1,5.6,37.8,17.8,21.1,28.9,53.3,0,0,0,1231,141,2452,1524,2230,1852,1493,2251,2412,2023,1
2016-17,1610612754,IND,Indiana Pacers,0021601226,2017-04-12T00:00:00,IND vs. ATL,W,53.3,27.8,11.1,3.3,51.1,3.3,3.3,0.0,33.3,0,0,0,1,141,89,1524,2369,576,17,63,1,275,1
2016-17,1610612748,MIA,Miami Heat,0021601221,2017-04-12T00:00:00,MIA vs. WAS,W,50.0,11.5,20.8,6.3,62.5,18.8,11.5,7.3,47.9,0,0,0,1,141,1935,229,2172,81,1617,984,421,1581,1
2016-17,1610612749,MIL,Milwaukee Bucks,0021601219,2017-04-12T00:00:00,MIL @ BOS,L,50.0,10.4,10.4,8.3,50.0,20.8,15.6,17.7,47.9,0,0,0,1231,141,2059,1657,1887,668,1889,1714,1877,1581,1
2016-17,1610612741,CHI,Chicago Bulls,0021601222,2017-04-12T00:00:00,CHI vs. BKN,W,46.2,31.7,12.5,16.3,42.3,9.6,15.4,8.7,38.5,0,0,0,1,141,28,1280,721,1437,305,1677,616,664,1
2016-17,1610612764,WAS,Washington Wizards,0021601221,2017-04-12T00:00:00,WAS @ MIA,L,50.5,18.9,11.6,7.4,48.4,11.6,21.1,6.3,63.2,0,0,0,1231,141,803,1442,2029,821,531,2244,289,2388,1
2016-17,1610612738,BOS,Boston Celtics,0021601219,2017-04-12T00:00:00,BOS vs. MIL,W,49.5,20.6,15.5,17.5,47.4,10.3,10.3,8.2,49.5,0,0,0,1,141,593,766,600,919,376,780,548,1723,1
2016-17,1610612744,GSW,Golden State Warriors,0021601229,2017-04-12T00:00:00,GSW vs. LAL,W,45.7,18.1,21.9,21.9,40.0,25.7,10.5,30.5,59.0,0,0,0,1,141,924,170,234,1640,2288,807,2426,2284,1
2016-17,1610612760,OKC,Oklahoma City Thunder,0021601225,2017-04-12T00:00:00,OKC vs. DEN,L,44.4,17.6,12.0,5.6,51.9,12.0,11.1,13.0,51.9,0,0,0,1231,141,997,1369,2230,531,608,917,1255,1926,1
2016-17,1610612740,NOP,New Orleans Pelicans,0021601230,2017-04-12T00:00:00,NOP @ POR,W,48.5,28.3,16.2,5.1,40.4,15.2,10.1,11.1,38.4,0,0,0,1,141,79,668,2275,1621,1088,743,969,653,1
2016-17,1610612762,UTA,Utah Jazz,0021601227,2017-04-12T00:00:00,UTA vs. SAS,W,52.7,22.0,15.4,4.4,48.4,12.1,14.3,7.7,37.4,0,0,0,1,141,453,774,2298,837,610,1464,472,565,1
2016-17,1610612747,LAL,Los Angeles Lakers,0021601229,2017-04-12T00:00:00,LAL @ GSW,L,46.2,26.0,10.6,30.8,59.6,18.3,22.1,22.1,40.4,0,0,0,1231,141,158,1638,33,150,1545,2300,2240,827,1
2016-17,1610612742,DAL,Dallas Mavericks,0021601223,2017-04-12T00:00:00,DAL @ MEM,W,53.3,16.7,10.0,5.6,35.6,13.3,17.8,12.2,44.4,0,0,0,1,141,1131,1713,2230,2026,804,1996,1142,1241,1
2016-17,1610612753,ORL,Orlando Magic,0021601217,2017-04-12T00:00:00,ORL vs. DET,W,47.5,11.9,6.9,12.9,41.6,15.8,27.7,17.8,47.5,0,0,0,1,141,1873,2127,1218,1499,1188,2435,1889,1548,1
2016-17,1610612757,POR,Portland Trail Blazers,0021601230,2017-04-12T00:00:00,POR vs. NOP,L,49.0,15.3,10.2,11.2,38.8,28.6,16.3,5.1,40.8,0,0,0,1231,141,1341,1685,1469,1762,2384,1813,188,862,1
2016-17,1610612759,SAS,San Antonio Spurs,0021601227,2017-04-12T00:00:00,SAS @ UTA,L,51.6,11.8,14.0,7.5,36.6,21.5,15.1,4.3,47.3,0,0,0,1231,141,1883,1039,2002,1945,1956,1624,145,1518,1
2016-17,1610612739,CLE,Cleveland Cavaliers,0021601218,2017-04-12T00:00:00,CLE vs. TOR,L,52.7,12.1,11.0,3.3,30.8,16.5,16.5,7.7,54.9,0,0,0,1231,141,1848,1567,2373,2297,1281,1821,472,2108,1
2016-17,1610612746,LAC,LA Clippers,0021601228,2017-04-12T00:00:00,LAC vs. SAC,W,53.3,17.8,21.1,28.9,53.3,2.2,11.1,5.6,37.8,0,0,0,1,141,965,210,49,433,9,917,226,603,1
2016-17,1610612755,PHI,Philadelphia 76ers,0021601220,2017-04-12T00:00:00,PHI @ NYK,L,49.5,29.9,21.6,11.3,74.2,17.5,23.7,11.3,41.2,0,0,0,1231,141,54,178,1450,5,1434,2363,999,907,1
2016-17,1610612752,NYK,New York Knicks,0021601220,2017-04-12T00:00:00,NYK vs. PHI,W,50.0,17.7,24.0,11.5,41.7,30.2,21.9,11.5,75.0,0,0,0,1,141,972,85,1428,1489,2409,2288,1013,2457,1
2016-17,1610612750,MIN,Minnesota Timberwolves,0021601224,2017-04-12T00:00:00,MIN @ HOU,L,47.5,14.9,14.9,12.9,59.4,22.8,27.7,14.9,51.5,0,0,0,1231,141,1421,868,1218,156,2094,2435,1527,1896,1
2016-17,1610612737,ATL,Atlanta Hawks,0021601226,2017-04-12T00:00:00,ATL @ IND,L,52.7,3.3,3.3,0.0,33.0,27.5,11.0,3.3,50.5,0,0,0,1231,141,2444,2398,2445,2199,2367,888,85,1838,1
2016-17,1610612765,DET,Detroit Pistons,0021601217,2017-04-12T00:00:00,DET @ ORL,L,48.0,16.0,28.0,18.0,48.0,12.0,7.0,13.0,42.0,0,0,0,1231,141,1231,25,542,857,596,335,1258,986,1
2016-17,1610612751,BKN,Brooklyn Nets,0021601222,2017-04-12T00:00:00,BKN @ CHI,L,46.2,9.6,15.4,8.7,38.5,31.7,12.5,16.3,42.3,0,0,0,1231,141,2155,774,1840,1796,2434,1166,1735,1025,1
2016-17,1610612747,LAL,Los Angeles Lakers,0021601215,2017-04-11T00:00:00,LAL vs. NOP,W,47.5,18.8,15.8,10.9,53.5,11.9,3.0,11.9,43.6,0,0,0,1,141,831,706,1514,428,577,43,1089,1172,2
2016-17,1610612743,DEN,Denver Nuggets,0021601214,2017-04-11T00:00:00,DEN @ DAL,W,49.0,24.5,13.3,20.4,42.9,18.4,6.1,14.3,26.5,0,0,0,1,141,250,1156,323,1357,1556,252,1432,45,1
2016-17,1610612760,OKC,Oklahoma City Thunder,0021601213,2017-04-11T00:00:00,OKC @ MIN,W,52.2,18.5,23.9,7.6,50.0,18.5,15.2,8.7,54.3,0,0,0,1,141,875,89,1989,668,1575,1653,618,2068,1
2016-17,1610612758,SAC,Sacramento Kings,0021601216,2017-04-11T00:00:00,SAC vs. PHX,W,44.0,13.8,9.2,21.1,49.5,5.5,14.7,9.2,45.9,0,0,0,1,141,1592,1866,278,712,55,1552,685,1393,2
2016-17,1610612756,PHX,Phoenix Suns,0021601216,2017-04-11T00:00:00,PHX @ SAC,L,44.0,5.5,14.7,9.2,45.9,13.8,9.2,21.1,49.5,0,0,0,1231,141,2407,905,1770,1074,866,595,2181,1755,2
2016-17,1610612766,CHA,Charlotte Hornets,0021601212,2017-04-11T00:00:00,CHA @ ATL,L,52.7,25.3,9.9,11.0,37.4,15.4,9.9,15.4,54.9,0,0,0,1231,141,186,1741,1505,1885,1119,712,1599,2108,1
2016-17,1610612750,MIN,Minnesota Timberwolves,0021601213,2017-04-11T00:00:00,MIN vs. OKC,L,52.2,18.5,15.2,8.7,54.3,18.5,23.9,7.6,50.0,0,0,0,1231,141,875,801,1827,380,1575,2369,459,1760,1
