player_id,player,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,e_off_rating,off_rating,sp_work_off_rating,e_def_rating,def_rating,sp_work_def_rating,e_net_rating,net_rating,sp_work_net_rating,ast_pct,ast_to,ast_ratio,oreb_pct,dreb_pct,reb_pct,tm_tov_pct,e_tov_pct,efg_pct,ts_pct,usg_pct,e_usg_pct,e_pace,pace,pace_per40,sp_work_pace,pie,poss,fgm,fga,fgm_pg,fga_pg,fg_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,e_off_rating_rank,off_rating_rank,sp_work_off_rating_rank,e_def_rating_rank,def_rating_rank,sp_work_def_rating_rank,e_net_rating_rank,net_rating_rank,sp_work_net_rating_rank,ast_pct_rank,ast_to_rank,ast_ratio_rank,oreb_pct_rank,dreb_pct_rank,reb_pct_rank,tm_tov_pct_rank,e_tov_pct_rank,efg_pct_rank,ts_pct_rank,usg_pct_rank,e_usg_pct_rank,e_pace_rank,pace_rank,sp_work_pace_rank,pie_rank,fgm_rank,fga_rank,fgm_pg_rank,fga_pg_rank,fg_pct_rank,team
203085,Austin Rivers,Austin,1610612745,HOU,26.0,10,6,4,0.6,21.5,109.1,109.5,109.5,104.0,104.0,104.0,5.1,5.6,5.6,0.07,1.25,12.2,0.009,0.078,0.044,9.8,9.7,0.565,0.572,0.142,0.147,101.14,100.95,84.12,100.95,0.043,451,27,62,2.7,6.2,0.435,65,61,69,50,97,60,64,64,89,89,89,63,62,62,142,111,121,161,167,181,124,123,45,60,153,153,103,111,111,163,77,76,95,102,94,HOU
101108,Chris Paul,Chris,1610612745,HOU,34.0,11,6,5,0.545,36.1,106.3,106.9,106.9,102.5,105.1,105.1,3.8,1.8,1.8,0.255,1.62,22.5,0.035,0.13,0.084,13.9,14.0,0.503,0.557,0.223,0.227,99.52,98.01,81.68,98.01,0.129,813,66,148,6.0,13.5,0.446,52,61,156,67,22,87,83,83,74,102,102,70,84,84,26,87,42,92,109,100,176,177,90,81,51,54,134,157,157,41,28,28,29,31,81,HOU
203991,Clint Capela,Clint,1610612745,HOU,25.0,11,6,5,0.545,30.1,105.5,105.8,105.8,104.8,106.8,106.8,0.7,-1.1,-1.1,0.077,1.0,12.3,0.125,0.198,0.164,12.3,12.4,0.561,0.549,0.15,0.154,98.7,97.6,81.34,97.6,0.104,673,46,82,4.2,7.5,0.561,52,61,156,67,52,99,95,95,95,112,112,91,100,100,129,117,118,14,37,15,159,159,48,86,141,138,151,164,164,75,42,55,62,85,24,HOU
1627863,Danuel House Jr.,Danuel,1610612745,HOU,26.0,7,4,3,0.571,20.1,101.2,100.0,100.0,100.5,101.4,101.4,0.6,-1.4,-1.4,0.011,0.25,2.2,0.013,0.134,0.074,8.7,8.8,0.405,0.42,0.138,0.142,101.18,101.33,84.44,101.33,0.032,298,11,37,1.6,5.3,0.297,85,86,38,58,108,124,122,122,58,66,66,92,106,106,182,168,181,146,97,118,106,107,161,170,157,159,101,103,103,178,126,115,132,113,178,HOU
201569,Eric Gordon,Eric,1610612745,HOU,30.0,11,6,5,0.545,37.2,107.9,109.6,109.6,107.3,109.1,109.1,0.6,0.6,0.6,0.056,0.52,7.0,0.012,0.054,0.033,13.4,13.3,0.573,0.604,0.197,0.203,98.82,97.22,81.01,97.22,0.074,831,67,150,6.1,13.6,0.447,52,61,156,67,14,75,60,60,113,124,124,93,87,87,160,158,168,149,189,192,172,172,44,43,73,77,147,168,168,131,27,27,28,29,80,HOU
1629109,Gary Clark,Gary,1610612745,HOU,24.0,2,1,1,0.5,1.9,100.0,90.0,90.0,118.0,122.2,122.2,-18.0,-32.2,-32.2,0.0,0.0,0.0,0.0,1.0,0.143,0.0,0.0,0.0,0.0,0.0,0.0,117.88,122.25,101.88,122.25,0.061,10,0,0,0.0,0.0,0.0,198,123,1,74,206,131,178,178,184,197,197,173,196,196,183,170,183,170,1,27,1,1,202,204,208,208,5,4,4,148,202,207,202,207,202,HOU
101123,Gerald Green,Gerald,1610612745,HOU,33.0,11,6,5,0.545,8.8,103.5,101.0,101.0,104.3,104.9,104.9,-0.9,-3.9,-3.9,0.018,0.33,2.2,0.0,0.121,0.058,6.5,6.5,0.425,0.462,0.193,0.204,100.42,101.38,84.48,101.38,0.041,204,12,40,1.1,3.6,0.3,52,61,156,67,157,109,118,118,91,99,99,98,121,121,181,163,181,170,122,145,72,72,145,149,79,75,116,101,101,169,118,104,150,134,176,HOU
202697,Iman Shumpert,Iman,1610612745,HOU,29.0,8,4,4,0.5,13.7,114.5,116.4,116.4,109.6,110.6,110.6,4.9,5.8,5.8,0.024,0.67,6.1,0.009,0.089,0.051,9.1,9.2,0.538,0.522,0.116,0.118,101.96,100.67,83.89,100.67,0.028,232,10,26,1.3,3.3,0.385,80,86,69,74,132,31,17,17,132,143,143,65,59,59,178,149,171,160,157,159,110,113,64,109,186,186,86,114,114,179,130,133,143,147,133,HOU
1628392,Isaiah Hartenstein,Isaiah,1610612745,HOU,21.0,2,1,1,0.5,1.1,66.7,57.1,57.1,142.4,150.0,150.0,-75.7,-92.9,-92.9,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,1.0,1.0,0.25,0.286,130.64,137.85,114.87,137.85,0.368,7,2,2,1.0,1.0,1.0,198,123,1,74,212,202,209,209,212,212,212,212,212,212,183,170,183,1,199,6,1,1,1,1,34,24,1,2,2,2,171,199,151,191,1,HOU
201935,James Harden,James,1610612745,HOU,29.0,11,6,5,0.545,38.6,110.3,112.3,112.3,106.2,107.8,107.8,4.1,4.5,4.5,0.329,1.43,17.1,0.021,0.149,0.087,11.9,11.8,0.504,0.567,0.361,0.37,100.25,98.62,82.18,98.62,0.162,872,109,264,9.9,24.0,0.413,52,61,156,67,11,52,40,40,104,119,119,69,71,71,15,99,77,125,77,96,155,155,89,67,4,4,119,145,145,20,12,8,3,1,114,HOU
202702,Kenneth Faried,Kenneth,1610612745,HOU,29.0,6,4,2,0.667,9.4,97.8,98.3,98.3,89.5,84.6,84.6,8.3,13.8,13.8,0.077,0.0,11.1,0.046,0.281,0.163,0.0,0.0,0.731,0.767,0.119,0.121,101.14,103.8,86.5,103.8,0.256,120,9,13,1.5,2.2,0.692,99,86,13,20,153,143,133,133,18,17,17,44,26,26,129,170,135,68,11,16,1,1,7,7,177,182,104,65,65,4,135,155,134,162,7,HOU
2403,Nene,ene,1610612745,HOU,36.0,7,3,4,0.429,7.5,123.5,125.7,125.7,113.5,112.3,112.3,9.9,13.4,13.4,0.083,1.0,15.0,0.176,0.122,0.152,15.0,15.0,1.0,0.967,0.135,0.138,98.09,97.74,81.45,97.74,0.155,109,10,10,1.4,1.4,1.0,85,89,69,101,161,9,6,6,164,159,159,30,27,27,123,117,91,3,120,23,188,188,1,4,163,164,156,162,162,22,130,163,136,184,1,HOU
200782,P.J. Tucker,P.J.,1610612745,HOU,34.0,11,6,5,0.545,38.7,109.0,111.7,111.7,102.3,104.8,104.8,6.7,6.9,6.9,0.066,2.38,15.1,0.045,0.136,0.092,6.3,6.4,0.602,0.637,0.109,0.109,99.52,97.11,80.92,97.11,0.096,862,40,88,3.6,8.0,0.455,52,61,156,67,8,63,44,44,73,97,97,51,51,51,147,50,90,71,93,87,67,68,27,28,194,195,135,169,169,87,52,52,75,74,73,HOU
