TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,OPP_FGM,OPP_FGA,OPP_FG_PCT,OPP_FG3M,OPP_FG3A,OPP_FG3_PCT,OPP_FTM,OPP_FTA,OPP_FT_PCT,OPP_OREB,OPP_DREB,OPP_REB,OPP_AST,OPP_TOV,OPP_STL,OPP_BLK,OPP_BLKA,OPP_PF,OPP_PFD,OPP_PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,OPP_FGM_RANK,OPP_FGA_RANK,OPP_FG_PCT_RANK,OPP_FG3M_RANK,OPP_FG3A_RANK,OPP_FG3_PCT_RANK,OPP_FTM_RANK,OPP_FTA_RANK,OPP_FT_PCT_RANK,OPP_OREB_RANK,OPP_DREB_RANK,OPP_REB_RANK,OPP_AST_RANK,OPP_TOV_RANK,OPP_STL_RANK,OPP_BLK_RANK,OPP_BLKA_RANK,OPP_PF_RANK,OPP_PFD_RANK,OPP_PTS_RANK,PLUS_MINUS_RANK
1610612737,Atlanta Hawks,41,20,21,0.488,165.34,35.7,87.1,0.41,7.3,31.6,0.229,27.3,39.2,0.696,14.5,34.8,49.4,15.4,13.9,7.5,3.8,6.7,27.0,28.5,106.0,-4.6,17,17,14,15,9,13,23,9,2,13,2,14,23,1,26,23,26,2,12,25,3,5,16,10,8,12
1610612738,Boston Celtics,42,23,19,0.548,148.27333333333334,40.1,85.5,0.47,13.6,35.9,0.378,26.9,35.3,0.761,14.2,30.8,45.0,21.7,15.5,5.8,2.6,4.9,27.5,25.6,120.7,-9.1,14,9,12,11,19,30,18,30,29,24,29,13,14,16,24,9,16,30,2,12,1,23,20,20,28,8
1610612751,Brooklyn Nets,44,24,20,0.545,183.40333333333334,36.6,88.7,0.413,11.0,32.7,0.336,29.1,36.6,0.793,15.2,31.1,46.3,17.5,11.8,5.8,6.8,5.5,27.5,30.1,113.3,0.0,11,5,13,12,2,15,25,10,21,16,19,19,16,24,28,12,20,10,17,11,26,18,19,7,20,17
1610612766,Charlotte Hornets,39,18,21,0.462,158.54666666666665,37.8,85.4,0.443,10.6,31.8,0.333,26.3,35.1,0.75,9.1,38.4,47.5,20.6,8.2,4.2,7.0,5.8,26.9,24.5,112.6,1.8,21,23,14,20,15,22,17,20,17,15,17,11,13,11,5,28,22,26,30,2,27,16,15,25,17,19
1610612741,Chicago Bulls,39,15,24,0.385,162.76333333333332,37.2,82.9,0.448,9.4,29.8,0.317,25.7,33.9,0.757,11.2,31.3,42.5,19.2,14.2,7.1,5.9,6.5,23.0,25.1,109.4,13.3,21,25,21,25,12,17,10,23,11,8,12,7,9,14,11,14,9,19,9,23,19,7,3,23,12,26
1610612739,Cleveland Cavaliers,34,13,21,0.382,101.03,35.2,90.3,0.389,12.4,37.5,0.329,36.1,45.6,0.792,14.7,38.5,53.2,19.5,9.5,6.2,10.0,3.8,21.9,31.4,118.8,18.5,27,28,14,27,30,8,29,1,25,29,16,28,28,23,27,29,30,22,27,15,30,29,1,4,27,30
1610612742,Dallas Mavericks,46,20,26,0.435,171.27166666666668,38.7,85.2,0.454,8.4,28.9,0.291,27.5,34.5,0.797,8.7,38.7,47.4,19.9,9.0,5.9,3.9,4.2,26.6,25.2,113.2,7.8,4,17,27,22,8,29,16,27,5,5,7,15,11,26,3,30,21,23,29,13,5,26,13,21,18,22
1610612743,Denver Nuggets,46,31,15,0.674,151.885,31.9,79.0,0.404,5.7,28.1,0.202,25.9,35.1,0.739,9.2,25.9,35.1,16.7,13.0,8.8,5.4,4.1,28.8,23.7,95.4,-17.4,4,1,2,1,18,2,5,7,1,3,1,9,12,7,6,1,2,5,13,28,15,27,23,27,1,2
1610612765,Detroit Pistons,42,20,22,0.476,172.945,37.5,80.2,0.467,11.7,33.9,0.344,25.8,33.9,0.762,8.0,26.6,34.7,20.0,10.3,4.7,6.4,3.1,23.9,27.2,112.4,0.8,14,17,18,17,6,19,7,29,23,21,24,8,8,17,2,2,1,24,24,3,23,30,4,16,16,18
1610612744,Golden State Warriors,35,20,15,0.571,137.64,33.5,84.7,0.395,10.8,36.3,0.298,30.0,38.7,0.775,12.9,36.3,49.2,17.4,12.6,5.9,4.9,6.3,27.2,28.2,107.8,-4.9,26,17,2,9,26,6,15,2,19,25,8,21,21,19,17,25,25,8,14,14,9,9,17,11,9,11
