player_id,player,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,def_rating,dreb,dreb_pct,pct_dreb,stl,pct_stl,blk,pct_blk,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,def_ws,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,def_rating_rank,dreb_rank,dreb_pct_rank,pct_dreb_rank,stl_rank,pct_stl_rank,blk_rank,pct_blk_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,def_ws_rank,team
1631260,AJ Green,AJ,1610612749,MIL,24.0,6,2,4,0.333,11.2,111.6,1.5,0.127,0.18,0.0,0.0,0.0,0.0,2.5,2.7,2.0,10.3,-0.314,95,101,84,113,140,124,125,98,113,162,162,142,142,61,79,51,79,81,MIL
1641748,Andre Jackson Jr.,Andre,1610612749,MIL,22.0,5,1,4,0.2,11.9,106.6,1.2,0.09,0.146,1.0,0.625,0.2,0.167,2.2,3.2,2.2,8.4,-0.298,122,136,84,157,138,77,139,159,145,35,6,108,92,57,85,64,67,78,MIL
1626171,Bobby Portis,Bobby,1610612749,MIL,29.0,6,2,4,0.333,31.1,114.7,8.7,0.277,0.391,0.5,0.136,0.2,0.143,8.2,7.8,6.0,27.0,-0.857,95,101,84,113,65,157,7,12,14,87,133,120,105,142,155,129,141,155,MIL
201572,Brook Lopez,Brook,1610612749,MIL,36.0,6,2,4,0.333,33.4,125.3,2.5,0.073,0.112,0.0,0.0,1.3,0.571,8.7,10.0,9.8,32.3,-1.144,95,101,84,113,55,198,91,177,176,162,162,12,10,149,181,180,172,203,MIL
1641753,Chris Livingston,Chris,1610612749,MIL,20.0,2,0,2,0.0,3.1,90.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-0.043,192,174,25,174,201,32,203,203,203,162,162,142,142,1,1,1,6,20,MIL
203081,Damian Lillard,Damian,1610612749,MIL,33.0,4,1,3,0.25,39.1,124.8,2.8,0.066,0.1,1.0,0.333,0.0,0.0,9.0,14.3,11.0,38.5,-1.315,141,136,53,147,17,196,77,190,187,35,22,142,142,154,209,195,197,210,MIL
201568,Danilo Gallinari,Danilo,1610612749,MIL,35.0,3,1,2,0.333,12.4,120.3,2.7,0.211,0.32,0.0,0.0,0.0,0.0,2.7,2.0,3.0,15.3,-0.398,171,136,25,113,134,187,83,29,21,162,162,142,142,66,65,76,102,98,MIL
203109,Jae Crowder,Jae,1610612749,MIL,33.0,4,1,3,0.25,10.5,123.3,1.0,0.1,0.148,0.0,0.0,0.5,0.4,1.8,2.8,3.3,11.0,-0.365,141,136,53,147,142,194,146,142,143,162,162,56,27,48,82,85,83,91,MIL
203114,Khris Middleton,Khris,1610612749,MIL,32.0,6,2,4,0.333,38.3,116.9,7.2,0.187,0.274,0.5,0.125,0.2,0.071,11.0,10.2,8.5,35.7,-1.135,95,101,84,113,21,171,10,44,46,87,136,120,126,181,186,163,184,202,MIL
1627736,Malik Beasley,Malik,1610612749,MIL,27.0,6,2,4,0.333,21.8,119.4,2.3,0.105,0.163,0.7,0.2,0.0,0.0,8.0,5.7,6.7,22.0,-0.709,95,101,84,113,92,185,100,135,127,77,80,142,142,137,117,139,128,133,MIL
1630699,MarJon Beauchamp,MarJon,1610612749,MIL,23.0,4,1,3,0.25,2.4,80.0,0.3,0.111,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,-0.023,141,136,53,147,209,18,198,125,59,162,162,142,142,1,1,1,5,15,MIL
1626192,Pat Connaughton,Pat,1610612749,MIL,31.0,6,2,4,0.333,20.7,110.1,3.3,0.147,0.233,1.0,0.4,0.2,0.111,6.5,7.0,4.5,18.7,-0.546,95,101,84,113,98,105,63,76,71,35,16,120,114,119,139,103,116,118,MIL
201976,Patrick Beverley,Patrick,1610612749,MIL,35.0,6,2,4,0.333,34.9,121.6,2.7,0.077,0.115,1.0,0.353,0.7,0.308,7.3,10.0,8.8,34.0,-1.095,95,101,84,113,49,189,83,170,173,35,21,40,46,129,181,171,178,199,MIL
203648,Thanasis Antetokounmpo,Thanasis,1610612749,MIL,31.0,2,0,2,0.0,2.4,90.9,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0.0,2.0,-0.043,192,174,25,174,210,32,203,203,203,87,1,56,15,1,1,1,6,20,MIL
