GAME_ID,GAME_DATE,AWAY_TEAM,HOME_TEAM,ROUND,GAME_NO_IN_SERIES
42000101,2021-05-23,WAS,PHI,RND1,1
42000102,2021-05-26,WAS,PHI,RND1,2
42000103,2021-05-29,PHI,WAS,RND1,3
42000104,2021-05-31,PHI,WAS,RND1,4
42000105,2021-06-02,WAS,PHI,RND1,5
