player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,blk,blka,pf,pfd,nba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,blk_rank,blka_rank,pf_rank,pfd_rank,nba_fantasy_pts_rank,team
1627936,Alex Caruso,Alex,1610612747,LAL,27.0,6,2,4,0.333,20.1,0.7,1.0,0.3,3.0,6.2,3.7,4.3,15.7,0.7,0.7,2.0,1.0,9.5,100,115,95,131,103,113,87,134,86,143,111,137,111,41,192,147,112,140,LAL
1628035,Alfonzo McKinnie,Alfonzo,1610612747,LAL,28.0,2,0,2,0.0,5.8,0.0,0.0,0.0,0.0,1.0,0.0,2.0,6.0,0.0,0.0,0.5,0.0,0.6,209,201,35,201,179,168,171,158,203,33,1,73,170,156,1,52,202,228,LAL
203083,Andre Drummond,Andre,1610612747,LAL,27.0,5,2,3,0.4,21.0,2.0,2.6,0.0,7.6,7.6,7.2,6.2,20.0,0.6,0.6,2.4,1.2,24.2,120,115,64,118,101,42,15,158,34,161,170,165,98,49,184,169,107,62,LAL
203076,Anthony Davis,Anthony,1610612747,LAL,28.0,5,2,3,0.4,28.8,3.4,1.0,1.6,7.2,9.4,7.2,8.8,25.6,1.6,0.2,1.8,5.4,34.6,120,115,64,118,68,16,87,39,36,190,170,212,70,4,99,140,14,31,LAL
203463,Ben McLemore,Ben,1610612747,LAL,28.0,4,1,3,0.25,8.9,0.0,0.0,0.0,0.0,4.5,0.8,3.5,10.5,0.0,0.5,1.3,0.3,4.5,169,137,64,152,158,168,171,158,203,110,34,119,141,156,163,103,183,172,LAL
203471,Dennis Schröder,Dennis,1610612747,LAL,27.0,6,2,4,0.333,32.7,1.7,0.8,1.5,5.7,10.7,8.5,7.7,27.3,0.2,1.2,2.2,2.7,24.0,100,115,95,131,46,58,108,45,46,213,189,190,60,134,225,155,40,63,LAL
201162,Jared Dudley,Jared,1610612747,LAL,35.0,2,0,2,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,209,201,35,201,217,168,171,158,203,1,1,1,221,156,1,1,202,234,LAL
203484,Kentavious Caldwell-Pope,Kentavious,1610612747,LAL,28.0,5,2,3,0.4,29.1,1.2,0.8,1.2,2.4,8.2,8.6,5.0,23.6,0.0,0.0,3.0,1.0,13.7,120,115,64,118,65,77,110,59,104,171,192,147,85,156,1,207,112,115,LAL
1628398,Kyle Kuzma,Kyle,1610612747,LAL,25.0,6,2,4,0.333,21.6,0.0,1.7,0.2,3.0,6.0,4.2,6.8,19.0,0.2,0.7,1.3,0.8,13.2,100,115,95,131,99,168,49,151,86,141,120,174,99,134,192,105,139,117,LAL
2544,LeBron James,LeBron,1610612747,LAL,36.0,6,2,4,0.333,37.3,4.5,2.3,5.3,11.0,11.2,8.8,9.2,28.7,0.3,1.0,1.2,4.5,45.3,100,115,95,131,18,5,25,1,11,221,200,219,56,88,215,97,23,14,LAL
201188,Marc Gasol,Marc,1610612747,LAL,36.0,5,2,3,0.4,17.5,0.6,0.4,0.4,0.4,4.8,2.2,4.4,13.2,0.8,0.0,3.2,1.6,18.3,120,115,64,118,116,119,142,124,188,114,76,139,123,31,1,215,75,87,LAL
202693,Markieff Morris,Markieff,1610612747,LAL,31.0,4,1,3,0.25,9.5,0.0,0.5,0.0,0.5,4.3,2.3,1.3,8.0,0.3,0.0,1.5,1.0,4.8,169,137,64,152,153,168,134,158,181,108,78,51,162,106,1,119,112,170,LAL
1626149,Montrezl Harrell,Montrezl,1610612747,LAL,27.0,4,0,4,0.0,9.8,0.8,1.3,1.3,4.0,2.8,1.8,4.3,9.0,0.0,0.5,0.8,1.5,9.8,169,201,95,201,152,108,70,57,70,81,66,135,152,156,163,69,80,138,LAL
1629659,Talen Horton-Tucker,Talen,1610612747,LAL,20.0,4,1,3,0.25,12.1,0.0,1.5,0.5,5.0,3.5,1.5,4.3,12.0,0.0,0.0,0.8,1.5,11.5,169,137,64,152,141,168,56,109,53,94,57,135,133,156,1,69,80,130,LAL
202083,Wesley Matthews,Wesley,1610612747,LAL,34.0,6,2,4,0.333,18.4,0.3,2.2,1.0,1.0,9.0,3.8,7.2,15.3,0.0,0.2,2.2,1.5,9.0,100,115,95,131,110,146,34,71,157,181,114,177,115,156,86,155,80,142,LAL
