player_id,player,nickname,team_id,team,age,gp,w,l,w_pct,min,usg_pct,pct_fgm,pct_fga,pct_fg3m,pct_fg3a,pct_ftm,pct_fta,pct_oreb,pct_dreb,pct_reb,pct_ast,pct_tov,pct_stl,pct_blk,pct_blka,pct_pf,pct_pfd,pct_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,usg_pct_rank,pct_fgm_rank,pct_fga_rank,pct_fg3m_rank,pct_fg3a_rank,pct_ftm_rank,pct_fta_rank,pct_oreb_rank,pct_dreb_rank,pct_reb_rank,pct_ast_rank,pct_tov_rank,pct_stl_rank,pct_blk_rank,pct_blka_rank,pct_pf_rank,pct_pfd_rank,pct_pts_rank
1626210,Alan Williams,Alan,1610612756,PHX,24.0,8,2,6,0.25,16.0,0.179,0.167,0.16,0.0,0.0,0.375,0.4,0.8,0.4,0.533,0.0,0.333,0.5,0.0,0.0,0.4,0.273,0.219,298,333,163,391,295,152,182,208,222,295,39,33,11,30,7,291,375,20,200,1,391,84,117
203458,Alex Len,Alex,1610612756,PHX,24.0,22,7,15,0.318,24.0,0.048,0.0,0.0,0.0,0.0,0.059,0.1,0.0,0.357,0.278,0.0,0.2,1.0,0.25,0.0,0.278,0.154,0.02,171,228,323,374,270,381,355,386,222,295,265,232,277,47,87,291,296,1,94,1,323,191,364
202688,Brandon Knight,Brandon,1610612756,PHX,25.0,18,7,11,0.389,48.0,0.167,0.139,0.203,0.2,0.294,0.121,0.128,0.111,0.121,0.119,0.0,0.154,0.0,0.0,0.5,0.036,0.148,0.136,210,228,254,312,200,182,229,136,124,76,210,207,211,273,281,291,253,234,200,392,66,198,225
1627884,Derrick Jones Jr.,Derrick,1610612756,PHX,20.0,5,0,5,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,333,407,136,407,364,395,355,386,222,295,300,307,277,353,370,291,1,234,200,1,1,327,368
1626164,Devin Booker,Devin,1610612756,PHX,20.0,48,16,32,0.333,168.0,0.295,0.322,0.33,0.318,0.351,0.308,0.3,0.023,0.119,0.09,0.2,0.22,0.125,0.231,0.409,0.171,0.362,0.318,5,79,434,343,11,41,47,33,74,48,61,70,275,280,327,136,320,193,107,387,180,34,40
1627733,Dragan Bender,Dragan,1610612756,PHX,19.0,6,2,4,0.333,14.0,0.028,0.0,0.043,0.0,0.2,0.0,0.0,0.0,0.25,0.182,0.0,0.0,0.0,1.0,0.0,0.167,0.0,0.0,322,333,116,343,300,393,355,378,222,155,300,307,277,104,194,291,1,234,1,1,168,327,368
202339,Eric Bledsoe,Eric,1610612756,PHX,27.0,42,17,25,0.405,156.0,0.33,0.359,0.345,0.381,0.301,0.434,0.395,0.179,0.2,0.194,0.542,0.289,0.2,0.25,0.353,0.189,0.326,0.382,21,69,423,299,19,30,29,31,47,73,25,39,164,160,180,17,364,140,94,380,206,57,23
201162,Jared Dudley,Jared,1610612756,PHX,31.0,22,8,14,0.364,35.0,0.08,0.15,0.089,0.5,0.267,0.0,0.0,0.0,0.143,0.12,0.2,0.154,0.25,0.0,0.0,0.4,0.059,0.123,171,211,305,327,231,345,208,330,17,94,300,307,277,245,279,136,253,107,200,1,391,297,255
204067,Jarell Eddie,Jarell,1610612756,PHX,25.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,406,407,25,407,429,395,355,386,222,295,300,307,277,353,370,291,1,234,200,1,1,327,368
2571,Leandro Barbosa,Leandro,1610612756,PHX,34.0,15,7,8,0.467,30.0,0.139,0.143,0.2,0.25,0.357,0.036,0.031,0.0,0.056,0.042,0.0,0.0,0.0,0.0,0.0,0.25,0.045,0.108,235,228,202,253,244,231,216,141,97,47,286,299,277,346,367,291,1,234,200,1,288,313,279
1627737,Marquese Chriss,Marquese,1610612756,PHX,19.0,21,3,18,0.143,54.0,0.197,0.219,0.205,0.0,0.238,0.091,0.184,0.105,0.267,0.204,0.0,0.267,0.143,0.667,0.091,0.25,0.185,0.18,179,302,370,405,188,126,124,131,222,120,236,162,217,93,163,291,348,180,13,249,288,166,165
101179,Ronnie Price,Ronnie,1610612756,PHX,34.0,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,406,407,25,407,407,395,355,386,222,295,300,307,277,353,370,291,1,20,200,1,1,327,368
203933,T.J. Warren,T.J.,1610612756,PHX,23.0,31,11,20,0.355,109.0,0.147,0.143,0.155,0.0,0.122,0.119,0.136,0.15,0.147,0.148,0.0,0.138,0.455,0.125,0.067,0.158,0.106,0.129,96,162,390,336,74,218,216,214,222,233,211,196,184,242,232,291,239,38,151,242,154,248,247
1627755,Tyler Ulis,Tyler,1610612756,PHX,21.0,13,3,10,0.231,29.0,0.106,0.087,0.087,0.5,0.125,0.333,0.222,0.125,0.0,0.053,0.714,0.222,0.0,0.0,0.0,0.115,0.125,0.14,255,302,237,397,251,301,301,332,17,228,51,127,199,353,362,5,321,234,200,1,104,223,217
2199,Tyson Chandler,Tyson,1610612756,PHX,34.0,28,12,16,0.429,109.0,0.05,0.079,0.038,0.0,0.0,0.076,0.065,0.548,0.352,0.412,0.143,0.154,0.111,0.2,0.0,0.288,0.073,0.074,127,150,340,281,76,380,315,381,222,295,248,266,31,52,35,177,253,204,117,1,337,284,323
