GAME_ID,GAME_DATE,AWAY_TEAM,HOME_TEAM,GAME_WEEK
22200004,2022-10-19,WAS,IND,1
22200019,2022-10-21,CHI,WAS,2
22200039,2022-10-23,WAS,CLE,3
22200052,2022-10-25,DET,WAS,4
22200074,2022-10-28,IND,WAS,5
22200089,2022-10-30,WAS,BOS,6
22200097,2022-10-31,PHI,WAS,7
22200108,2022-11-02,WAS,PHI,8
22200123,2022-11-04,BKN,WAS,9
22200142,2022-11-06,WAS,MEM,10
22200144,2022-11-07,WAS,CHA,11
22200172,2022-11-10,DAL,WAS,12
22200185,2022-11-12,UTA,WAS,13
22200194,2022-11-13,MEM,WAS,14
22200213,2022-11-16,OKC,WAS,15
22200224,2022-11-18,MIA,WAS,16
22200241,2022-11-20,CHA,WAS,17
22200265,2022-11-23,WAS,MIA,18
22200277,2022-11-25,WAS,MIA,19
22200294,2022-11-27,WAS,BOS,20
22200300,2022-11-28,MIN,WAS,21
22200315,2022-11-30,WAS,BKN,22
22200326,2022-12-02,WAS,CHA,23
22200349,2022-12-04,LAL,WAS,24
22200367,2022-12-07,WAS,CHI,25
22200378,2022-12-09,WAS,IND,26
22200389,2022-12-10,LAC,WAS,27
22200403,2022-12-12,BKN,WAS,28
22200422,2022-12-14,WAS,DEN,29
22200438,2022-12-17,WAS,LAC,30
22200451,2022-12-18,WAS,LAL,31
22200464,2022-12-20,WAS,PHX,32
22200478,2022-12-22,WAS,UTA,33
22200491,2022-12-23,WAS,SAC,34
22200506,2022-12-27,PHI,WAS,35
22200516,2022-12-28,PHX,WAS,36
22200529,2022-12-30,WAS,ORL,37
22200548,2023-01-01,WAS,MIL,38
22200561,2023-01-03,WAS,MIL,39
22200584,2023-01-06,WAS,OKC,40
22200605,2023-01-09,NOP,WAS,41
22200619,2023-01-11,CHI,WAS,42
22200634,2023-01-13,NYK,WAS,43
22200660,2023-01-16,GSW,WAS,44
22200669,2023-01-18,WAS,NYK,45
22200693,2023-01-21,ORL,WAS,46
22200717,2023-01-24,WAS,DAL,47
22200722,2023-01-25,WAS,HOU,48
22200747,2023-01-28,WAS,NOP,49
22200760,2023-01-30,WAS,SAS,50
22200787,2023-02-03,POR,WAS,51
22200793,2023-02-04,WAS,BKN,52
22200809,2023-02-06,CLE,WAS,53
22200823,2023-02-08,CHA,WAS,54
22200849,2023-02-11,IND,WAS,55
22200866,2023-02-13,WAS,GSW,56
22200872,2023-02-14,WAS,POR,57
22200884,2023-02-16,WAS,MIN,58
22200895,2023-02-24,NYK,WAS,59
22200912,2023-02-26,WAS,CHI,60
22200923,2023-02-28,WAS,ATL,61
22200942,2023-03-02,TOR,WAS,62
22200956,2023-03-04,TOR,WAS,63
22200973,2023-03-05,MIL,WAS,64
22200769,2023-03-07,WAS,DET,65
22200985,2023-03-08,ATL,WAS,66
22200999,2023-03-10,ATL,WAS,67
22201016,2023-03-12,WAS,PHI,68
22201028,2023-03-14,DET,WAS,69
22201049,2023-03-17,WAS,CLE,70
22201059,2023-03-18,SAC,WAS,71
22201077,2023-03-21,WAS,ORL,72
22201083,2023-03-22,DEN,WAS,73
22201098,2023-03-24,SAS,WAS,74
22201119,2023-03-26,WAS,TOR,75
22201130,2023-03-28,BOS,WAS,76
22201151,2023-03-31,ORL,WAS,77
22201168,2023-04-02,WAS,NYK,78
22201179,2023-04-04,MIL,WAS,79
22201191,2023-04-05,WAS,ATL,80
22201204,2023-04-07,MIA,WAS,81
22201222,2023-04-09,HOU,WAS,82
