game_id,game_date,away_team,home_team,game_no,pf,opp_pf
22000012,2020-12-23,MIA,ORL,1,113,107.0
22000024,2020-12-26,ORL,WAS,2,130,120.0
22000033,2020-12-27,ORL,WAS,3,120,113.0
22000052,2020-12-29,ORL,OKC,4,118,107.0
22000064,2020-12-31,PHI,ORL,5,92,116.0
22000081,2021-01-02,OKC,ORL,6,99,108.0
22000093,2021-01-04,CLE,ORL,7,103,83.0
22000108,2021-01-06,CLE,ORL,8,105,94.0
22000127,2021-01-08,ORL,HOU,9,90,132.0
22000139,2021-01-09,ORL,DAL,10,98,112.0
22000151,2021-01-11,MIL,ORL,11,99,121.0
22000180,2021-01-15,ORL,BOS,12,97,124.0
22000190,2021-01-16,ORL,BKN,13,115,122.0
22000203,2021-01-18,ORL,NYK,14,84,91.0
22000221,2021-01-20,ORL,MIN,15,97,96.0
22000231,2021-01-22,ORL,IND,16,118,120.0
22000252,2021-01-24,CHA,ORL,17,104,107.0
22000259,2021-01-25,CHA,ORL,18,117,108.0
22000273,2021-01-27,SAC,ORL,19,107,121.0
22000289,2021-01-29,LAC,ORL,20,90,116.0
22000309,2021-01-31,ORL,TOR,21,102,115.0
22000323,2021-02-02,TOR,ORL,22,108,123.0
22000344,2021-02-05,CHI,ORL,23,123,119.0
22000353,2021-02-06,CHI,ORL,24,92,118.0
22000380,2021-02-09,ORL,POR,25,97,106.0
22000393,2021-02-11,ORL,GSW,26,105,111.0
22000405,2021-02-12,ORL,SAC,27,123,112.0
22000417,2021-02-14,ORL,PHX,28,90,109.0
22000436,2021-02-17,NYK,ORL,29,107,89.0
22000449,2021-02-19,GSW,ORL,30,124,120.0
22000467,2021-02-21,DET,ORL,31,105,96.0
22000481,2021-02-23,DET,ORL,32,93,105.0
22000499,2021-02-25,ORL,BKN,33,92,129.0
22000516,2021-02-27,UTA,ORL,34,109,124.0
22000529,2021-03-01,DAL,ORL,35,124,130.0
22000544,2021-03-03,ATL,ORL,36,112,115.0
22000571,2021-03-11,ORL,MIA,37,103,111.0
22000583,2021-03-12,ORL,SAS,38,77,104.0
22000596,2021-03-14,MIA,ORL,39,97,102.0
22000627,2021-03-18,ORL,NYK,40,93,94.0
22000633,2021-03-19,BKN,ORL,41,121,113.0
22000167,2021-03-21,ORL,BOS,42,96,112.0
22000661,2021-03-23,DEN,ORL,43,99,110.0
22000670,2021-03-24,PHX,ORL,44,112,111.0
22000687,2021-03-26,POR,ORL,45,105,112.0
22000706,2021-03-28,ORL,LAL,46,93,96.0
22000720,2021-03-30,ORL,LAC,47,103,96.0
22000734,2021-04-01,ORL,NOP,48,115,110.0
22000752,2021-04-03,ORL,UTA,49,91,137.0
22000761,2021-04-04,ORL,DEN,50,109,119.0
22000777,2021-04-07,WAS,ORL,51,116,131.0
22000790,2021-04-09,IND,ORL,52,106,111.0
22000808,2021-04-11,MIL,ORL,53,87,124.0
22000816,2021-04-12,SAS,ORL,54,97,120.0
22000833,2021-04-14,ORL,CHI,55,115,106.0
22000849,2021-04-16,ORL,TOR,56,102,113.0
22000864,2021-04-18,HOU,ORL,57,110,114.0
22000876,2021-04-20,ORL,ATL,58,96,112.0
22000893,2021-04-22,NOP,ORL,59,100,135.0
22000914,2021-04-25,IND,ORL,60,112,131.0
22000917,2021-04-26,LAL,ORL,61,103,114.0
22000933,2021-04-28,ORL,CLE,62,109,104.0
22000953,2021-04-30,ORL,MEM,63,75,92.0
22000961,2021-05-01,MEM,ORL,64,112,111.0
22000975,2021-05-03,ORL,DET,65,119,112.0
22000990,2021-05-05,BOS,ORL,66,96,132.0
22001004,2021-05-07,ORL,CHA,67,112,122.0
22001022,2021-05-09,MIN,ORL,68,96,128.0
22001038,2021-05-11,ORL,MIL,69,102,114.0
22001049,2021-05-13,ORL,ATL,70,93,116.0
22001055,2021-05-14,ORL,PHI,71,97,122.0
22001075,2021-05-16,ORL,PHI,72,117,128.0
