group_set,player_id,player,nickname,team_id,team,age,gp,w,l,w_pct,min,e_off_rating,off_rating,sp_work_off_rating,e_def_rating,def_rating,sp_work_def_rating,e_net_rating,net_rating,sp_work_net_rating,ast_pct,ast_to,ast_ratio,oreb_pct,dreb_pct,reb_pct,tm_tov_pct,e_tov_pct,efg_pct,ts_pct,usg_pct,e_usg_pct,e_pace,pace,pace_per40,sp_work_pace,pie,poss,fgm,fga,fgm_pg,fga_pg,fg_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,e_off_rating_rank,off_rating_rank,sp_work_off_rating_rank,e_def_rating_rank,def_rating_rank,sp_work_def_rating_rank,e_net_rating_rank,net_rating_rank,sp_work_net_rating_rank,ast_pct_rank,ast_to_rank,ast_ratio_rank,oreb_pct_rank,dreb_pct_rank,reb_pct_rank,tm_tov_pct_rank,e_tov_pct_rank,efg_pct_rank,ts_pct_rank,usg_pct_rank,e_usg_pct_rank,e_pace_rank,pace_rank,sp_work_pace_rank,pie_rank,fgm_rank,fga_rank,fgm_pg_rank,fga_pg_rank,fg_pct_rank
,201148,Brandan Wright,,1610612745,HOU,30.0,6,1,5,0.167,1.9,50.0,40.0,40.0,75.5,70.8,70.8,-25.5,-30.8,-30.8,0.0,0.0,0.0,0.0,0.214,0.094,0.0,0.0,0.0,0.0,0.111,0.136,82.89,94.68,78.9,94.68,-0.107,20,0,3,0.0,0.5,0.0,317,354,162,396,318,424,425,425,41,40,40,371,385,385,288,237,288,283,50,143,1,1,333,354,284,249,434,399,399,429,333,287,333,248,333
,101108,Chris Paul,,1610612745,HOU,33.0,21,17,4,0.81,2.6,151.1,145.5,145.5,99.1,95.5,95.5,51.9,50.1,50.1,0.316,4.0,21.4,0.021,0.15,0.093,0.054000000000000006,0.055999999999999994,0.006670000000000001,0.00797,0.324,0.321,97.57,101.31,84.42,101.31,0.302,123,16,27,0.8,1.3,0.593,182,70,141,31,211,25,16,16,115,123,123,26,27,27,30,15,71,235,122,151,202,205,57,41,34,43,306,301,301,13,76,107,39,72,61
,203991,Clint Capela,,1610612745,HOU,24.0,26,20,6,0.769,2.5,123.8,121.1,121.1,102.8,95.2,95.2,21.1,26.0,26.0,0.025,0.0,5.0,0.108,0.246,0.172,0.0,0.0,0.00615,0.0054800000000000005,0.133,0.14,88.14,92.57,77.15,92.57,0.101,123,8,13,0.3,0.5,0.615,136,41,183,35,229,60,39,39,166,119,119,62,47,47,278,237,271,38,29,28,1,1,89,191,239,243,418,417,417,166,134,183,181,248,57
,201569,Eric Gordon,,1610612745,HOU,29.0,24,15,9,0.625,3.3,118.2,117.3,117.3,106.8,102.4,102.4,11.5,14.9,14.9,0.056,0.5,10.3,0.0,0.049,0.024,0.207,0.20600000000000002,0.0032400000000000003,0.00423,0.143,0.147,98.42,100.91,84.09,100.91,0.0,162,4,17,0.2,0.7,0.235,151,95,236,90,132,88,55,55,231,224,224,115,89,89,235,206,206,283,327,354,400,396,297,306,219,226,279,309,309,343,207,155,264,192,312
,101123,Gerald Green,,1610612745,HOU,32.0,7,7,0,1.0,2.5,124.0,121.6,121.6,103.8,91.4,91.4,20.3,30.2,30.2,0.0,0.0,0.0,0.0,0.1,0.059,0.0,0.0,0.01,0.010249999999999999,0.128,0.127,91.76,98.43,82.03,98.43,0.16,37,3,4,0.4,0.6,0.75,307,233,1,1,221,59,38,38,183,99,99,64,39,39,288,237,288,283,239,270,1,1,10,16,252,270,395,357,357,64,228,273,121,231,34
,201935,James Harden,,1610612745,HOU,28.0,32,23,9,0.719,2.9,125.2,124.4,124.4,106.5,99.0,99.0,18.7,25.4,25.4,0.342,2.17,11.5,0.04,0.126,0.08,0.053,0.053,0.00479,0.005520000000000001,0.45,0.46,96.55,100.45,83.7,100.45,0.228,193,30,73,0.9,2.3,0.411,76,20,236,41,185,54,34,34,222,164,164,71,48,48,16,57,187,154,170,190,201,201,194,188,5,8,329,323,323,26,21,19,28,22,197
,2207,Joe Johnson,,1610612745,HOU,37.0,14,9,5,0.643,2.0,105.6,104.2,104.2,70.5,58.1,58.1,35.1,46.2,46.2,0.05,0.0,6.7,0.0,0.128,0.063,0.0,0.0,0.001,0.00306,0.173,0.172,103.02,113.12,94.27,113.12,0.077,71,1,10,0.1,0.7,0.1,245,182,162,79,303,245,191,191,37,27,27,37,29,29,242,237,254,283,165,260,1,1,331,342,158,183,168,111,111,232,282,209,321,188,331
,201601,Luc Mbah a Moute,,1610612745,HOU,31.0,13,11,2,0.846,1.3,151.9,142.9,142.9,85.5,75.0,75.0,66.4,67.9,67.9,0.0,0.0,0.0,0.083,0.133,0.111,0.25,0.301,0.01,0.010780000000000001,0.098,0.092,89.39,98.18,81.82,98.18,0.15,35,1,1,0.1,0.1,1.0,253,152,75,28,372,23,18,18,53,45,45,20,20,20,288,237,288,61,153,93,407,420,10,12,308,331,408,362,362,78,282,334,317,374,1
,2403,Nene,,1610612745,HOU,35.0,4,1,3,0.25,0.1,113.6,100.0,100.0,119.0,75.0,75.0,-5.4,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214.74,315.79,263.16,315.79,0.154,1,0,0,0.0,0.0,0.0,348,354,114,381,435,137,232,232,349,45,45,268,49,49,288,237,288,283,346,367,1,1,333,354,394,395,12,12,12,71,333,379,333,379,333
,200782,P.J. Tucker,,1610612745,HOU,33.0,33,23,10,0.697,2.3,120.2,117.6,117.6,103.5,98.2,98.2,16.7,19.4,19.4,0.0,0.0,0.0,0.12,0.108,0.114,0.04,0.040999999999999995,0.005,0.00529,0.13,0.134,98.8,102.58,85.49,102.58,0.085,165,9,21,0.3,0.6,0.429,73,20,254,54,254,74,54,54,180,155,155,81,69,69,288,237,288,31,214,91,179,180,142,215,247,255,271,280,280,207,122,134,199,211,174
