team_id,team_name,team,gp,g,fga_frequency,fgm,fga,fg_pct,efg_pct,fg2a_frequency,fg2m,fg2a,fg2_pct,fg3a_frequency,fg3m,fg3a,fg3_pct
1610612748,Miami Heat,MIA,72,72,0.375,12.17,31.97,0.381,0.554,0.024,1.07,2.07,0.517,0.351,11.1,29.9,0.371
1610612766,Charlotte Hornets,CHA,72,72,0.355,11.93,31.29,0.381,0.561,0.019,0.69,1.67,0.417,0.336,11.24,29.63,0.379
1610612761,Toronto Raptors,TOR,72,72,0.365,11.79,30.89,0.382,0.56,0.024,0.81,2.06,0.392,0.34,10.99,28.83,0.381
1610612749,Milwaukee Bucks,MIL,72,72,0.319,11.64,29.64,0.393,0.57,0.029,1.11,2.74,0.406,0.29,10.53,26.9,0.391
1610612753,Orlando Magic,ORL,72,72,0.327,11.29,29.36,0.385,0.561,0.022,0.9,2.0,0.451,0.305,10.39,27.36,0.38
1610612740,New Orleans Pelicans,NOP,72,72,0.329,11.4,29.33,0.389,0.567,0.023,0.97,2.08,0.467,0.306,10.43,27.25,0.383
1610612760,Oklahoma City Thunder,OKC,72,72,0.317,11.11,28.83,0.385,0.559,0.024,1.11,2.19,0.506,0.293,10.0,26.64,0.375
1610612752,New York Knicks,NYK,72,72,0.331,9.81,28.33,0.346,0.506,0.022,0.74,1.85,0.398,0.309,9.07,26.49,0.342
1610612743,Denver Nuggets,DEN,72,72,0.329,10.78,27.79,0.388,0.565,0.025,0.94,2.13,0.444,0.303,9.83,25.67,0.383
1610612763,Memphis Grizzlies,MEM,72,72,0.305,10.65,27.07,0.394,0.568,0.026,1.21,2.33,0.518,0.279,9.44,24.74,0.382
1610612757,Portland Trail Blazers,POR,72,72,0.305,10.79,26.93,0.401,0.577,0.027,1.29,2.4,0.538,0.278,9.5,24.53,0.387
1610612745,Houston Rockets,HOU,72,72,0.301,10.82,26.57,0.407,0.589,0.028,1.14,2.49,0.458,0.273,9.68,24.08,0.402
1610612751,Brooklyn Nets,BKN,72,72,0.291,10.07,26.54,0.379,0.547,0.029,1.15,2.63,0.439,0.262,8.92,23.92,0.373
1610612738,Boston Celtics,BOS,72,72,0.305,10.22,26.22,0.39,0.568,0.025,0.89,2.15,0.413,0.28,9.33,24.07,0.388
1610612737,Atlanta Hawks,ATL,72,72,0.294,9.64,26.22,0.368,0.531,0.026,1.08,2.28,0.476,0.269,8.56,23.94,0.357
1610612744,Golden State Warriors,GSW,72,72,0.292,9.74,25.83,0.377,0.548,0.026,0.92,2.28,0.402,0.267,8.82,23.56,0.374
1610612742,Dallas Mavericks,DAL,72,72,0.295,9.64,25.67,0.376,0.547,0.022,0.82,1.92,0.428,0.273,8.82,23.75,0.371
1610612754,Indiana Pacers,IND,72,72,0.278,9.82,25.42,0.386,0.558,0.028,1.07,2.56,0.418,0.25,8.75,22.86,0.383
1610612750,Minnesota Timberwolves,MIN,72,72,0.283,10.46,25.26,0.414,0.601,0.024,1.01,2.11,0.48,0.259,9.44,23.15,0.408
1610612747,Los Angeles Lakers,LAL,72,71,0.296,9.28,25.22,0.368,0.529,0.029,1.14,2.49,0.458,0.267,8.14,22.74,0.358
1610612755,Philadelphia 76ers,PHI,72,72,0.289,9.51,25.08,0.379,0.551,0.026,0.92,2.22,0.413,0.263,8.6,22.86,0.376
1610612759,San Antonio Spurs,SAS,72,72,0.279,9.79,25.03,0.391,0.572,0.023,0.75,2.1,0.358,0.255,9.04,22.93,0.394
1610612764,Washington Wizards,WAS,72,72,0.273,9.76,25.01,0.39,0.566,0.024,1.0,2.15,0.465,0.25,8.76,22.86,0.383
1610612739,Cleveland Cavaliers,CLE,72,71,0.29,10.0,24.83,0.403,0.587,0.022,0.85,1.88,0.452,0.268,9.15,22.96,0.399
1610612758,Sacramento Kings,SAC,72,72,0.269,9.6,24.08,0.399,0.581,0.022,0.82,1.99,0.413,0.247,8.78,22.1,0.397
1610612741,Chicago Bulls,CHI,72,72,0.275,9.14,24.08,0.379,0.551,0.021,0.89,1.83,0.485,0.254,8.25,22.25,0.371
1610612765,Detroit Pistons,DET,72,72,0.277,8.93,23.82,0.375,0.541,0.026,1.03,2.19,0.468,0.252,7.9,21.63,0.365
1610612746,LA Clippers,LAC,72,72,0.276,8.89,23.67,0.376,0.539,0.03,1.14,2.58,0.441,0.246,7.75,21.08,0.368
1610612756,Phoenix Suns,PHX,72,72,0.275,8.93,23.64,0.378,0.547,0.022,0.93,1.93,0.482,0.253,8.0,21.71,0.369
1610612762,Utah Jazz,UTA,72,72,0.256,8.43,23.38,0.361,0.518,0.029,1.07,2.65,0.403,0.227,7.36,20.72,0.355
