"player","team","number","position","height","weight","last_attended","country","profile_url","is_active","is_free_agent","is_retired","headshot_url","birthdate","draft","experience","legacy"
"Stacey Augmon","","","","","","","","https://www.nba.com/player/278/stacey-augmon",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/278.png","August 1, 1968","1991 R1 Pick 9","16 Years",False
"D.J. Augustin","","","","","","","","https://www.nba.com/player/201571/d.j.-augustin",False,False,True,"https://cdn.nba.com/headshots/nba/latest/260x190/1630173.png","","","",False
"James Augustine","","","","","","","","https://www.nba.com/player/200788/james-augustine",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/200788.png","February 27, 1984","2006 R2 Pick 41","2 Years",False
"Ike Austin","","","","","","","","https://www.nba.com/player/1134/ike-austin",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/1134.png","August 18, 1969","1991 R2 Pick 48","9 Years",False
"John Austin","","","","","","","","https://www.nba.com/player/76073/HISTADD-johnny-austin",False,False,True,"","1944-08-31T00:00:00","1966 #38","1 Years",True
"Ken Austin","","","","","","","","https://www.nba.com/player/76074/HISTADD-ken-austin",False,False,True,"","1961-07-15T00:00:00","1983 #101","1 Years",True
"Deni Avdija","POR","","","","","","","https://www.nba.com/player/1630166/deni-avdija",True,False,False,"","January 3, 2001","2020 R1 Pick 9","4 Years",False
"Anthony Avent","","","","","","","","https://www.nba.com/player/138/anthony-avent",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/138.png","October 18, 1969","1991 R1 Pick 15","6 Years",False
"William Averitt","","","","","","","","https://www.nba.com/player/76076/HISTADD-bird-averitt",False,False,True,"","1952-07-22T00:00:00","1973 #55","2 Years",True
"William Avery","","","","","","","","https://www.nba.com/player/1895/william-avery",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/1895.png","August 8, 1979","1999 R1 Pick 14","4 Years",False
"Dennis Awtrey","","","","","","","","https://www.nba.com/player/76078/HISTADD-dennis-awtrey",False,False,True,"","1948-02-22T00:00:00","1970 #46","12 Years",True
"Joel Ayayi","","","","","","","","https://www.nba.com/player/1630555/joel-ayayi",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/1630555.png","March 5, 2000","Undrafted","2 Years",False
"Gustavo Ayon","","","","","","","","https://www.nba.com/player/202970/gustavo-ayon",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/202970.png","April 1, 1985","Undrafted","3 Years",False
"Jeff Ayres","","","","","","","","https://www.nba.com/player/201965/jeff-ayres",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/201965.png","April 29, 1987","2009 R2 Pick 31","7 Years",False
"Deandre Ayton","POR","","","","","","","https://www.nba.com/player/1629028/deandre-ayton",True,False,False,"","July 23, 1998","2018 R1 Pick 1","6 Years",False
"Kelenna Azubuike","","","","","","","","https://www.nba.com/player/101235/kelenna-azubuike",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/101235.png","December 16, 1983","Undrafted","5 Years",False
"Udoka Azubuike","","","","","","","","https://www.nba.com/player/1628962/udoka-azubuike",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/1628962.png","September 17, 1999","2020 R1 Pick 27","5 Years",False
"Chris Babb","","","","","","","","https://www.nba.com/player/203569/chris-babb",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/203569.png","February 14, 1990","Undrafted","3 Years",False
"Luke Babbitt","","","","","","","","https://www.nba.com/player/202337/luke-babbitt",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/202337.png","June 20, 1989","2010 R1 Pick 16","9 Years",False
"Milos Babic","","","","","","","","https://www.nba.com/player/76079/HISTADD-milos-babic",False,False,True,"","1968-11-23T00:00:00","1990 #50","2 Years",True
"Johnny Bach","","","","","","","","https://www.nba.com/player/76080/HISTADD-johnny-bach",False,False,True,"","","","",True
"Dwayne Bacon","","","","","","","","https://www.nba.com/player/1628407/dwayne-bacon",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/1628407.png","August 30, 1995","2017 R2 Pick 40","5 Years",False
"Ibou Badji","","","","","","","","https://www.nba.com/player/1630641/ibou-badji",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/1630641.png","October 13, 2002","Undrafted","2 Years",False
"Jim Baechtold","","","","","","","","https://www.nba.com/player/76081/HISTADD-jim-baechtold",False,False,True,"","1927-12-09T00:00:00","1952 #2","5 Years",True
"Dalibor Bagaric","","","","","","","","https://www.nba.com/player/2053/dalibor-bagaric",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/2053.png","July 2, 1980","2000 R1 Pick 24","4 Years",False
"John Bagley","","","","","","","","https://www.nba.com/player/76082/HISTADD-john-bagley",False,False,True,"","1960-04-23T00:00:00","1982 #12","11 Years",True
"Marcus Bagley","","","","","","","","https://www.nba.com/player/1630542/marcus-bagley",False,False,True,"","October 23, 2001","Undrafted","Rookie",False
"Marvin Bagley III","MEM","","","","","","","https://www.nba.com/player/1628963/marvin-bagley-iii",True,False,False,"","March 14, 1999","2018 R1 Pick 2","6 Years",False
"Amari Bailey","","","","","","","","https://www.nba.com/player/1641735/amari-bailey",False,False,True,"","February 17, 2004","2023 R2 Pick 41","2 Years",False
"Carl Bailey","","","","","","","","https://www.nba.com/player/76084/HISTADD-carl-bailey",False,False,True,"","1958-04-23T00:00:00","1980 #66","1 Years",True
"Gus Bailey","","","","","","","","https://www.nba.com/player/76083/HISTADD-gus-bailey",False,False,True,"","1951-02-18T00:00:00","1974 #23","5 Years",True
"James Bailey","","","","","","","","https://www.nba.com/player/76085/HISTADD-james-bailey",False,False,True,"","1957-05-21T00:00:00","1979 #6","9 Years",True
"Thurl Bailey","","","","","","","","https://www.nba.com/player/1847/thurl-bailey",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/1847.png","April 7, 1961","1983 R1 Pick 7","12 Years",False
"Toby Bailey","","","","","","","","https://www.nba.com/player/1753/toby-bailey",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/1753.png","November 19, 1975","1998 R2 Pick 45","3 Years",False
"Cameron Bairstow","","","","","","","","https://www.nba.com/player/203946/cameron-bairstow",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/203946.png","December 7, 1990","2014 R2 Pick 49","3 Years",False
"Mark Baker","","","","","","","","https://www.nba.com/player/1858/mark-baker",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/1858.png","November 11, 1969","Undrafted","1 Year",False
"Maurice Baker","","","","","","","","https://www.nba.com/player/2486/maurice-baker",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/2486.png","July 28, 1979","Undrafted","2 Years",False
"Norm Baker","","","","","","","","https://www.nba.com/player/76089/HISTADD-norm-baker",False,False,True,"","1923-02-17T00:00:00","Undrafted #Undrafted","1 Years",True
"Ron Baker","","","","","","","","https://www.nba.com/player/1627758/ron-baker",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/1627758.png","March 30, 1993","Undrafted","3 Years",False
"Vin Baker","","","","","","","","https://www.nba.com/player/452/vin-baker",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/452.png","November 23, 1971","1993 R1 Pick 8","13 Years",False
"Wade Baldwin IV","","","","","","","","https://www.nba.com/player/1627735/wade-baldwin iv",False,False,True,"https://cdn.nba.com/headshots/nba/latest/260x190/1630173.png","","","",False
"Patrick Baldwin Jr.","LAC","","","","","","","https://www.nba.com/player/1631116/patrick-baldwin-jr",True,False,False,"","November 18, 2002","2022 R1 Pick 28","2 Years",False
"Renaldo Balkman","","","","","","","","https://www.nba.com/player/200764/renaldo-balkman",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/200764.png","July 14, 1984","2006 R1 Pick 20","7 Years",False
"Cedric Ball","","","","","","","","https://www.nba.com/player/76090/HISTADD-cedric-ball",False,False,True,"","1968-04-16T00:00:00","Undrafted #Undrafted","1 Years",True
"LaMelo Ball","CHA","","","","","","","https://www.nba.com/player/1630163/lamelo-ball",True,False,False,"","August 22, 2001","2020 R1 Pick 3","4 Years",False
"Lonzo Ball","CHI","","","","","","","https://www.nba.com/player/1628366/lonzo-ball",True,False,False,"","October 27, 1997","2017 R1 Pick 2","5 Years",False
"Greg Ballard","","","","","","","","https://www.nba.com/player/76091/HISTADD-greg-ballard",False,False,True,"","1955-01-29T00:00:00","1977 #4","11 Years",True
"Herschel Baltimore","","","","","","","","https://www.nba.com/player/76092/HISTADD-herk-baltimore",False,False,True,"","1921-06-21T00:00:00","Undrafted #Undrafted","1 Years",True
"Mo Bamba","","","","","","","","https://www.nba.com/player/1628964/mohamed-bamba",False,False,True,"","May 12, 1998","2018 R1 Pick 6","6 Years",False
"Paolo Banchero","ORL","","","","","","","https://www.nba.com/player/1631094/paolo-banchero",True,False,False,"https://cdn.nba.com/headshots/nba/latest/260x190/1641710.png","November 12, 2002","2022 R1 Pick 1","2 Years",False
"Desmond Bane","MEM","","","","","","","https://www.nba.com/player/1630217/desmond-bane",True,False,False,"","June 25, 1998","2020 R1 Pick 30","4 Years",False
"Gene Banks","","","","","","","","https://www.nba.com/player/76093/HISTADD-gene-banks",False,False,True,"","1959-05-15T00:00:00","1981 #28","6 Years",True
"Marcus Banks","","","","","","","","https://www.nba.com/player/2556/marcus-banks",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/2556.png","November 19, 1981","2003 R1 Pick 13","9 Years",False
"Ken Bannister","","","","","","","","https://www.nba.com/player/76094/HISTADD-ken-bannister",False,False,True,"","1960-04-01T00:00:00","1984 #156","5 Years",True
"Mike Bantom","","","","","","","","https://www.nba.com/player/76095/HISTADD-mike-bantom",False,False,True,"","1951-12-03T00:00:00","1973 #8","9 Years",True
"Dalano Banton","POR","","","","","","","https://www.nba.com/player/1630625/dalano-banton",True,False,False,"","November 7, 1999","2021 R2 Pick 46","3 Years",False
"Cat Barber","","","","","","","","https://www.nba.com/player/1627760/cat-barber",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/1627760.png","July 25, 1994","2016","1 Year",False
"John Barber","","","","","","","","https://www.nba.com/player/76096/HISTADD-john-barber",False,False,True,"","","","",True
"Leandro Barbosa","","","","","","","","https://www.nba.com/player/2571/leandro-barbosa",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/2571.png","November 28, 1982","2003 R1 Pick 28","15 Years",False
"Stephen Bardo","","","","","","","","https://www.nba.com/player/76097/HISTADD-stephen-bardo",False,False,True,"","1968-04-05T00:00:00","1990 #41","3 Years",True
"J.J. Barea","","","","","","","","https://www.nba.com/player/200826/j.j.-barea",False,False,True,"https://cdn.nba.com/headshots/nba/latest/260x190/1630173.png","","","",False
"Andrea Bargnani","","","","","","","","https://www.nba.com/player/200745/andrea-bargnani",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/200745.png","October 26, 1985","2006 R1 Pick 1","10 Years",False
"Cliff Barker","","","","","","","","https://www.nba.com/player/76098/HISTADD-cliff-barker",False,False,True,"","","","",True
"Tom Barker","","","","","","","","https://www.nba.com/player/76099/HISTADD-tom-barker",False,False,True,"","1955-03-11T00:00:00","1976 #53","2 Years",True
"Charles Barkley","","","","","","","","https://www.nba.com/player/787/charles-barkley",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/787.png","February 20, 1963","1984 R1 Pick 5","16 Years",False
"Erick Barkley","","","","","","","","https://www.nba.com/player/2057/erick-barkley",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/2057.png","February 21, 1978","2000 R1 Pick 28","3 Years",False
"Don Barksdale","","","","","","","","https://www.nba.com/player/76102/HISTADD-don-barksdale",False,False,True,"","1923-03-31T00:00:00","Undrafted #Undrafted","4 Years",True
"Dominick Barlow","ATL","","","","","","","https://www.nba.com/player/1631230/dominick-barlow",True,False,False,"","May 26, 2003","Undrafted","2 Years",False
"Harrison Barnes","SAS","","","","","","","https://www.nba.com/player/203084/harrison-barnes",True,False,False,"","May 30, 1992","2012 R1 Pick 7","12 Years",False
"Harry Barnes","","","","","","","","https://www.nba.com/player/76103/HISTADD-harry-barnes",False,False,True,"","1945-07-25T00:00:00","1968 #37","1 Years",True
"Jim Barnes","","","","","","","","https://www.nba.com/player/76105/HISTADD-jim-barnes",False,False,True,"","1941-04-13T00:00:00","1964 #1","7 Years",True
"Marvin Barnes","","","","","","","","https://www.nba.com/player/76104/HISTADD-marvin-barnes",False,False,True,"","1952-07-27T00:00:00","1974 #2","4 Years",True
"Matt Barnes","","","","","","","","https://www.nba.com/player/2440/matt-barnes",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/2440.png","March 9, 1980","2002 R2 Pick 45","15 Years",False
"Scottie Barnes","TOR","","","","","","","https://www.nba.com/player/1630567/scottie-barnes",True,False,False,"","August 1, 2001","2021 R1 Pick 4","3 Years",False
"Dick Barnett","","","","","","","","https://www.nba.com/player/76107/HISTADD-dick-barnett",False,False,True,"","1936-10-02T00:00:00","1959 #4","14 Years",True
"Jim Barnett","","","","","","","","https://www.nba.com/player/76106/HISTADD-jim-barnett",False,False,True,"","1944-07-07T00:00:00","1966 #8","11 Years",True
"John Barnhill","","","","","","","","https://www.nba.com/player/76108/HISTADD-rabbit-barnhill",False,False,True,"","1938-03-20T00:00:00","1959 #77","7 Years",True
"Norton Barnhill","","","","","","","","https://www.nba.com/player/76109/HISTADD-norton-barnhill",False,False,True,"","1953-07-15T00:00:00","1976 #134","1 Years",True
"Leo Barnhorst","","","","","","","","https://www.nba.com/player/76110/HISTADD-barney-barnhorst",False,False,True,"","","","",True
"John Barr","","","","","","","","https://www.nba.com/player/76111/HISTADD-john-barr",False,False,True,"","1918-08-18T00:00:00","Undrafted #Undrafted","1 Years",True
"Mike Barr","","","","","","","","https://www.nba.com/player/76112/HISTADD-mike-barr",False,False,True,"","1950-10-19T00:00:00","1972 #180","1 Years",True
"Thomas Barr","","","","","","","","https://www.nba.com/player/76113/HISTADD-moe-barr",False,False,True,"","1944-06-19T00:00:00","Undrafted #Undrafted","1 Years",True
"Andre Barrett","","","","","","","","https://www.nba.com/player/2857/andre-barrett",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/2857.png","February 21, 1982","Undrafted","5 Years",False
"Ernie Barrett","","","","","","","","https://www.nba.com/player/76114/europelive",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/76114.png","August 27, 1929","1951 R1 Pick 7","2 Years",False
"RJ Barrett","TOR","","","","","","","https://www.nba.com/player/1629628/rj-barrett",True,False,False,"","June 14, 2000","2019 R1 Pick 3","5 Years",False
"Earl Barron","","","","","","","","https://www.nba.com/player/2853/earl-barron",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/2853.png","August 14, 1981","Undrafted","9 Years",False
