season_id,team_id,team,team_name,play_type,type_grouping,percentile,gp,poss_pct,ppp,fg_pct,ft_poss_pct,tov_poss_pct,sf_poss_pct,plusone_poss_pct,score_poss_pct,efg_pct,poss,pts,fgm,fga,fgmx
42024,1610612745,HOU,Houston Rockets,Postup,Defensive,1.0,7,0.0,0.625,0.333,0.125,0.125,0.125,0.0,0.375,0.333,1.1,0.7,0.3,0.9,0.6
42024,1610612748,MIA,Miami Heat,Postup,Defensive,0.286,4,0.0,1.0,0.5,0.286,0.286,0.286,0.143,0.429,0.5,1.8,1.8,0.5,1.0,0.5
42024,1610612763,MEM,Memphis Grizzlies,Postup,Defensive,0.0,4,0.0,1.667,0.8,0.167,0.0,0.167,0.0,0.833,0.8,1.5,2.5,1.0,1.3,0.3
42024,1610612749,MIL,Milwaukee Bucks,Postup,Defensive,0.2,5,0.034,1.056,0.5,0.222,0.056,0.167,0.056,0.556,0.5,3.6,3.8,1.4,2.8,1.4
42024,1610612747,LAL,Los Angeles Lakers,Postup,Defensive,0.667,5,0.045,0.833,0.5,0.125,0.208,0.125,0.0,0.458,0.5,4.8,4.0,1.6,3.2,1.6
42024,1610612743,DEN,Denver Nuggets,Postup,Defensive,0.067,14,0.017,1.077,0.647,0.231,0.115,0.231,0.0,0.615,0.647,1.9,2.0,0.8,1.2,0.4
42024,1610612750,MIN,Minnesota Timberwolves,Postup,Defensive,0.867,15,0.026,0.786,0.382,0.119,0.095,0.095,0.024,0.405,0.382,2.8,2.2,0.9,2.3,1.4
42024,1610612753,ORL,Orlando Magic,Postup,Defensive,0.933,5,0.107,0.722,0.357,0.148,0.074,0.111,0.0,0.389,0.357,10.8,7.8,3.0,8.4,5.4
42024,1610612765,DET,Detroit Pistons,Postup,Defensive,0.4,6,0.062,0.976,0.486,0.098,0.073,0.049,0.024,0.488,0.486,6.8,6.7,2.8,5.8,3.0
42024,1610612739,CLE,Cleveland Cavaliers,Postup,Defensive,0.286,9,0.047,1.0,0.514,0.133,0.111,0.089,0.022,0.511,0.514,5.0,5.0,2.0,3.9,1.9
42024,1610612746,LAC,LA Clippers,Postup,Defensive,0.6,7,0.095,0.845,0.449,0.155,0.169,0.085,0.014,0.437,0.449,10.1,8.6,3.1,7.0,3.9
42024,1610612744,GSW,Golden State Warriors,Postup,Defensive,0.467,12,0.054,0.957,0.509,0.1,0.114,0.086,0.0,0.486,0.509,5.8,5.6,2.3,4.6,2.3
42024,1610612752,NYK,New York Knicks,Postup,Defensive,0.8,18,0.043,0.8,0.409,0.141,0.118,0.141,0.035,0.424,0.409,4.7,3.8,1.5,3.7,2.2
42024,1610612754,IND,Indiana Pacers,Postup,Defensive,0.533,17,0.044,0.882,0.475,0.141,0.165,0.082,0.024,0.447,0.475,5.0,4.4,1.7,3.6,1.9
42024,1610612738,BOS,Boston Celtics,Postup,Defensive,0.133,11,0.064,1.066,0.544,0.197,0.118,0.197,0.066,0.539,0.544,6.9,7.4,2.8,5.2,2.4
42024,1610612760,OKC,Oklahoma City Thunder,Postup,Defensive,0.733,17,0.072,0.809,0.412,0.17,0.163,0.121,0.021,0.411,0.412,8.3,6.7,2.4,5.7,3.4
