season_id,team_id,team,team_name,play_type,type_grouping,percentile,gp,poss_pct,ppp,fg_pct,ft_poss_pct,tov_poss_pct,sf_poss_pct,plusone_poss_pct,score_poss_pct,efg_pct,poss,pts,fgm,fga,fgmx
42024,1610612748,MIA,Miami Heat,Cut,Defensive,0.067,4,0.065,1.37,0.619,0.222,0.037,0.185,0.037,0.667,0.619,6.8,9.3,3.3,5.3,2.0
42024,1610612753,ORL,Orlando Magic,Cut,Defensive,0.0,5,0.054,1.481,0.696,0.259,0.074,0.222,0.185,0.667,0.696,5.4,8.0,3.2,4.6,1.4
42024,1610612749,MIL,Milwaukee Bucks,Cut,Defensive,0.6,5,0.069,1.189,0.563,0.108,0.027,0.108,0.0,0.595,0.563,7.4,8.8,3.6,6.4,2.8
42024,1610612763,MEM,Memphis Grizzlies,Cut,Defensive,0.4,4,0.073,1.294,0.704,0.118,0.118,0.118,0.029,0.647,0.704,8.5,11.0,4.8,6.8,2.0
42024,1610612747,LAL,Los Angeles Lakers,Cut,Defensive,0.733,5,0.076,1.122,0.633,0.195,0.122,0.195,0.049,0.561,0.633,8.2,9.2,3.8,6.0,2.2
42024,1610612765,DET,Detroit Pistons,Cut,Defensive,0.333,6,0.055,1.306,0.636,0.083,0.0,0.083,0.0,0.667,0.636,6.0,7.8,3.5,5.5,2.0
42024,1610612738,BOS,Boston Celtics,Cut,Defensive,0.8,11,0.053,1.081,0.529,0.194,0.032,0.194,0.048,0.581,0.529,5.6,6.1,2.5,4.6,2.2
42024,1610612745,HOU,Houston Rockets,Cut,Defensive,0.933,7,0.092,1.074,0.536,0.147,0.059,0.147,0.029,0.544,0.536,9.7,10.4,4.3,8.0,3.7
42024,1610612739,CLE,Cleveland Cavaliers,Cut,Defensive,0.533,9,0.066,1.206,0.653,0.175,0.095,0.175,0.048,0.619,0.653,7.0,8.4,3.6,5.4,1.9
42024,1610612746,LAC,LA Clippers,Cut,Defensive,0.267,7,0.097,1.329,0.636,0.164,0.0,0.164,0.068,0.658,0.636,10.4,13.9,6.0,9.4,3.4
42024,1610612744,GSW,Golden State Warriors,Cut,Defensive,1.0,12,0.086,1.054,0.589,0.126,0.063,0.117,0.0,0.541,0.589,9.3,9.8,4.4,7.5,3.1
42024,1610612760,OKC,Oklahoma City Thunder,Cut,Defensive,0.867,17,0.059,1.078,0.552,0.19,0.069,0.181,0.009,0.56,0.552,6.8,7.4,2.8,5.1,2.3
42024,1610612750,MIN,Minnesota Timberwolves,Cut,Defensive,0.667,15,0.068,1.165,0.579,0.101,0.046,0.092,0.018,0.587,0.579,7.3,8.5,3.7,6.3,2.7
42024,1610612752,NYK,New York Knicks,Cut,Defensive,0.133,18,0.058,1.357,0.692,0.209,0.07,0.2,0.07,0.687,0.692,6.4,8.7,3.5,5.1,1.6
42024,1610612743,DEN,Denver Nuggets,Cut,Defensive,0.467,14,0.089,1.219,0.588,0.168,0.036,0.168,0.036,0.613,0.588,9.8,11.9,4.8,8.1,3.4
42024,1610612754,IND,Indiana Pacers,Cut,Defensive,0.2,17,0.067,1.338,0.679,0.177,0.054,0.177,0.046,0.677,0.679,7.6,10.2,4.2,6.2,2.0
