player_id,player,nickname,team_id,team,age,gp,w,l,w_pct,travel,double_dribble,discontinued_dribble,off_three_sec,inbound,backcourt,off_goaltending,palming,off_foul,def_three_sec,charge,def_goaltending,lane,jump_ball,kicked_ball,gp_rank,w_rank,l_rank,w_pct_rank,travel_rank,double_dribble_rank,discontinued_dribble_rank,off_three_sec_rank,inbound_rank,backcourt_rank,off_goaltending_rank,palming_rank,off_foul_rank,def_three_sec_rank,charge_rank,def_goaltending_rank,lane_rank,jump_ball_rank,kicked_ball_rank
203459,Allen Crabbe,Allen,1610612751,BKN,26.0,75,25,50,0.333,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,104,239,511,400,71,2,4,33,2,6,14,8,166,49,27,69,4,1,141
1627747,Caris LeVert,Caris,1610612751,BKN,23.0,71,25,46,0.352,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.1,163,239,486,383,71,2,4,33,2,6,14,8,166,49,27,69,4,1,8
1626156,D'Angelo Russell,D'Angelo,1610612751,BKN,22.0,48,16,32,0.333,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,313,338,348,400,16,2,1,33,2,6,14,8,166,49,195,69,4,1,8
201967,Dante Cunningham,Dante,1610612751,BKN,31.0,73,34,39,0.466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,134,173,443,308,315,2,4,33,2,6,14,8,368,49,195,13,4,1,141
201960,DeMarre Carroll,DeMarre,1610612751,BKN,31.0,73,25,48,0.342,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.1,134,239,498,393,71,2,4,33,2,6,14,8,78,49,27,69,4,1,8
1627785,Isaiah Whitehead,Isaiah,1610612751,BKN,23.0,16,2,14,0.125,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,431,481,156,512,71,2,4,33,2,6,14,8,166,49,27,69,4,1,141
1628451,Jacob Wiley,Jacob,1610612751,BKN,23.0,5,1,4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,487,499,63,494,315,2,4,33,2,6,14,8,368,49,195,69,4,1,141
1626143,Jahlil Okafor,Jahlil,1610612751,BKN,22.0,28,7,21,0.25,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,375,421,229,485,16,2,4,33,2,6,14,8,166,4,195,69,4,1,141
1627821,James Webb III,James,1610612751,BKN,24.0,10,1,9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,464,499,111,515,315,2,4,33,2,6,14,8,166,49,27,69,4,1,141
1628386,Jarrett Allen,Jarrett,1610612751,BKN,20.0,72,25,47,0.347,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,154,239,492,386,71,2,4,33,2,6,14,8,32,4,195,69,4,1,141
202391,Jeremy Lin,Jeremy,1610612751,BKN,29.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,524,520,11,520,315,2,4,33,2,6,14,8,368,49,195,69,4,1,141
203925,Joe Harris,Joe,1610612751,BKN,26.0,78,27,51,0.346,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.0,69,218,517,388,71,2,4,33,2,6,14,8,78,49,27,69,4,1,141
1628495,Milton Doyle,Milton,1610612751,BKN,24.0,10,2,8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,464,481,101,494,315,2,4,33,2,6,14,8,368,49,195,69,4,1,141
203917,Nik Stauskas,Nik,1610612751,BKN,24.0,41,14,27,0.341,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,332,361,297,396,71,2,4,33,2,6,14,8,368,49,195,69,4,1,141
203112,Quincy Acy,Quincy,1610612751,BKN,27.0,70,26,44,0.371,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.0,169,231,474,372,71,2,4,33,2,6,14,8,78,49,27,69,4,1,141
1626178,Rondae Hollis-Jefferson,Rondae,1610612751,BKN,23.0,68,26,42,0.382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.2,0.0,0.0,0.0,0.0,193,231,466,368,315,2,4,33,2,6,14,8,32,49,7,69,4,1,141
203915,Spencer Dinwiddie,Spencer,1610612751,BKN,25.0,80,28,52,0.35,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.1,42,208,521,385,71,2,4,33,2,6,14,8,78,49,27,69,4,1,8
202389,Timofey Mozgov,Timofey,1610612751,BKN,31.0,31,12,19,0.387,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,367,372,213,367,16,2,4,3,2,6,14,8,32,4,195,69,4,1,141
