player_id,player,nickname,team_id,team,age,gp,w,l,w_pct,travel,double_dribble,discontinued_dribble,off_three_sec,inbound,backcourt,off_goaltending,palming,off_foul,def_three_sec,charge,def_goaltending,lane,jump_ball,kicked_ball,gp_rank,w_rank,l_rank,w_pct_rank,travel_rank,double_dribble_rank,discontinued_dribble_rank,off_three_sec_rank,inbound_rank,backcourt_rank,off_goaltending_rank,palming_rank,off_foul_rank,def_three_sec_rank,charge_rank,def_goaltending_rank,lane_rank,jump_ball_rank,kicked_ball_rank
202711,Bojan Bogdanović,Bojan,1610612754,IND,29.0,7,3,4,0.429,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85,91,58,97,17,8,1,13,2,15,7,6,100,11,57,27,4,1,44
202709,Cory Joseph,Cory,1610612754,IND,26.0,7,3,4,0.429,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85,91,58,97,17,8,1,13,2,15,7,6,100,11,57,27,4,1,44
201954,Darren Collison,Darren,1610612754,IND,30.0,7,3,4,0.429,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85,91,58,97,17,8,1,13,2,15,7,6,100,11,57,27,4,1,44
1627734,Domantas Sabonis,Domantas,1610612754,IND,22.0,7,3,4,0.429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,85,91,58,97,62,8,1,13,2,15,7,6,59,11,57,27,4,1,44
203922,Glenn Robinson III,Glenn,1610612754,IND,24.0,2,1,1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186,137,10,67,62,8,1,13,2,15,7,6,100,11,57,27,4,1,44
1626202,Joe Young,Joe,1610612754,IND,26.0,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198,137,1,1,62,8,1,13,2,15,7,6,100,11,57,27,4,1,44
202362,Lance Stephenson,Lance,1610612754,IND,27.0,7,3,4,0.429,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,85,91,58,97,17,8,1,13,2,15,7,6,20,11,22,27,1,1,13
1626167,Myles Turner,Myles,1610612754,IND,22.0,7,3,4,0.429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,85,91,58,97,62,8,1,13,2,15,7,6,41,11,57,3,4,1,7
1628388,T.J. Leaf,T.J.,1610612754,IND,21.0,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198,137,1,1,62,8,1,13,2,15,7,6,100,11,57,27,4,1,44
201152,Thaddeus Young,Thaddeus,1610612754,IND,30.0,7,3,4,0.429,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,2.0,85,91,58,97,17,8,1,13,2,15,7,6,20,11,8,27,4,1,7
202344,Trevor Booker,Trevor,1610612754,IND,30.0,7,3,4,0.429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,85,91,58,97,62,8,1,13,2,15,7,6,59,11,57,27,4,1,44
203506,Victor Oladipo,Victor,1610612754,IND,26.0,7,3,4,0.429,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,85,91,58,97,7,2,1,13,2,1,7,6,59,11,22,27,4,1,44
