close_def_person_id,player,team_id,team,pos,age,gp,g,freq,d_fgm,d_fga,d_fg_pct,normal_fg_pct,pct_plusminus
202326,DeMarcus Cousins,1610612758,SAC,C-F,25.0,64,64,1.0,492,1078,0.456,0.464,-0.008
200752,Rudy Gay,1610612758,SAC,F,29.0,69,69,1.0,375,838,0.447,0.452,-0.004
201585,Kosta Koufos,1610612758,SAC,C,27.0,77,77,1.0,342,725,0.472,0.466,0.006
200765,Rajon Rondo,1610612758,SAC,G,30.0,71,71,1.0,327,709,0.461,0.439,0.023
201954,Darren Collison,1610612758,SAC,G,28.0,73,73,1.0,295,623,0.474,0.435,0.038
1626161,Willie Cauley-Stein,1610612758,SAC,C,22.0,65,65,1.0,283,617,0.459,0.456,0.003
201956,Omri Casspi,1610612758,SAC,F,28.0,68,68,1.0,287,606,0.474,0.446,0.028
203463,Ben McLemore,1610612758,SAC,G,23.0,67,67,1.0,240,521,0.461,0.442,0.019
201158,Marco Belinelli,1610612758,SAC,G-F,30.0,67,67,1.0,218,470,0.464,0.437,0.027
203112,Quincy Acy,1610612758,SAC,F,25.0,56,56,1.0,168,350,0.48,0.464,0.016
202341,James Anderson,1610612758,SAC,G-F,27.0,44,44,1.0,114,269,0.424,0.449,-0.025
203552,Seth Curry,1610612758,SAC,G,25.0,40,40,1.0,110,223,0.493,0.439,0.054
2406,Caron Butler,1610612758,SAC,F,36.0,13,13,1.0,25,52,0.481,0.461,0.02
203961,Eric Moreland,1610612758,SAC,F-C,24.0,5,5,1.0,8,20,0.4,0.459,-0.059
1626251,Duje Dukan,1610612758,SAC,F,24.0,1,1,1.0,3,9,0.333,0.437,-0.104
