close_def_person_id,player,team_id,team,pos,age,gp,g,freq,fgm_lt_10,fga_lt_10,lt_10_pct,ns_lt_10_pct,plusminus
202326,DeMarcus Cousins,1610612758,SAC,C-F,25.0,64,64,0.568,309,612,0.505,0.544,-0.039
201585,Kosta Koufos,1610612758,SAC,C,27.0,77,75,0.621,219,450,0.487,0.545,-0.059
200752,Rudy Gay,1610612758,SAC,F,29.0,69,69,0.403,194,338,0.574,0.549,0.025
1626161,Willie Cauley-Stein,1610612758,SAC,C,22.0,65,62,0.447,148,276,0.536,0.543,-0.007
201956,Omri Casspi,1610612758,SAC,F,28.0,68,62,0.431,162,261,0.621,0.553,0.068
200765,Rajon Rondo,1610612758,SAC,G,30.0,71,65,0.292,132,207,0.638,0.534,0.104
203112,Quincy Acy,1610612758,SAC,F,25.0,56,53,0.5,88,175,0.503,0.546,-0.043
203463,Ben McLemore,1610612758,SAC,G,23.0,67,57,0.315,102,164,0.622,0.539,0.083
201158,Marco Belinelli,1610612758,SAC,G-F,30.0,67,57,0.33,105,155,0.677,0.546,0.131
201954,Darren Collison,1610612758,SAC,G,28.0,73,61,0.247,97,154,0.63,0.536,0.094
202341,James Anderson,1610612758,SAC,G-F,27.0,44,34,0.335,50,90,0.556,0.546,0.009
203552,Seth Curry,1610612758,SAC,G,25.0,40,29,0.314,42,70,0.6,0.545,0.055
2406,Caron Butler,1610612758,SAC,F,36.0,13,12,0.442,14,23,0.609,0.563,0.046
203961,Eric Moreland,1610612758,SAC,F-C,24.0,5,5,0.6,6,12,0.5,0.519,-0.019
1626251,Duje Dukan,1610612758,SAC,F,24.0,1,1,0.333,3,3,1.0,0.567,0.433
