player_id,player,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,blk,blka,pf,pfd,nba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,blk_rank,blka_rank,pf_rank,pfd_rank,nba_fantasy_pts_rank,team
1630598,Aaron Wiggins,Aaron,1610612760,OKC,26.0,76,62,14,0.816,22.9,2.3,1.6,2.3,5.6,5.7,7.9,5.4,21.4,0.2,0.5,1.3,0.9,21.5,51,4,168,25,216,89,146,90,142,218,413,235,255,327,400,221,326,187,OKC
1641745,Adam Flagler,Adam,1610612760,OKC,25.0,37,34,3,0.919,5.5,0.5,0.2,0.2,0.3,1.5,1.6,1.2,4.5,0.1,0.1,0.4,0.0,3.9,361,157,39,11,519,469,504,502,540,25,50,34,533,478,56,49,555,527,OKC
1642349,Ajay Mitchell,Ajay,1610612760,OKC,22.0,36,31,5,0.861,16.6,1.0,0.9,0.9,3.4,3.6,4.4,3.3,14.2,0.1,0.3,1.9,1.5,13.0,370,186,64,15,339,304,307,296,252,115,197,121,381,443,271,370,197,355,OKC
1627936,Alex Caruso,Alex,1610612760,OKC,31.0,54,44,10,0.815,19.3,1.5,0.7,1.3,2.9,5.3,6.1,4.6,15.5,0.6,0.3,1.9,1.1,20.2,258,62,117,26,288,213,363,215,294,192,305,198,359,127,230,370,273,213,OKC
1642505,Alex Ducas,Alex,1610612760,OKC,24.0,21,20,1,0.952,6.0,0.1,0.1,0.4,0.1,1.5,1.8,1.8,5.5,0.0,0.0,0.6,0.0,4.1,445,296,10,10,514,522,516,419,550,24,63,62,520,519,54,70,554,521,OKC
1642382,Branden Carlson,Branden,1610612760,OKC,25.0,32,29,3,0.906,7.7,0.5,0.8,0.1,1.3,2.2,2.9,2.3,7.3,0.7,0.1,0.7,0.4,8.7,397,212,39,12,488,468,327,512,454,47,109,82,493,102,110,88,470,449,OKC
1641717,Cason Wallace,Cason,1610612760,OKC,21.0,68,55,13,0.809,27.6,2.0,1.2,1.3,4.4,7.1,8.7,7.6,24.9,0.5,0.5,2.1,0.6,22.2,138,11,157,30,135,120,230,198,187,286,468,360,192,144,376,428,412,181,OKC
1631096,Chet Holmgren,Chet,1610612760,OKC,23.0,32,26,6,0.813,27.4,2.9,2.8,2.1,7.2,7.1,8.4,8.2,22.8,2.2,1.1,2.3,3.0,34.6,397,240,76,27,138,57,31,108,91,284,441,391,233,3,549,458,73,66,OKC
1641794,Dillon Jones,Dillon,1610612760,OKC,23.0,54,45,9,0.833,10.2,0.5,0.6,0.3,1.3,2.9,3.1,2.6,8.7,0.1,0.2,1.0,0.4,7.4,258,56,112,21,454,455,410,480,453,81,131,96,476,489,177,145,473,470,OKC
1628392,Isaiah Hartenstein,Isaiah,1610612760,OKC,27.0,57,49,8,0.86,27.9,1.7,2.3,0.4,9.5,7.2,8.1,7.5,24.7,1.1,0.5,3.0,1.6,33.8,232,25,104,16,129,182,55,424,39,288,419,351,196,36,417,556,181,68,OKC
1630198,Isaiah Joe,Isaiah,1610612760,OKC,25.0,74,63,11,0.851,21.7,1.8,1.0,1.4,1.4,5.9,7.0,5.4,18.8,0.1,0.3,1.5,1.4,17.6,71,2,128,17,238,156,292,189,434,230,367,237,300,438,227,260,228,269,OKC
1631114,Jalen Williams,Jalen,1610612760,OKC,24.0,69,55,14,0.797,32.4,4.2,1.9,3.4,10.0,8.8,10.2,8.6,29.5,0.7,0.9,2.3,3.6,40.4,129,11,168,36,60,7,101,21,31,370,546,408,118,96,518,471,48,32,OKC
1631119,Jaylin Williams,Jaylin,1610612760,OKC,22.0,47,40,7,0.851,16.7,0.8,1.0,0.2,1.4,5.2,4.8,3.8,13.8,0.6,0.1,1.7,0.9,18.9,298,89,90,18,337,382,294,491,437,184,224,156,388,112,95,318,328,239,OKC
1629026,Kenrich Williams,Kenrich,1610612760,OKC,30.0,69,58,11,0.841,16.4,1.3,0.7,1.0,2.8,4.4,4.9,4.0,14.2,0.1,0.3,1.6,0.8,14.4,129,7,128,20,342,243,353,267,305,148,225,167,382,419,280,289,353,330,OKC
1629652,Luguentz Dort,Luguentz,1610612760,OKC,26.0,71,57,14,0.803,29.2,1.7,1.5,1.5,2.0,7.8,9.0,8.0,26.9,0.5,0.3,2.9,1.5,21.8,108,10,168,31,112,174,166,176,375,317,480,386,159,129,285,552,198,184,OKC
1642502,Malevy Leons,Malevy,1610612760,OKC,25.0,6,6,0,1.0,3.5,0.0,0.0,0.2,0.0,1.0,1.0,1.2,3.3,0.0,0.2,0.7,0.3,1.0,524,473,1,1,553,534,531,499,551,15,30,30,550,519,137,84,490,567,OKC
1631172,Ousmane Dieng,Ousmane,1610612760,OKC,22.0,37,30,7,0.811,10.9,0.9,0.4,0.8,1.5,3.2,3.1,3.1,9.6,0.2,0.2,0.9,0.4,9.2,361,196,90,29,443,336,455,334,423,95,127,114,461,374,134,125,486,434,OKC
1628983,Shai Gilgeous-Alexander,Shai,1610612760,OKC,26.0,76,63,13,0.829,34.2,5.2,3.1,3.8,13.8,8.6,10.9,8.6,30.2,1.0,1.0,2.2,6.1,54.1,51,2,157,23,35,2,21,13,6,360,560,410,105,41,541,437,4,4,OKC
