season,player_id,player_name,nickname,team_id,team,team_name,game_id,game_date,matchup,wl,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,blk,blka,pf,pfd,nba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,blk_rank,blka_rank,pf_rank,pfd_rank,nba_fantasy_pts_rank,available_flag,min_sec,season_start,season_end
2022-23,1628408,PJ Dozier,PJ,1610612758,SAC,Sacramento Kings,42200167,2023-04-30T00:00:00,SAC vs. GSW,L,2.65,0,3,0,2,0,0,0,0,0,0,0,0,5.0,1,857,857,857,1600,756,228,645,859,1,1,1,1,536,1,1,1103,1371,1,2:39,2022,2023
2022-23,1628368,De'Aaron Fox,De'Aaron,1610612758,SAC,Sacramento Kings,42200167,2023-04-30T00:00:00,SAC vs. GSW,L,37.07333333333333,1,1,0,2,11,18,0,38,1,0,5,2,26.6,1,857,857,857,347,715,660,645,859,1226,1672,1,1431,178,1,1614,515,572,1,37:04,2022,2023
2022-23,1629002,Chimezie Metu,Chimezie,1610612758,SAC,Sacramento Kings,42200167,2023-04-30T00:00:00,SAC vs. GSW,L,2.65,0,1,0,0,0,0,0,0,0,0,0,1,2.2,1,857,857,857,1600,756,660,645,1176,1,1,1,1,536,1,1,747,1503,1,2:39,2022,2023
2022-23,1628989,Kevin Huerter,Kevin,1610612758,SAC,Sacramento Kings,42200167,2023-04-30T00:00:00,SAC vs. GSW,L,28.23333333333333,0,2,0,2,0,20,0,22,2,0,3,1,26.8,1,857,857,857,728,756,357,645,859,1,1701,1,794,61,1,1135,747,568,1,28:14,2022,2023
2022-23,1630556,Kessler Edwards,Kessler,1610612758,SAC,Sacramento Kings,42200167,2023-04-30T00:00:00,SAC vs. GSW,L,2.65,0,0,0,0,0,0,0,0,0,0,0,0,1.2,1,857,857,857,1600,756,687,645,1176,1,1,1,1,536,1,1,1103,1542,1,2:39,2022,2023
2022-23,1626168,Trey Lyles,Trey,1610612758,SAC,Sacramento Kings,42200167,2023-04-30T00:00:00,SAC vs. GSW,L,20.55,2,1,0,2,9,7,0,22,0,0,1,4,14.4,1,857,857,857,1034,426,660,645,859,1047,966,1,794,536,1,405,244,1018,1,20:33,2022,2023
2022-23,203084,Harrison Barnes,Harrison,1610612758,SAC,Sacramento Kings,42200167,2023-04-30T00:00:00,SAC vs. GSW,L,13.56,0,0,0,0,0,6,0,8,0,0,0,3,4.0,1,857,857,857,1250,756,687,645,1176,1,856,1,329,536,1,1,364,1421,1,13:34,2022,2023
2022-23,1628370,Malik Monk,Malik,1610612758,SAC,Sacramento Kings,42200167,2023-04-30T00:00:00,SAC vs. GSW,L,31.1,0,6,0,4,6,13,0,32,0,1,2,4,29.8,1,857,857,857,600,756,46,645,612,726,1482,1,1205,536,1165,787,244,497,1,31:06,2022,2023
2022-23,203458,Alex Len,Alex,1610612758,SAC,Sacramento Kings,42200167,2023-04-30T00:00:00,SAC vs. GSW,L,2.65,0,0,0,0,0,0,0,0,0,1,1,0,1.2,1,857,857,857,1600,756,687,645,1176,1,1,1,1,536,1165,405,1103,1542,1,2:39,2022,2023
2022-23,1630558,Davion Mitchell,Davion,1610612758,SAC,Sacramento Kings,42200167,2023-04-30T00:00:00,SAC vs. GSW,L,8.276666666666667,0,0,0,0,0,6,0,4,0,0,0,1,1.0,1,857,857,857,1414,756,687,645,1176,1,856,1,183,536,1,1,747,1583,1,8:17,2022,2023
2022-23,1629056,Terence Davis,Terence,1610612758,SAC,Sacramento Kings,42200167,2023-04-30T00:00:00,SAC vs. GSW,L,25.69333333333333,0,0,0,2,11,10,0,26,0,1,4,1,22.1,1,857,857,857,833,756,687,645,859,1226,1282,1,941,536,1165,1436,747,731,1,25:42,2022,2023
2022-23,1627734,Domantas Sabonis,Domantas,1610612758,SAC,Sacramento Kings,42200167,2023-04-30T00:00:00,SAC vs. GSW,L,37.395,2,2,2,16,9,22,0,32,2,0,4,5,47.1,1,857,857,857,331,426,357,360,45,1047,1715,1,1205,61,1,1436,138,149,1,37:24,2022,2023
2022-23,1631099,Keegan Murray,Keegan,1610612758,SAC,Sacramento Kings,42200167,2023-04-30T00:00:00,SAC vs. GSW,L,27.51833333333333,0,0,0,6,9,18,0,26,0,3,3,1,24.9,1,857,857,857,761,756,687,645,426,1047,1672,1,941,536,1678,1135,747,643,1,27:31,2022,2023
2022-23,1631099,Keegan Murray,Keegan,1610612758,SAC,Sacramento Kings,42200166,2023-04-28T00:00:00,SAC @ GSW,W,45.075,4,0,6,2,15,8,9,36,1,1,2,3,34.4,1,1,1,1,19,175,687,47,859,1488,1100,1158,1361,178,1165,787,364,373,1,45:05,2022,2023
2022-23,1630558,Davion Mitchell,Davion,1610612758,SAC,Sacramento Kings,42200166,2023-04-28T00:00:00,SAC @ GSW,W,11.14,3,0,0,2,0,2,2,4,0,0,0,1,17.6,1,1,1,1,1333,281,687,645,859,1,277,341,183,536,1,1,747,900,1,11:08,2022,2023
2022-23,1629056,Terence Davis,Terence,1610612758,SAC,Sacramento Kings,42200166,2023-04-28T00:00:00,SAC @ GSW,W,19.4,4,0,5,2,11,4,3,14,0,0,6,1,14.4,1,1,1,1,1069,175,687,93,859,1226,595,525,515,536,1,1708,747,1018,1,19:24,2022,2023
2022-23,1629002,Chimezie Metu,Chimezie,1610612758,SAC,Sacramento Kings,42200166,2023-04-28T00:00:00,SAC @ GSW,W,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,1,1,1711,756,687,645,1176,1,1,1,1,536,1,1,1103,1601,1,0:28,2022,2023
2022-23,1628368,De'Aaron Fox,De'Aaron,1610612758,SAC,Sacramento Kings,42200166,2023-04-28T00:00:00,SAC @ GSW,W,36.91,0,2,0,16,17,6,7,32,1,1,2,4,54.3,1,1,1,1,357,756,357,645,45,1579,856,938,1205,178,1165,787,244,84,1,36:55,2022,2023
2022-23,1626168,Trey Lyles,Trey,1610612758,SAC,Sacramento Kings,42200166,2023-04-28T00:00:00,SAC @ GSW,W,26.69833333333333,0,3,2,6,14,4,3,16,0,0,2,1,27.8,1,1,1,1,793,756,228,360,426,1433,595,525,580,536,1,787,747,544,1,26:42,2022,2023
2022-23,1630556,Kessler Edwards,Kessler,1610612758,SAC,Sacramento Kings,42200166,2023-04-28T00:00:00,SAC @ GSW,W,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,1,1,1702,756,687,645,1176,1,1,1,1,536,1,1,1103,1601,1,0:31,2022,2023
2022-23,1628370,Malik Monk,Malik,1610612758,SAC,Sacramento Kings,42200166,2023-04-28T00:00:00,SAC @ GSW,W,31.89,6,2,5,10,14,6,5,20,2,1,3,5,47.4,1,1,1,1,565,64,357,93,200,1433,856,745,729,61,1165,1135,138,144,1,31:53,2022,2023
2022-23,1628408,PJ Dozier,PJ,1610612758,SAC,Sacramento Kings,42200166,2023-04-28T00:00:00,SAC @ GSW,W,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,1,1,1711,756,687,645,1176,1,1,1,1,536,1,1,1103,1601,1,0:28,2022,2023
2022-23,1627734,Domantas Sabonis,Domantas,1610612758,SAC,Sacramento Kings,42200166,2023-04-28T00:00:00,SAC @ GSW,W,23.015,3,2,0,4,3,4,6,20,1,3,6,2,27.2,1,1,1,1,945,281,357,645,612,423,595,832,729,178,1678,1708,515,557,1,23:01,2022,2023
2022-23,1628989,Kevin Huerter,Kevin,1610612758,SAC,Sacramento Kings,42200166,2023-04-28T00:00:00,SAC @ GSW,W,29.441666666666663,3,6,0,0,6,4,6,22,2,0,5,4,18.2,1,1,1,1,682,281,46,645,1176,726,595,832,794,61,1,1614,244,868,1,29:27,2022,2023
2022-23,203084,Harrison Barnes,Harrison,1610612758,SAC,Sacramento Kings,42200166,2023-04-28T00:00:00,SAC @ GSW,W,14.54,0,3,0,2,5,2,4,16,1,0,0,2,12.8,1,1,1,1,1218,756,228,645,859,628,277,616,580,178,1,1,515,1089,1,14:32,2022,2023
2022-23,203458,Alex Len,Alex,1610612758,SAC,Sacramento Kings,42200166,2023-04-28T00:00:00,SAC @ GSW,W,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,1,1,1711,756,687,645,1176,1,1,1,1,536,1,1,1103,1601,1,0:28,2022,2023
2022-23,1627734,Domantas Sabonis,Domantas,1610612758,SAC,Sacramento Kings,42200165,2023-04-26T00:00:00,SAC vs. GSW,L,36.3,4,4,0,14,15,13,8,46,1,1,5,4,46.0,1,857,857,857,380,175,136,645,84,1488,1482,1046,1635,178,1165,1614,244,164,1,36:18,2022,2023
2022-23,1630556,Kessler Edwards,Kessler,1610612758,SAC,Sacramento Kings,42200165,2023-04-26T00:00:00,SAC vs. GSW,L,0.1166666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,857,857,857,1725,756,687,645,1176,1,1,1,1,536,1,1,1103,1601,1,0:07,2022,2023
2022-23,203458,Alex Len,Alex,1610612758,SAC,Sacramento Kings,42200165,2023-04-26T00:00:00,SAC vs. GSW,L,11.583333333333334,1,2,0,2,4,5,4,14,0,0,1,1,7.1,1,857,857,857,1321,715,357,645,859,516,724,616,515,536,1,405,747,1286,1,11:35,2022,2023
2022-23,1628370,Malik Monk,Malik,1610612758,SAC,Sacramento Kings,42200165,2023-04-26T00:00:00,SAC vs. GSW,L,29.15,5,1,7,10,10,11,2,36,0,2,3,9,34.5,1,857,857,857,692,111,660,32,200,1148,1346,341,1361,536,1559,1135,20,370,1,29:09,2022,2023
2022-23,1626168,Trey Lyles,Trey,1610612758,SAC,Sacramento Kings,42200165,2023-04-26T00:00:00,SAC vs. GSW,L,13.05,0,0,0,2,6,5,2,14,0,0,1,2,12.5,1,857,857,857,1264,756,687,645,859,726,724,341,515,536,1,405,515,1102,1,13:03,2022,2023
2022-23,1628368,De'Aaron Fox,De'Aaron,1610612758,SAC,Sacramento Kings,42200165,2023-04-26T00:00:00,SAC vs. GSW,L,41.723333333333336,0,4,3,10,14,15,9,50,1,2,3,3,48.9,1,857,857,857,108,756,136,258,200,1433,1593,1158,1686,178,1559,1135,364,125,1,41:43,2022,2023
2022-23,203084,Harrison Barnes,Harrison,1610612758,SAC,Sacramento Kings,42200165,2023-04-26T00:00:00,SAC vs. GSW,L,33.11666666666667,2,2,0,4,13,11,10,46,1,0,1,5,25.1,1,857,857,857,505,426,357,645,612,1371,1346,1250,1635,178,1,405,138,635,1,33:07,2022,2023
2022-23,1631099,Keegan Murray,Keegan,1610612758,SAC,Sacramento Kings,42200165,2023-04-26T00:00:00,SAC vs. GSW,L,34.61666666666667,0,0,4,4,15,16,8,42,0,1,1,0,17.2,1,857,857,857,450,756,687,145,612,1488,1628,1046,1538,536,1165,405,1103,922,1,34:37,2022,2023
2022-23,1630558,Davion Mitchell,Davion,1610612758,SAC,Sacramento Kings,42200165,2023-04-26T00:00:00,SAC vs. GSW,L,24.226666666666667,2,3,0,4,11,7,9,32,0,0,1,0,10.7,1,857,857,857,892,426,228,645,612,1226,966,1158,1205,536,1,405,1103,1165,1,24:14,2022,2023
2022-23,1628989,Kevin Huerter,Kevin,1610612758,SAC,Sacramento Kings,42200165,2023-04-26T00:00:00,SAC vs. GSW,L,16.116666666666667,0,0,0,6,7,7,8,20,0,1,2,0,16.8,1,857,857,857,1169,756,687,645,426,852,966,1046,729,536,1165,787,1103,934,1,16:07,2022,2023
2022-23,203458,Alex Len,Alex,1610612758,SAC,Sacramento Kings,42200164,2023-04-23T00:00:00,SAC @ GSW,L,10.591666666666669,0,2,2,4,2,0,0,8,0,0,3,2,11.0,1,857,857,857,1345,756,357,360,612,264,1,1,329,536,1,1135,515,1158,1,10:36,2022,2023
2022-23,1631099,Keegan Murray,Keegan,1610612758,SAC,Sacramento Kings,42200164,2023-04-23T00:00:00,SAC @ GSW,L,32.88166666666667,4,5,2,6,10,11,17,36,0,1,3,1,32.9,1,857,857,857,521,175,78,360,426,1148,1346,1650,1361,536,1165,1135,747,415,1,32:53,2022,2023
2022-23,1628368,De'Aaron Fox,De'Aaron,1610612758,SAC,Sacramento Kings,42200164,2023-04-23T00:00:00,SAC @ GSW,L,39.88333333333333,5,7,3,12,15,11,13,42,0,2,4,7,56.3,1,857,857,857,197,111,24,258,138,1488,1346,1477,1538,536,1559,1436,47,73,1,39:53,2022,2023
2022-23,1628370,Malik Monk,Malik,1610612758,SAC,Sacramento Kings,42200164,2023-04-23T00:00:00,SAC @ GSW,L,28.341666666666665,4,4,0,4,10,0,6,28,0,1,2,4,32.5,1,857,857,857,722,175,136,645,612,1148,1,832,1014,536,1165,787,244,431,1,28:21,2022,2023
2022-23,203084,Harrison Barnes,Harrison,1610612758,SAC,Sacramento Kings,42200164,2023-04-23T00:00:00,SAC @ GSW,L,30.575,3,0,0,2,12,11,15,34,0,0,2,1,14.1,1,857,857,857,620,281,687,645,859,1304,1346,1575,1287,536,1,787,747,1037,1,30:35,2022,2023
2022-23,1626168,Trey Lyles,Trey,1610612758,SAC,Sacramento Kings,42200164,2023-04-23T00:00:00,SAC @ GSW,L,11.925,0,0,2,2,2,0,0,12,0,0,1,1,12.8,1,857,857,857,1309,756,687,360,859,264,1,1,451,536,1,405,747,1089,1,11:56,2022,2023
2022-23,1627734,Domantas Sabonis,Domantas,1610612758,SAC,Sacramento Kings,42200164,2023-04-23T00:00:00,SAC @ GSW,L,37.016666666666666,0,0,0,12,13,11,17,42,2,1,4,2,41.4,1,857,857,857,351,756,687,645,138,1371,1346,1650,1538,61,1165,1436,515,233,1,37:01,2022,2023
2022-23,1628989,Kevin Huerter,Kevin,1610612758,SAC,Sacramento Kings,42200164,2023-04-23T00:00:00,SAC @ GSW,L,19.916666666666668,0,0,0,2,3,5,13,18,1,0,1,0,11.6,1,857,857,857,1050,756,687,645,859,423,724,1477,648,178,1,405,1103,1129,1,19:55,2022,2023
2022-23,1630556,Kessler Edwards,Kessler,1610612758,SAC,Sacramento Kings,42200164,2023-04-23T00:00:00,SAC @ GSW,L,0.3916666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,857,857,857,1714,756,687,645,1176,1,1,1,1,536,1,1,1103,1601,1,0:24,2022,2023
