player_id,player,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,tov,stl,blk,blka,pf,pfd,pts,plus_minus,nba_fantasy_pts,dd2,td3,wnba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,fgm_rank,fga_rank,fg_pct_rank,fg3m_rank,fg3a_rank,fg3_pct_rank,ftm_rank,fta_rank,ft_pct_rank,oreb_rank,dreb_rank,reb_rank,ast_rank,tov_rank,stl_rank,blk_rank,blka_rank,pf_rank,pfd_rank,pts_rank,plus_minus_rank,nba_fantasy_pts_rank,dd2_rank,td3_rank,wnba_fantasy_pts_rank,team
1629634,Brandon Clarke,Brandon,1610612763,MEM,24.0,59,32,27,0.542,1414.765,256,495,0.517,20,77,0.26,78,113,0.69,97,231,328,95,33,60,51,31,84,103,610,-17,1446.1,3,0,1275.0,151,115,361,209,157,132,156,92,313,297,405,157,147,391,50,102,83,195,300,76,47,423,293,144,159,293,122,115,29,148,MEM
1629001,De'Anthony Melton,De'Anthony,1610612763,MEM,23.0,52,27,25,0.519,1045.2133333333334,172,393,0.438,87,211,0.412,41,51,0.804,30,131,161,132,66,60,31,23,85,64,472,119,1070.2,1,0,1034.0,215,189,326,239,243,210,201,291,125,148,58,268,278,207,225,238,240,132,160,76,113,354,295,230,204,83,198,178,29,195,MEM
1630217,Desmond Bane,Desmond,1610612763,MEM,23.0,68,36,32,0.529,1518.965,234,499,0.469,117,271,0.432,40,49,0.816,31,179,210,118,59,41,16,35,125,44,625,12,1166.0,0,0,1184.0,47,82,437,225,132,152,153,200,75,103,34,274,290,185,218,173,192,155,187,164,214,446,431,300,154,195,179,245,29,168,MEM
1628415,Dillon Brooks,Dillon,1610612763,MEM,25.0,67,36,31,0.537,1996.6566666666668,432,1031,0.419,128,372,0.344,159,195,0.815,53,143,196,157,119,78,26,40,237,166,1151,153,1814.7,0,0,1840.0,58,82,427,213,50,41,27,359,55,42,249,53,60,190,131,220,203,109,57,28,135,467,540,64,44,60,68,245,29,61,MEM
1628960,Grayson Allen,Grayson,1610612763,MEM,25.0,50,26,24,0.52,1259.485,173,414,0.418,107,274,0.391,79,91,0.868,19,141,160,108,48,46,8,18,71,70,532,8,1000.0,0,0,1015.0,238,201,309,238,191,207,186,364,86,99,127,156,182,88,317,222,243,164,228,131,327,317,261,213,183,204,210,245,29,200,MEM
1629630,Ja Morant,Ja,1610612763,MEM,21.0,63,33,30,0.524,2052.8683333333333,430,957,0.449,73,241,0.303,271,372,0.728,59,193,252,465,203,57,13,68,87,308,1204,108,2210.9,14,1,2134.0,99,107,413,231,40,42,32,247,153,129,350,21,18,339,112,147,139,9,10,79,247,528,301,18,37,91,39,33,17,41,MEM
1628991,Jaren Jackson Jr.,Jaren,1610612763,MEM,21.0,11,4,7,0.364,258.435,53,125,0.424,17,60,0.283,35,42,0.833,17,45,62,12,15,12,18,7,42,35,158,-64,325.4,0,0,309.0,479,474,67,419,417,375,371,338,325,315,378,297,316,145,336,392,387,436,391,369,190,149,174,328,368,393,371,245,29,373,MEM
1629723,John Konchar,John,1610612763,MEM,25.0,43,23,20,0.535,574.9633333333334,69,138,0.5,21,56,0.375,25,30,0.833,35,93,128,47,18,30,9,12,40,27,184,16,507.1,0,0,458.0,297,234,236,218,347,353,362,120,309,325,167,336,351,145,190,305,290,314,374,239,307,237,169,363,353,188,335,245,29,341,MEM
202685,Jonas Valančiūnas,Jonas,1610612763,MEM,29.0,62,32,30,0.516,1755.3283333333334,440,743,0.592,21,57,0.368,157,203,0.773,253,523,776,112,100,35,57,56,179,190,1058,134,2333.2,49,0,2151.0,116,115,413,242,95,37,60,42,309,324,184,57,55,269,3,9,6,158,88,199,37,507,516,45,51,72,29,3,29,38,MEM
1629007,Jontay Porter,Jontay,1610612763,MEM,21.0,11,7,4,0.636,53.99166666666667,8,15,0.533,3,8,0.375,3,5,0.6,4,10,14,1,7,3,1,0,12,2,22,1,45.3,0,0,48.0,479,445,40,120,504,488,500,76,423,444,167,483,485,457,464,483,481,516,440,466,462,1,81,508,488,227,495,245,29,490,MEM
1626159,Justise Winslow,Justise,1610612763,MEM,25.0,26,13,13,0.5,507.0566666666667,74,210,0.352,10,54,0.185,20,35,0.571,18,100,118,50,37,15,12,6,47,30,178,-77,438.6,1,0,410.0,406,371,137,251,361,347,319,487,364,327,457,362,338,473,325,291,303,301,282,342,265,136,188,351,357,416,350,178,29,352,MEM
1629681,Killian Tillie,Killian,1610612763,MEM,23.0,18,11,7,0.611,181.77,19,57,0.333,10,33,0.303,9,11,0.818,6,18,24,8,2,5,8,3,20,8,57,40,134.8,0,0,125.0,443,398,67,137,442,452,441,494,364,364,349,430,439,173,438,451,449,460,505,440,327,87,111,454,446,145,450,245,29,452,MEM
203937,Kyle Anderson,Kyle,1610612763,MEM,27.0,69,36,33,0.522,1887.335,308,658,0.468,94,261,0.36,144,184,0.783,52,344,396,250,86,84,57,32,120,132,854,51,2041.2,3,0,1876.0,32,82,454,235,70,91,88,203,115,110,210,68,65,249,134,33,51,57,106,19,37,432,416,100,83,131,53,115,29,58,MEM
1630253,Sean McDermott,Sean,1610612763,MEM,24.0,18,10,8,0.556,157.68666666666667,13,33,0.394,5,22,0.227,8,8,1.0,6,13,19,4,4,2,3,2,8,4,39,-57,78.8,0,0,77.0,443,411,76,193,449,470,467,424,393,394,433,439,457,1,438,469,465,484,474,474,417,63,52,484,468,381,472,245,29,472,MEM
204025,Tim Frazier,Tim,1610612763,MEM,30.0,5,5,0,1.0,61.96666666666667,3,20,0.15,0,8,0.0,2,6,0.333,0,8,8,16,4,2,1,2,7,4,8,5,46.6,0,0,38.0,512,465,1,1,497,513,486,528,480,444,480,502,473,513,518,493,505,420,474,474,462,63,42,484,518,214,493,245,29,499,MEM
1626145,Tyus Jones,Tyus,1610612763,MEM,25.0,70,36,34,0.514,1222.5266666666666,178,413,0.431,45,140,0.321,41,45,0.911,21,119,140,259,48,64,6,14,31,51,442,-85,1160.5,2,0,1026.0,21,82,470,243,201,199,188,318,228,217,312,268,301,41,296,262,273,55,228,56,356,261,142,276,214,430,180,146,29,198,MEM
1630214,Xavier Tillman,Xavier,1610612763,MEM,22.0,59,31,28,0.525,1084.675,167,299,0.559,22,65,0.338,34,53,0.642,74,182,256,75,45,44,33,23,116,45,390,33,995.7,2,0,897.0,151,130,379,229,231,220,251,58,306,307,265,301,273,431,85,165,135,239,242,146,103,354,399,296,238,155,211,146,29,225,MEM
