season,player_id,player,nickname,team_id,team,team_name,game_id,game_date,matchup,wl,min,e_off_rating,off_rating,sp_work_off_rating,e_def_rating,def_rating,sp_work_def_rating,e_net_rating,net_rating,sp_work_net_rating,ast_pct,ast_to,ast_ratio,oreb_pct,dreb_pct,reb_pct,tm_tov_pct,e_tov_pct,efg_pct,ts_pct,usg_pct,e_usg_pct,e_pace,pace,pace_per40,sp_work_pace,pie,poss,fgm,fga,fgm_pg,fga_pg,fg_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,e_off_rating_rank,off_rating_rank,sp_work_off_rating_rank,e_def_rating_rank,def_rating_rank,sp_work_def_rating_rank,e_net_rating_rank,net_rating_rank,sp_work_net_rating_rank,ast_pct_rank,ast_to_rank,ast_ratio_rank,oreb_pct_rank,dreb_pct_rank,reb_pct_rank,tm_tov_pct_rank,e_tov_pct_rank,efg_pct_rank,ts_pct_rank,usg_pct_rank,e_usg_pct_rank,e_pace_rank,pace_rank,sp_work_pace_rank,pie_rank,fgm_rank,fga_rank,fgm_pg_rank,fga_pg_rank,fg_pct_rank,available_flag,min_sec,season_start,season_end
2017-18,1627827,Dorian Finney-Smith,Dorian,1610612742,DAL,Dallas Mavericks,21701216,2018-04-10T00:00:00,DAL vs. PHX,L,40.6,99.0,100.0,100.0,129.6,129.6,129.6,-30.5,-29.6,-29.6,0.16,2.0,16.7,0.036,0.185,0.084,0.083,0.084,0.00382,0.00391,0.198,0.203,96.18,95.68,79.74,95.68,0.046,81,6,17,6.0,17.0,0.353,1,13054,13054,13054,383,16679,15404,15404,23218,23214,23214,22508,22305,22305,9041,3783,10537,10019,7012,11714,12967,13314,17678,18982,10698,10648,18167,18712,18713,18456,4530,1694,4530,1694,16953,1.0,40:38,2017,2018
2017-18,1628405,Johnathan Motley,Johnathan,1610612742,DAL,Dallas Mavericks,21701216,2018-04-10T00:00:00,DAL vs. PHX,L,28.5,101.5,103.6,103.6,119.3,115.5,115.5,-17.8,-11.9,-11.9,0.071,0.33,4.0,0.103,0.1,0.102,0.12,0.121,0.004739999999999999,0.00506,0.343,0.344,95.54,96.11,80.09,96.11,0.07,56,9,19,9.0,19.0,0.474,1,13054,13054,13054,8603,15190,14078,14078,19911,18110,18110,19512,17532,17532,15684,12827,18752,3156,14931,9041,16653,16809,14553,14126,771,956,19061,18080,18080,15674,1220,992,1220,992,11786,1.0,28:28,2017,2018
2017-18,203939,Dwight Powell,Dwight,1610612742,DAL,Dallas Mavericks,21701216,2018-04-10T00:00:00,DAL vs. PHX,L,21.5,99.1,97.7,97.7,141.7,137.2,137.2,-42.6,-39.5,-39.5,0.231,0.0,30.0,0.107,0.154,0.122,0.0,0.0,0.005,0.005809999999999999,0.132,0.137,94.03,96.22,80.19,96.22,0.126,43,3,6,3.0,6.0,0.5,1,13054,13054,13054,14854,16665,17469,17469,24901,24497,24497,24145,23819,23818,5426,13554,3962,2906,9462,6678,1,1,11406,10745,19398,19345,20984,17936,17936,8415,12053,14536,12053,14536,8363,1.0,21:27,2017,2018
2017-18,1627812,Yogi Ferrell,Yogi,1610612742,DAL,Dallas Mavericks,21701216,2018-04-10T00:00:00,DAL vs. PHX,L,7.4,107.5,123.1,123.1,133.8,135.7,135.7,-26.3,-12.6,-12.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.005,0.176,0.178,94.74,87.96,73.3,87.96,0.031,13,1,3,1.0,3.0,0.333,1,13054,13054,13054,23546,11732,4224,4224,23984,24290,24290,21672,17788,17788,18867,13554,18867,12711,22415,23339,1,1,11406,14306,13475,14031,20099,25295,25295,19972,19115,20118,19115,20118,17065,1.0,7:22,2017,2018
2017-18,1628467,Maxi Kleber,Maxi,1610612742,DAL,Dallas Mavericks,21701216,2018-04-10T00:00:00,DAL vs. PHX,L,14.6,114.3,122.2,122.2,113.5,118.5,118.5,0.8,3.7,3.7,0.111,0.0,12.5,0.0,0.182,0.069,0.0,0.0,0.00714,0.00714,0.212,0.213,93.62,88.56,73.8,88.56,0.163,27,4,7,4.0,7.0,0.571,1,13054,13054,13054,20205,8000,4516,4516,17099,19500,19500,12259,11036,11036,12213,13554,13524,12711,7148,14293,1,1,4661,5318,8907,9482,21426,25101,25102,4780,9019,12683,9019,12683,6384,1.0,14:38,2017,2018
2017-18,1627858,Kyle Collinsworth,Kyle,1610612742,DAL,Dallas Mavericks,21701216,2018-04-10T00:00:00,DAL vs. PHX,L,44.5,99.2,101.1,101.1,129.2,129.5,129.5,-30.0,-28.4,-28.4,0.267,4.0,32.0,0.048,0.276,0.12,0.08,0.081,0.00308,0.0033900000000000002,0.153,0.156,96.03,94.99,79.16,94.99,0.072,88,4,13,4.0,13.0,0.308,1,13054,13054,13054,61,16572,15397,15397,23143,23205,23205,22384,22081,22081,4060,1077,3591,8090,2584,6954,12866,12999,20127,20295,16823,17022,18369,19648,19648,15444,9019,4341,9019,4341,19057,1.0,44:28,2017,2018
2017-18,1626151,Aaron Harrison,Aaron,1610612742,DAL,Dallas Mavericks,21701216,2018-04-10T00:00:00,DAL vs. PHX,L,48.0,100.3,103.2,103.2,130.2,130.5,130.5,-29.9,-27.3,-27.3,0.031,0.0,4.5,0.03,0.065,0.041,0.0,0.0,0.00333,0.00388,0.178,0.18,95.96,94.5,78.75,94.5,0.014,94,5,18,5.0,18.0,0.278,1,13054,13054,13054,16,15860,14299,14299,23333,23405,23405,22369,21860,21860,18837,13554,18611,11172,19056,19497,1,1,18810,19078,13355,13757,18472,20331,20332,21361,6480,1318,6480,1318,19910,1.0,48:00,2017,2018
2017-18,1627883,Jalen Jones,Jalen,1610612742,DAL,Dallas Mavericks,21701216,2018-04-10T00:00:00,DAL vs. PHX,L,35.0,95.9,100.0,100.0,139.9,140.8,140.8,-44.0,-40.8,-40.8,0.1,2.0,10.5,0.08,0.05,0.071,0.053,0.053,0.0042899999999999995,0.0047599999999999995,0.195,0.2,98.38,96.05,80.04,96.05,0.038,69,5,14,5.0,14.0,0.357,1,13054,13054,13054,3109,18213,15404,15404,24749,24854,24854,24259,23967,23967,13166,3783,15211,4597,20477,13769,10301,10455,15864,16115,10982,11201,14665,18185,18185,19251,6480,3550,6480,3550,16818,1.0,34:59,2017,2018
2017-18,203926,Doug McDermott,Doug,1610612742,DAL,Dallas Mavericks,21701198,2018-04-08T00:00:00,DAL @ PHI,L,25.9,99.9,101.9,101.9,123.3,122.2,122.2,-23.5,-20.3,-20.3,0.0,0.0,0.0,0.0,0.12,0.054,0.0,0.0,0.005,0.005,0.164,0.164,99.77,99.21,82.68,99.21,0.053,53,4,10,4.0,10.0,0.4,1,13054,13054,13054,10915,16250,14954,14954,21465,21036,21036,21030,20253,20253,18867,13554,18867,12711,12947,17220,1,1,11406,14306,15309,15974,12336,13084,13084,17589,9019,7776,9019,7776,14515,1.0,25:53,2017,2018
2017-18,203084,Harrison Barnes,Harrison,1610612742,DAL,Dallas Mavericks,21701198,2018-04-08T00:00:00,DAL @ PHI,L,42.9,100.2,103.4,103.4,105.9,103.4,103.4,-5.8,0.0,0.0,0.071,1.0,6.7,0.0,0.071,0.035,0.067,0.066,0.004,0.0039900000000000005,0.295,0.299,97.9,97.46,81.21,97.46,0.032,87,9,25,9.0,25.0,0.36,1,13054,13054,13054,132,15934,14150,14150,12852,11290,11290,15085,12385,12385,15684,7446,17704,12711,18217,20554,11413,11521,16838,18840,2242,2432,15479,15942,15945,19854,1220,144,1220,144,16809,1.0,42:51,2017,2018
