player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,usg_pct,pct_fgm,pct_fga,pct_fg3m,pct_fg3a,pct_ftm,pct_fta,pct_oreb,pct_dreb,pct_reb,pct_ast,pct_tov,pct_stl,pct_blk,pct_blka,pct_pf,pct_pfd,pct_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,usg_pct_rank,pct_fgm_rank,pct_fga_rank,pct_fg3m_rank,pct_fg3a_rank,pct_ftm_rank,pct_fta_rank,pct_oreb_rank,pct_dreb_rank,pct_reb_rank,pct_ast_rank,pct_tov_rank,pct_stl_rank,pct_blk_rank,pct_blka_rank,pct_pf_rank,pct_pfd_rank,pct_pts_rank,team
1628378,Donovan Mitchell,Donovan,1610612762,UTA,23.0,7,3,4,0.429,264.0,0.37,0.381,0.362,0.375,0.33,0.524,0.436,0.13,0.168,0.16,0.293,0.446,0.212,0.118,0.333,0.121,0.345,0.404,81,83,77,110,54,1,3,2,14,17,7,14,104,114,121,46,212,80,111,178,45,19,4,UTA
1626144,Emmanuel Mudiay,Emmanuel,1610612762,UTA,24.0,3,2,1,0.667,34.0,0.186,0.185,0.206,0.2,0.094,0.333,0.333,0.059,0.208,0.146,0.133,0.083,0.0,0.25,0.0,0.0,0.154,0.194,163,109,21,38,159,81,104,78,92,168,27,26,145,86,132,111,60,165,55,1,1,111,82,UTA
1627777,Georges Niang,Georges,1610612762,UTA,27.0,7,3,4,0.429,114.0,0.181,0.216,0.224,0.333,0.315,0.05,0.038,0.167,0.136,0.143,0.08,0.069,0.0,0.2,0.286,0.22,0.043,0.207,81,83,77,110,121,89,70,62,21,21,158,167,84,149,134,157,51,165,73,168,135,178,71,UTA
1629714,Jarrell Brantley,Jarrell,1610612762,UTA,24.0,2,2,0,1.0,13.0,0.206,0.0,0.192,0.0,0.231,0.5,0.5,0.375,0.125,0.25,0.5,0.2,0.0,0.5,1.0,0.444,0.167,0.048,182,109,1,1,185,69,197,90,162,79,8,9,33,156,63,8,150,165,13,216,209,97,198,UTA
204060,Joe Ingles,Joe,1610612762,UTA,32.0,7,3,4,0.429,234.0,0.118,0.115,0.136,0.175,0.222,0.075,0.057,0.025,0.151,0.125,0.32,0.074,0.138,0.053,0.0,0.165,0.108,0.118,81,83,77,110,64,174,163,163,112,85,142,155,162,132,154,37,53,130,134,1,76,140,167,UTA
203903,Jordan Clarkson,Jordan,1610612762,UTA,28.0,7,3,4,0.429,200.0,0.239,0.274,0.286,0.283,0.312,0.13,0.097,0.054,0.165,0.141,0.179,0.14,0.222,0.0,0.286,0.185,0.138,0.252,81,83,77,110,75,31,25,15,36,25,108,134,152,122,137,83,101,69,140,168,100,118,39,UTA
1629752,Juwan Morgan,Juwan,1610612762,UTA,23.0,7,3,4,0.429,86.0,0.082,0.04,0.083,0.061,0.137,0.063,0.136,0.316,0.231,0.25,0.125,0.048,0.182,0.0,0.0,0.282,0.111,0.047,81,83,77,110,130,203,196,201,156,151,150,106,51,66,63,115,44,102,140,1,174,139,199,UTA
201144,Mike Conley,Mike,1610612762,UTA,32.0,5,2,3,0.4,165.0,0.226,0.246,0.242,0.353,0.296,0.275,0.256,0.15,0.11,0.117,0.361,0.143,0.32,0.125,0.167,0.156,0.316,0.266,111,109,55,131,88,47,45,46,18,29,39,46,92,167,165,26,104,31,105,111,71,26,31,UTA
1629671,Miye Oni,Miye,1610612762,UTA,22.0,2,2,0,1.0,14.0,0.194,0.333,0.222,0.25,0.286,0.0,0.0,0.25,0.222,0.235,0.0,0.167,1.0,0.5,0.0,0.222,0.167,0.292,182,109,1,1,184,78,8,63,58,34,169,172,64,72,71,187,121,1,13,1,136,97,21,UTA
1628430,Nigel Williams-Goss,Nigel,1610612762,UTA,25.0,1,1,0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199,131,1,1,209,207,197,206,162,189,169,172,163,201,202,1,1,165,140,1,1,183,201,UTA
1629730,Rayjon Tucker,Rayjon,1610612762,UTA,22.0,2,2,0,1.0,11.0,0.222,0.25,0.263,0.333,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.111,0.25,0.238,182,109,1,1,187,52,37,27,21,14,169,172,163,201,202,187,150,165,140,1,36,42,49,UTA
1626220,Royce O'Neale,Royce,1610612762,UTA,27.0,7,3,4,0.429,249.0,0.089,0.065,0.078,0.128,0.12,0.031,0.05,0.073,0.227,0.195,0.171,0.217,0.321,0.125,0.048,0.269,0.083,0.068,81,83,77,110,59,199,192,202,137,161,165,161,136,69,95,89,162,30,105,72,164,160,193,UTA
203497,Rudy Gobert,Rudy,1610612762,UTA,28.0,7,3,4,0.429,270.0,0.174,0.207,0.163,0.0,0.0,0.216,0.326,0.533,0.322,0.365,0.063,0.143,0.121,0.625,0.333,0.274,0.297,0.18,81,83,77,110,51,97,79,127,162,189,56,30,12,33,17,170,104,137,8,178,167,32,98,UTA
1628396,Tony Bradley,Tony,1610612762,UTA,22.0,6,3,3,0.5,48.0,0.14,0.059,0.107,0.0,0.0,0.25,0.292,0.625,0.371,0.451,0.053,0.286,0.25,0.5,0.667,0.174,0.273,0.087,98,83,55,85,148,144,195,189,162,189,46,35,10,13,5,176,191,51,13,214,90,37,184,UTA
