GROUP_SET,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,E_OFF_RATING,OFF_RATING,sp_work_OFF_RATING,E_DEF_RATING,DEF_RATING,sp_work_DEF_RATING,E_NET_RATING,NET_RATING,sp_work_NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,E_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,sp_work_PACE,PIE,POSS,FGM,FGA,FGM_PG,FGA_PG,FG_PCT,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,E_OFF_RATING_RANK,OFF_RATING_RANK,sp_work_OFF_RATING_RANK,E_DEF_RATING_RANK,DEF_RATING_RANK,sp_work_DEF_RATING_RANK,E_NET_RATING_RANK,NET_RATING_RANK,sp_work_NET_RATING_RANK,AST_PCT_RANK,AST_TO_RANK,AST_RATIO_RANK,OREB_PCT_RANK,DREB_PCT_RANK,REB_PCT_RANK,TM_TOV_PCT_RANK,E_TOV_PCT_RANK,EFG_PCT_RANK,TS_PCT_RANK,USG_PCT_RANK,E_USG_PCT_RANK,E_PACE_RANK,PACE_RANK,sp_work_PACE_RANK,PIE_RANK,FGM_RANK,FGA_RANK,FGM_PG_RANK,FGA_PG_RANK,FG_PCT_RANK
Players,2760,Anderson Varejao,Anderson,1610612744,GSW,33.0,1,1,0,1.0,3.0,103.1,100.0,100.0,40.0,40.0,40.0,63.1,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.04,72.0,60.0,72.0,0.0,4,0,0,0.0,0.0,0.0,404,362,1,1,180,244,232,232,21,21,21,20,17,17,287,238,287,270,356,370,1,1,342,359,390,391,424,431,431,329,342,379,342,379,342
Players,2738,Andre Iguodala,Andre,1610612744,GSW,32.0,22,20,2,0.909,4.0,123.6,116.7,116.7,83.9,85.1,85.1,39.8,31.6,31.6,0.172,2.5,27.0,0.023,0.089,0.062,10.8,11.0,0.667,0.67,0.121,0.126,103.58,105.85,88.21,105.85,0.117,198,10,18,0.5,0.8,0.556,182,45,75,31,45,48,49,49,57,68,68,40,44,44,90,45,41,208,252,247,311,312,61,82,266,268,121,161,161,129,111,144,124,166,71
Players,101106,Andrew Bogut,Andrew,1610612744,GSW,31.0,16,14,2,0.875,2.5,104.2,103.7,103.7,88.2,86.7,86.7,16.0,17.0,17.0,0.1,3.0,23.1,0.07,0.224,0.152,7.7,8.0,0.6,0.646,0.108,0.106,100.31,101.44,84.53,101.44,0.129,82,3,5,0.2,0.3,0.6,222,119,75,34,234,227,196,196,68,76,76,86,73,73,152,26,56,100,41,46,244,260,84,95,297,306,200,250,250,111,223,269,255,333,59
Players,201575,Brandon Rush,Brandon,1610612744,GSW,30.0,6,3,3,0.5,1.9,128.8,114.3,114.3,74.3,73.9,73.9,54.5,40.4,40.4,0.0,0.0,0.0,0.0,0.0,0.0,33.3,33.3,0.75,0.75,0.12,0.133,87.55,92.78,77.32,92.78,0.045,21,1,2,0.2,0.3,0.5,312,293,109,188,301,38,62,62,37,38,38,25,35,35,287,238,287,270,356,370,421,421,40,53,267,253,400,401,401,268,279,316,263,316,98
Players,203110,Draymond Green,Draymond,1610612744,GSW,26.0,33,30,3,0.909,4.2,122.1,118.6,118.6,81.3,82.4,82.4,40.8,36.2,36.2,0.295,2.36,27.4,0.124,0.247,0.194,11.6,11.5,0.439,0.494,0.203,0.214,98.83,99.66,83.05,99.66,0.197,296,21,49,0.6,1.5,0.429,81,2,109,31,28,59,38,38,49,60,60,34,39,39,45,53,36,37,32,20,325,320,202,240,113,113,240,291,291,39,50,54,71,69,161
Players,203105,Festus Ezeli,Festus,1610612744,GSW,26.0,6,6,0,1.0,3.1,115.9,105.0,105.0,82.5,87.2,87.2,33.4,17.8,17.8,0.0,0.0,0.0,0.174,0.095,0.136,20.0,20.0,0.5,0.5,0.1,0.111,99.71,101.72,84.76,101.72,0.042,40,2,4,0.3,0.7,0.5,312,235,1,1,161,94,184,184,53,79,79,49,70,70,287,238,287,13,237,67,396,398,133,226,303,300,214,242,242,272,249,279,171,200,98
Players,203084,Harrison Barnes,Harrison,1610612744,GSW,24.0,24,20,4,0.833,3.2,133.3,127.7,127.7,89.0,86.4,86.4,44.3,41.3,41.3,0.018,0.5,4.3,0.055,0.061,0.058,8.7,9.0,0.647,0.677,0.115,0.115,98.31,101.94,84.95,101.94,0.056,166,9,17,0.4,0.7,0.529,163,45,127,38,148,26,20,20,72,74,74,31,33,33,281,205,275,125,325,258,279,282,70,80,281,286,257,235,235,251,126,152,153,188,89
Players,203546,Ian Clark,Ian,1610612744,GSW,25.0,4,4,0,1.0,2.9,71.8,68.2,68.2,72.1,76.2,76.2,-0.2,-8.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,33.3,33.3,0.5,0.5,0.125,0.137,87.65,87.48,72.9,87.48,-0.069,22,1,2,0.3,0.5,0.5,339,270,1,1,186,394,395,395,35,44,44,211,289,289,287,238,287,270,356,370,421,421,133,226,253,243,398,415,415,406,279,316,214,251,98
Players,1626172,Kevon Looney,Kevon,1610612744,GSW,20.0,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,404,362,1,1,434,415,415,415,1,1,1,199,198,198,287,238,287,270,356,370,1,1,342,359,390,391,432,434,434,329,342,379,342,379,342
Players,202691,Klay Thompson,Klay,1610612744,GSW,26.0,32,28,4,0.875,3.8,126.5,121.8,121.8,86.4,86.3,86.3,40.0,35.4,35.4,0.079,3.0,9.5,0.0,0.092,0.053,3.2,3.2,0.554,0.625,0.195,0.202,98.34,100.26,83.55,100.26,0.156,257,20,46,0.6,1.4,0.435,94,4,127,34,70,43,35,35,62,73,73,37,40,40,195,26,210,270,242,278,163,162,108,104,129,128,252,275,275,76,55,56,74,75,156
Players,2571,Leandro Barbosa,Leandro,1610612744,GSW,33.0,6,5,1,0.833,1.3,103.2,100.0,100.0,45.3,41.2,41.2,57.9,58.8,58.8,0.0,0.0,0.0,0.0,0.091,0.056,0.0,0.0,0.0,0.0,0.1,0.103,98.48,104.83,87.35,104.83,0.0,18,0,2,0.0,0.3,0.0,312,252,31,38,354,242,232,232,24,24,24,22,20,20,287,238,287,270,243,266,1,1,342,359,303,309,250,175,175,329,342,316,342,316,342
Players,201578,Marreese Speights,Marreese,1610612744,GSW,28.0,3,3,0,1.0,1.8,139.4,125.0,125.0,67.6,60.0,60.0,71.8,65.0,65.0,0.0,0.0,0.0,0.0,0.333,0.222,0.0,0.0,1.0,1.0,0.167,0.186,86.94,97.39,81.16,97.39,0.387,12,2,2,0.7,0.7,1.0,357,293,1,1,313,19,22,22,32,31,31,17,15,15,287,238,287,270,8,10,1,1,5,13,171,158,402,340,340,8,249,316,63,200,1
Players,2733,Shaun Livingston,Shaun,1610612744,GSW,30.0,24,21,3,0.875,2.9,116.0,113.6,113.6,82.3,80.0,80.0,33.7,33.6,33.6,0.085,4.0,22.2,0.04,0.056,0.048,5.6,5.5,0.6,0.726,0.079,0.083,103.8,106.36,88.63,106.36,0.097,154,6,10,0.3,0.4,0.6,163,33,109,34,191,93,69,69,52,54,54,48,42,42,184,11,60,158,328,296,199,198,84,64,337,339,118,152,152,162,164,204,214,292,59
Players,201939,Stephen Curry,Stephen,1610612744,GSW,28.0,31,27,4,0.871,3.9,126.0,123.1,123.1,86.1,86.0,86.0,39.9,37.1,37.1,0.242,1.0,10.6,0.05,0.128,0.093,10.6,10.9,0.535,0.637,0.413,0.418,101.22,102.45,85.37,102.45,0.282,264,38,86,1.2,2.8,0.442,100,8,127,37,52,44,30,30,61,71,71,38,38,38,59,131,184,132,172,155,308,311,119,98,10,11,167,222,222,15,15,15,8,6,152
