GROUP_SET,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,PCT_FGA_2PT,PCT_FGA_3PT,PCT_PTS_2PT,PCT_PTS_2PT_MR,PCT_PTS_3PT,PCT_PTS_FB,PCT_PTS_FT,PCT_PTS_OFF_TOV,PCT_PTS_PAINT,PCT_AST_2PM,PCT_UAST_2PM,PCT_AST_3PM,PCT_UAST_3PM,PCT_AST_FGM,PCT_UAST_FGM,FGM,FGA,FG_PCT,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,PCT_FGA_2PT_RANK,PCT_FGA_3PT_RANK,PCT_PTS_2PT_RANK,PCT_PTS_2PT_MR_RANK,PCT_PTS_3PT_RANK,PCT_PTS_FB_RANK,PCT_PTS_FT_RANK,PCT_PTS_OFF_TOV_RANK,PCT_PTS_PAINT_RANK,PCT_AST_2PM_RANK,PCT_UAST_2PM_RANK,PCT_AST_3PM_RANK,PCT_UAST_3PM_RANK,PCT_AST_FGM_RANK,PCT_UAST_FGM_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK
Players,2760,Anderson Varejao,Anderson,1610612744,GSW,33.0,1,1,0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,404,362,1,1,180,363,275,320,195,209,175,299,234,303,270,257,194,82,313,264,342,379,342
Players,2738,Andre Iguodala,Andre,1610612744,GSW,32.0,22,20,2,0.909,4.0,0.611,0.389,0.4,0.067,0.4,0.2,0.2,0.267,0.333,0.667,0.333,1.0,0.0,0.8,0.2,10,18,0.556,182,45,75,31,45,229,149,225,170,84,46,222,44,171,103,203,1,82,105,230,111,144,71
Players,101106,Andrew Bogut,Andrew,1610612744,GSW,31.0,16,14,2,0.875,2.5,1.0,0.0,0.545,0.0,0.0,0.091,0.455,0.182,0.545,0.667,0.333,0.0,0.0,0.667,0.333,3,5,0.6,222,119,75,34,234,1,275,141,195,209,116,63,100,81,103,203,194,82,143,182,223,269,59
Players,201575,Brandon Rush,Brandon,1610612744,GSW,30.0,6,3,3,0.5,1.9,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,2,0.5,312,293,109,188,301,363,1,320,195,1,175,299,234,303,270,257,1,82,1,264,279,316,98
Players,203110,Draymond Green,Draymond,1610612744,GSW,26.0,33,30,3,0.909,4.2,0.735,0.265,0.69,0.0,0.052,0.086,0.258,0.241,0.69,0.55,0.45,1.0,0.0,0.571,0.429,21,49,0.429,81,2,109,31,28,176,203,86,195,204,119,186,58,44,135,183,1,82,179,159,50,54,161
Players,203105,Festus Ezeli,Festus,1610612744,GSW,26.0,6,6,0,1.0,3.1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.0,0.0,0.5,0.5,2,4,0.5,312,235,1,1,161,1,275,1,195,209,175,299,234,1,138,146,194,82,198,115,249,279,98
Players,203084,Harrison Barnes,Harrison,1610612744,GSW,24.0,24,20,4,0.833,3.2,0.353,0.647,0.385,0.231,0.462,0.077,0.153,0.0,0.154,0.8,0.2,1.0,0.0,0.889,0.111,9,17,0.529,163,45,127,38,148,322,57,238,68,60,127,254,234,276,79,237,1,82,81,260,126,152,89
Players,203546,Ian Clark,Ian,1610612744,GSW,25.0,4,4,0,1.0,2.9,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1,2,0.5,339,270,1,1,186,268,92,1,195,209,175,299,234,1,1,257,194,82,1,264,279,316,98
Players,1626172,Kevon Looney,Kevon,1610612744,GSW,20.0,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,404,362,1,1,434,363,275,320,195,209,175,299,234,303,270,257,194,82,313,264,342,379,342
Players,202691,Klay Thompson,Klay,1610612744,GSW,26.0,32,28,4,0.875,3.8,0.413,0.587,0.265,0.029,0.485,0.118,0.25,0.059,0.235,0.556,0.444,0.818,0.182,0.7,0.3,20,46,0.435,94,4,127,34,70,309,70,291,190,53,94,189,221,241,130,186,138,71,136,205,55,56,156
Players,2571,Leandro Barbosa,Leandro,1610612744,GSW,33.0,6,5,1,0.833,1.3,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,312,252,31,38,354,1,275,320,195,209,175,299,234,303,270,257,194,82,313,264,342,316,342
Players,201578,Marreese Speights,Marreese,1610612744,GSW,28.0,3,3,0,1.0,1.8,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.0,0.0,1.0,0.0,2,2,1.0,357,293,1,1,313,1,275,1,11,209,175,299,9,93,1,257,194,82,1,264,249,316,1
Players,2733,Shaun Livingston,Shaun,1610612744,GSW,30.0,24,21,3,0.875,2.9,1.0,0.0,0.632,0.211,0.0,0.105,0.368,0.211,0.421,0.833,0.167,0.0,0.0,0.833,0.167,6,10,0.6,163,33,109,34,191,1,275,111,77,209,104,109,81,137,73,244,194,82,99,239,164,204,59
Players,201939,Stephen Curry,Stephen,1610612744,GSW,28.0,31,27,4,0.871,3.9,0.512,0.488,0.321,0.058,0.35,0.153,0.329,0.146,0.263,0.273,0.727,0.313,0.688,0.289,0.711,38,86,0.442,100,8,127,37,52,267,112,262,175,98,72,146,133,228,221,98,185,24,274,68,15,15,152
