GROUP_SET,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,PTS_OFF_TOV,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,BLK,BLKA,PF,PFD,NBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,PTS_OFF_TOV_RANK,PTS_2ND_CHANCE_RANK,PTS_FB_RANK,PTS_PAINT_RANK,OPP_PTS_OFF_TOV_RANK,OPP_PTS_2ND_CHANCE_RANK,OPP_PTS_FB_RANK,OPP_PTS_PAINT_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,NBA_FANTASY_PTS_RANK
Players,2760,Anderson Varejao,Anderson,1610612744,GSW,33.0,1,1,0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,404,362,1,1,386,234,237,175,303,1,1,1,311,200,1,1,326,400
Players,2738,Andre Iguodala,Andre,1610612744,GSW,32.0,22,20,2,0.909,88.87666666666667,3.2,1.6,2.4,4.1,8.1,8.9,5.7,30.8,0.4,0.0,3.2,2.8,27.8,182,45,75,31,121,74,172,65,196,160,169,211,133,174,1,153,217,195
Players,101106,Andrew Bogut,Andrew,1610612744,GSW,31.0,16,14,2,0.875,40.695,1.8,2.7,0.9,5.3,9.7,0.0,5.3,15.9,1.8,0.0,7.1,5.3,35.7,222,119,75,34,213,158,109,142,159,202,1,196,383,64,1,358,95,112
Players,201575,Brandon Rush,Brandon,1610612744,GSW,30.0,6,3,3,0.5,11.381666666666666,0.0,0.0,0.0,0.0,19.0,15.8,12.7,31.6,3.2,0.0,0.0,0.0,15.8,312,293,109,188,318,234,237,175,303,388,381,401,118,27,1,1,326,334
Players,203110,Draymond Green,Draymond,1610612744,GSW,26.0,33,30,3,0.909,139.67333333333335,3.6,3.4,1.3,10.3,9.5,8.0,5.9,26.3,2.1,1.0,5.4,6.4,50.3,81,2,109,31,40,65,77,119,47,195,130,221,245,50,339,306,65,29
Players,203105,Festus Ezeli,Festus,1610612744,GSW,26.0,6,6,0,1.0,18.64,0.0,3.9,0.0,7.7,9.7,7.7,0.0,34.8,0.0,1.9,5.8,0.0,19.7,312,235,1,1,287,234,60,175,92,198,120,1,78,200,397,321,326,291
Players,203084,Harrison Barnes,Harrison,1610612744,GSW,24.0,24,20,4,0.833,77.225,0.0,0.9,0.9,1.9,9.8,9.8,7.5,27.0,0.0,0.0,4.7,1.4,17.5,163,45,127,38,143,234,215,136,272,206,208,298,216,200,1,260,293,320
Players,203546,Ian Clark,Ian,1610612744,GSW,25.0,4,4,0,1.0,11.796666666666669,0.0,0.0,0.0,6.1,6.1,12.2,9.2,30.5,0.0,0.0,3.1,0.0,3.1,339,270,1,1,315,234,237,175,131,108,309,349,141,200,1,138,326,397
Players,1626172,Kevon Looney,Kevon,1610612744,GSW,20.0,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,404,362,1,1,434,234,237,175,303,1,1,1,401,200,1,1,326,400
Players,202691,Klay Thompson,Klay,1610612744,GSW,26.0,32,28,4,0.875,121.12166666666668,1.2,3.0,2.4,4.8,8.9,9.2,7.1,26.7,1.2,0.9,2.1,3.9,32.6,94,4,127,34,70,195,94,68,174,181,179,279,225,96,323,88,153,147
Players,2571,Leandro Barbosa,Leandro,1610612744,GSW,33.0,6,5,1,0.833,8.013333333333334,0.0,0.0,0.0,0.0,18.0,0.0,18.0,27.0,0.0,4.5,0.0,0.0,18.9,312,252,31,38,346,234,237,175,303,385,1,418,220,200,425,1,326,302
Players,201578,Marreese Speights,Marreese,1610612744,GSW,28.0,3,3,0,1.0,5.421666666666667,13.3,0.0,0.0,13.3,0.0,26.6,0.0,26.6,0.0,0.0,0.0,6.6,42.5,357,293,1,1,361,3,237,175,26,1,418,1,232,200,1,1,60,64
Players,2733,Shaun Livingston,Shaun,1610612744,GSW,30.0,24,21,3,0.875,69.72666666666667,2.1,4.6,1.0,4.1,13.4,3.1,7.2,23.7,1.0,0.0,4.6,3.1,23.5,163,33,109,34,154,142,42,132,192,324,70,286,314,106,1,259,202,250
Players,201939,Stephen Curry,Stephen,1610612744,GSW,28.0,31,27,4,0.871,122.28666666666666,5.9,2.9,6.2,10.6,9.7,7.9,6.5,26.5,0.0,1.2,2.1,10.0,56.7,100,8,127,37,68,25,97,7,45,200,126,253,235,200,351,86,20,16
