group_set,player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,usg_pct,pct_fgm,pct_fga,pct_fg3m,pct_fg3a,pct_ftm,pct_fta,pct_oreb,pct_dreb,pct_reb,pct_ast,pct_tov,pct_stl,pct_blk,pct_blka,pct_pf,pct_pfd,pct_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,usg_pct_rank,pct_fgm_rank,pct_fga_rank,pct_fg3m_rank,pct_fg3a_rank,pct_ftm_rank,pct_fta_rank,pct_oreb_rank,pct_dreb_rank,pct_reb_rank,pct_ast_rank,pct_tov_rank,pct_stl_rank,pct_blk_rank,pct_blka_rank,pct_pf_rank,pct_pfd_rank,pct_pts_rank,team
Players,203496,Robert Covington,Robert,1610612757,POR,30.0,33,23,10,0.697,107.0,0.136,0.13,0.125,0.257,0.184,0.101,0.143,0.241,0.299,0.283,0.098,0.25,0.357,0.308,0.167,0.231,0.136,0.138,18,3,302,58,39,234,249,268,118,186,225,193,139,68,89,243,357,61,91,291,298,215,239,POR
Players,1626178,Rondae Hollis-Jefferson,Rondae,1610612757,POR,26.0,2,1,1,0.5,4.0,0.091,0.25,0.125,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.154,386,351,25,176,390,329,95,268,245,320,295,304,263,8,7,291,1,238,180,1,1,319,206,POR
Players,203081,Damian Lillard,Damian,1610612757,POR,30.0,34,22,12,0.647,126.0,0.366,0.381,0.345,0.4,0.374,0.643,0.57,0.027,0.264,0.195,0.439,0.429,0.125,0.143,0.286,0.215,0.529,0.444,15,9,349,84,18,19,30,36,43,50,11,11,261,105,191,37,425,203,142,354,278,11,13,POR
Players,203468,CJ McCollum,CJ,1610612757,POR,29.0,20,12,8,0.6,76.0,0.23,0.316,0.275,0.364,0.27,0.048,0.055,0.125,0.093,0.103,0.125,0.091,0.077,0.0,0.0,0.121,0.105,0.27,137,93,264,99,102,87,66,83,56,109,279,289,205,320,327,210,222,230,180,1,139,260,84,POR
Players,1627884,Derrick Jones Jr.,Derrick,1610612757,POR,24.0,22,17,5,0.773,59.0,0.105,0.109,0.116,0.0,0.078,0.105,0.133,0.222,0.081,0.127,0.161,0.0,0.625,0.5,0.0,0.2,0.118,0.096,121,26,171,36,138,297,278,287,245,289,216,202,144,331,294,180,1,15,30,1,235,241,300,POR
Players,1629642,Nassir Little,Nassir,1610612757,POR,21.0,3,0,3,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,363,405,109,405,397,409,355,401,245,320,295,304,263,8,7,291,1,238,180,1,387,319,368,POR
Players,1626181,Norman Powell,Norman,1610612757,POR,28.0,30,11,19,0.367,83.0,0.166,0.178,0.168,0.154,0.167,0.065,0.145,0.095,0.042,0.058,0.159,0.273,0.333,0.0,0.182,0.131,0.111,0.151,38,114,441,320,87,170,173,197,181,197,266,192,227,358,363,183,370,63,180,307,148,249,213,POR
Players,203994,Jusuf Nurkić,Jusuf,1610612757,POR,26.0,14,8,6,0.571,51.0,0.153,0.137,0.162,0.0,0.022,0.087,0.172,0.6,0.219,0.34,0.367,0.167,0.2,0.0,0.6,0.44,0.19,0.117,205,171,205,125,160,199,243,216,245,316,245,159,19,162,52,51,291,148,180,434,423,143,271,POR
Players,202683,Enes Freedom,Enes,1610612757,POR,29.0,18,12,6,0.667,49.0,0.128,0.195,0.13,0.0,0.0,0.095,0.091,0.65,0.324,0.444,0.167,0.167,0.0,0.333,0.375,0.267,0.25,0.149,163,93,205,67,166,249,155,260,245,320,239,252,17,57,24,166,291,238,75,398,348,91,216,POR
Players,2546,Carmelo Anthony,Carmelo,1610612757,POR,37.0,26,16,10,0.615,69.0,0.179,0.138,0.203,0.1,0.198,0.102,0.087,0.0,0.24,0.176,0.222,0.2,0.0,0.25,0.2,0.128,0.093,0.123,81,40,302,94,113,147,241,140,212,179,224,260,263,137,219,130,321,238,101,308,146,273,263,POR
Players,1629014,Anfernee Simons,Anfernee,1610612757,POR,22.0,11,8,3,0.727,16.0,0.167,0.111,0.2,0.25,0.286,0.0,0.0,0.0,0.182,0.154,0.0,0.0,0.0,0.0,1.0,0.083,0.0,0.098,246,171,109,50,291,163,273,142,119,97,295,304,263,207,250,291,1,238,180,443,100,319,298,POR
