team_id,team_name,team,gp,g,fga_frequency,fgm,fga,fg_pct,efg_pct,fg2a_frequency,fg2m,fg2a,fg2_pct,fg3a_frequency,fg3m,fg3a,fg3_pct
1610612739,Cleveland Cavaliers,CLE,21,21,0.314,176,497,0.354,0.507,0.04,24,63,0.381,0.274,152,434,0.35
1610612744,Golden State Warriors,GSW,24,24,0.242,186,474,0.392,0.547,0.039,39,76,0.513,0.203,147,398,0.369
1610612760,Oklahoma City Thunder,OKC,18,18,0.3,169,431,0.392,0.53,0.086,50,124,0.403,0.214,119,307,0.388
1610612761,Toronto Raptors,TOR,20,20,0.274,152,403,0.377,0.529,0.055,30,81,0.37,0.219,122,322,0.379
1610612737,Atlanta Hawks,ATL,10,10,0.353,114,284,0.401,0.581,0.049,12,39,0.308,0.305,102,245,0.416
1610612757,Portland Trail Blazers,POR,11,11,0.259,103,237,0.435,0.593,0.067,28,61,0.459,0.192,75,176,0.426
1610612748,Miami Heat,MIA,14,14,0.199,73,212,0.344,0.467,0.057,21,61,0.344,0.142,52,151,0.344
1610612759,San Antonio Spurs,SAS,10,10,0.271,72,201,0.358,0.483,0.077,22,57,0.386,0.194,50,144,0.347
1610612738,Boston Celtics,BOS,6,6,0.378,62,183,0.339,0.484,0.058,9,28,0.321,0.32,53,155,0.342
1610612754,Indiana Pacers,IND,7,7,0.307,54,165,0.327,0.458,0.046,11,25,0.44,0.26,43,140,0.307
1610612766,Charlotte Hornets,CHA,7,7,0.29,56,158,0.354,0.506,0.062,8,34,0.235,0.228,48,124,0.387
1610612746,LA Clippers,LAC,6,6,0.316,55,155,0.355,0.487,0.065,14,32,0.438,0.251,41,123,0.333
1610612745,Houston Rockets,HOU,5,5,0.374,67,150,0.447,0.61,0.087,18,35,0.514,0.287,49,115,0.426
1610612742,Dallas Mavericks,DAL,5,5,0.296,50,119,0.42,0.576,0.067,13,27,0.481,0.229,37,92,0.402
1610612765,Detroit Pistons,DET,4,4,0.346,47,111,0.423,0.613,0.031,5,10,0.5,0.315,42,101,0.416
1610612763,Memphis Grizzlies,MEM,4,4,0.325,46,94,0.489,0.676,0.087,11,25,0.44,0.239,35,69,0.507
