SEASON_YEAR,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,AVAILABLE_FLAG,MIN_SEC
2023-24,1628401,Derrick White,Derrick,1610612738,BOS,Boston Celtics,0042300405,2024-06-17T00:00:00,BOS vs. DAL,W,54.5,5.7,14.3,0.4,5.7,11.4,0.5,2.9,2.9,1.0,5.7,5.7,11.4,1.4,2.9,2.9,1.4,0.0,0.0,2.9,20.0,1.4,45.9,0,0,47.1,1,1,852,1,174,945,926,909,181,305,233,580,702,1,178,834,471,1118,519,250,380,564,1279,809,736,767,673,150,13,561,1,38:08
2023-24,1630573,Sam Hauser,Sam,1610612738,BOS,Boston Celtics,0042300405,2024-06-17T00:00:00,BOS vs. DAL,W,53.5,9.4,21.9,0.429,6.3,18.8,0.333,0.0,0.0,0.0,9.4,3.1,12.5,3.1,0.0,3.1,0.0,0.0,3.1,0.0,25.0,9.4,54.1,0,0,53.1,1,1,852,1,288,518,414,842,133,52,525,797,847,797,73,1190,379,853,935,212,538,564,917,1106,527,581,430,150,13,381,1,17:07
2023-24,1630182,Josh Green,Josh,1610612742,DAL,Dallas Mavericks,0042300405,2024-06-17T00:00:00,DAL @ BOS,L,50.8,11.4,18.2,0.625,9.1,13.6,0.667,0.0,0.0,0.0,2.3,2.3,4.5,0.0,0.0,0.0,0.0,0.0,2.3,0.0,31.8,-18.2,37.3,0,0,45.5,1,835,1,835,803,355,630,270,50,181,111,797,847,797,574,1298,1211,1167,935,701,538,564,1120,1106,305,1216,952,150,13,610,1,22:22
2023-24,203939,Dwight Powell,Dwight,1610612742,DAL,Dallas Mavericks,0042300405,2024-06-17T00:00:00,DAL @ BOS,L,65.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,30.0,0,0,25.0,1,835,1,835,24,1355,1548,1355,879,1271,879,797,847,797,842,17,43,1167,935,701,538,564,1279,1106,1400,9,1168,150,13,1270,1,2:37
2023-24,1641765,Olivier-Maxence Prosper,Olivier-Maxence,1610612742,DAL,Dallas Mavericks,0042300405,2024-06-17T00:00:00,DAL @ BOS,L,65.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,75.0,30.0,0,0,25.0,1,835,1,835,24,1355,1548,1355,879,1271,879,797,847,797,842,17,43,1167,935,701,538,564,1279,6,1400,9,1168,150,13,1270,1,2:37
2023-24,1629029,Luka Dončić,Luka,1610612742,DAL,Dallas Mavericks,0042300405,2024-06-17T00:00:00,DAL @ BOS,L,52.9,14.6,30.5,0.48,2.4,11.0,0.222,2.4,6.1,0.4,0.0,14.6,14.6,6.1,8.5,3.7,0.0,0.0,3.7,7.3,34.1,-23.2,63.3,1,0,64.6,1,835,1,835,377,156,117,742,609,336,761,667,412,780,842,113,262,469,54,167,538,564,806,264,240,1303,217,1,13,164,1,43:23
2023-24,1629004,Svi Mykhailiuk,Svi,1610612738,BOS,Boston Celtics,0042300405,2024-06-17T00:00:00,BOS vs. DAL,W,64.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0,0,100.0,1,1,852,1,28,1355,1548,1355,879,1271,879,797,847,797,842,1,1,1167,935,701,538,564,1279,1106,1400,786,4,150,13,9,1,0:39
2023-24,1629023,P.J. Washington,P.J.,1610612742,DAL,Dallas Mavericks,0042300405,2024-06-17T00:00:00,DAL @ BOS,L,51.5,3.0,10.4,0.286,0.0,7.5,0.0,0.0,0.0,0.0,0.0,9.0,9.0,4.5,6.0,0.0,3.0,0.0,4.5,0.0,6.0,-38.8,26.4,0,0,25.4,1,835,1,835,627,1241,1220,1171,879,681,879,797,847,797,842,446,691,672,143,701,195,564,641,1106,1340,1463,1275,150,13,1268,1,34:29
2023-24,1629655,Daniel Gafford,Daniel,1610612742,DAL,Dallas Mavericks,0042300405,2024-06-17T00:00:00,DAL @ BOS,L,49.5,13.6,22.7,0.6,0.0,0.0,0.0,0.0,0.0,0.0,9.1,4.5,13.6,0.0,0.0,0.0,0.0,0.0,4.5,4.5,27.3,-31.8,43.6,0,0,40.9,1,835,1,835,1097,203,368,303,879,1271,879,797,847,797,74,1003,317,1167,935,701,538,564,620,540,448,1395,741,150,13,768,1,10:54
2023-24,1628369,Jayson Tatum,Jayson,1610612738,BOS,Boston Celtics,0042300405,2024-06-17T00:00:00,BOS vs. DAL,W,52.9,12.9,28.2,0.458,1.2,8.2,0.143,9.4,9.4,1.0,1.2,8.2,9.4,12.9,2.4,2.4,0.0,1.2,2.4,7.1,36.5,21.2,71.9,1,0,64.7,1,1,852,1,382,249,165,781,860,595,852,120,211,1,823,524,641,70,647,376,538,535,1105,287,196,352,119,1,13,159,1,44:57
2023-24,1627759,Jaylen Brown,Jaylen,1610612738,BOS,Boston Celtics,0042300405,2024-06-17T00:00:00,BOS vs. DAL,W,53.3,8.4,27.7,0.304,2.4,10.8,0.222,6.0,7.2,0.833,0.0,9.6,9.6,7.2,1.2,2.4,0.0,3.6,4.8,7.2,25.3,24.1,53.7,0,0,49.4,1,1,852,1,318,632,181,1154,617,346,761,294,339,420,842,391,625,359,919,356,538,109,586,268,524,307,443,150,13,493,1,44:15
2023-24,203501,Tim Hardaway Jr.,Tim,1610612742,DAL,Dallas Mavericks,0042300405,2024-06-17T00:00:00,DAL @ BOS,L,47.9,0.0,5.6,0.0,0.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.7,0.0,0.0,5.6,0.0,0,0,0.0,1,835,1,835,1386,1355,1484,1355,879,903,879,797,847,797,842,1378,1455,1167,935,701,538,564,26,1106,1400,672,1587,150,13,1588,1,8:37
2023-24,201950,Jrue Holiday,Jrue,1610612738,BOS,Boston Celtics,0042300405,2024-06-17T00:00:00,BOS vs. DAL,W,53.3,8.6,17.3,0.5,1.2,3.7,0.333,0.0,0.0,0.0,4.9,8.6,13.6,4.9,2.5,0.0,1.2,0.0,3.7,0.0,18.5,25.9,43.5,1,0,40.7,1,1,852,1,325,603,685,523,838,1103,525,797,847,797,236,477,322,613,608,701,488,564,791,1106,823,284,748,1,13,774,1,43:08
2023-24,1630702,Jaden Hardy,Jaden,1610612742,DAL,Dallas Mavericks,0042300405,2024-06-17T00:00:00,DAL @ BOS,L,65.4,25.0,50.0,0.5,0.0,0.0,0.0,25.0,50.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,75.0,75.0,75.0,0,0,75.0,1,835,1,835,24,7,5,523,879,1271,879,9,5,632,842,1378,1455,1167,935,701,538,564,1279,6,5,9,98,150,13,57,1,2:37
2023-24,1630202,Payton Pritchard,Payton,1610612738,BOS,Boston Celtics,0042300405,2024-06-17T00:00:00,BOS vs. DAL,W,47.2,33.3,33.3,1.0,33.3,33.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,33.3,100.0,0,0,133.3,1,1,852,1,1464,4,58,1,1,7,1,797,847,797,842,1378,1455,1167,935,701,538,564,1279,1106,3,199,13,150,13,4,1,1:25
2023-24,1628436,Luke Kornet,Luke,1610612738,BOS,Boston Celtics,0042300404,2024-06-14T00:00:00,BOS @ DAL,L,52.0,0.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,0.0,0.0,0.0,0.0,5.3,0.0,0.0,-47.4,15.8,0,0,10.5,1,835,1,835,525,1355,1496,1355,879,1271,879,797,847,797,842,1378,1455,146,935,701,538,564,507,1106,1400,1525,1483,150,13,1539,1,9:53
2023-24,1629052,Oshae Brissett,Oshae,1610612738,BOS,Boston Celtics,0042300404,2024-06-14T00:00:00,BOS @ DAL,L,49.4,6.5,12.9,0.5,3.2,3.2,1.0,6.5,6.5,1.0,3.2,6.5,9.7,0.0,0.0,0.0,3.2,0.0,0.0,3.2,22.6,-6.5,43.9,0,0,41.9,1,835,1,835,1134,872,1054,523,455,1148,1,271,393,1,398,743,619,1167,935,701,175,564,1279,741,631,977,733,150,13,731,1,15:18
2023-24,1630202,Payton Pritchard,Payton,1610612738,BOS,Boston Celtics,0042300404,2024-06-14T00:00:00,BOS @ DAL,L,50.4,11.6,32.6,0.357,2.3,14.0,0.167,0.0,0.0,0.0,0.0,7.0,7.0,7.0,4.7,0.0,0.0,0.0,4.7,0.0,25.6,-14.0,39.8,0,0,41.9,1,835,1,835,913,335,82,1028,639,170,822,797,847,797,842,665,910,381,262,701,538,564,605,1106,508,1149,873,150,13,735,1,21:40
2023-24,1629023,P.J. Washington,P.J.,1610612742,DAL,Dallas Mavericks,0042300404,2024-06-14T00:00:00,DAL vs. BOS,W,47.4,6.9,13.8,0.5,6.9,10.3,0.667,0.0,0.0,0.0,0.0,6.9,6.9,0.0,6.9,0.0,0.0,0.0,13.8,0.0,20.7,37.9,22.1,0,0,34.5,1,1,852,1,1441,812,983,523,103,382,111,797,847,797,842,671,913,1167,95,701,538,564,64,1106,716,172,1369,150,13,984,1,13:45
2023-24,1630214,Xavier Tillman,Xavier,1610612738,BOS,Boston Celtics,0042300404,2024-06-14T00:00:00,BOS @ DAL,L,53.1,7.1,14.3,0.5,0.0,0.0,0.0,7.1,7.1,1.0,7.1,0.0,7.1,7.1,0.0,0.0,0.0,0.0,7.1,14.3,21.4,-92.9,40.7,0,0,35.7,1,835,1,835,349,774,926,523,879,1271,879,228,342,1,126,1378,881,362,935,701,538,564,280,29,676,1647,833,150,13,945,1,7:26
2023-24,1641775,Jordan Walsh,Jordan,1610612738,BOS,Boston Celtics,0042300404,2024-06-14T00:00:00,BOS @ DAL,L,45.1,0.0,16.7,0.0,0.0,8.3,0.0,0.0,0.0,0.0,0.0,8.3,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.3,10.0,0,0,8.3,1,835,1,835,1599,1355,722,1355,879,572,879,797,847,797,842,495,744,1167,935,701,538,564,1279,1106,1400,53,1540,150,13,1558,1,5:25
2023-24,1629674,Neemias Queta,Neemias,1610612738,BOS,Boston Celtics,0042300404,2024-06-14T00:00:00,BOS @ DAL,L,45.1,8.3,8.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3,0.0,0.0,8.3,16.7,58.3,41.7,0,0,33.3,1,835,1,835,1599,635,1362,1,879,1271,879,797,847,797,842,1378,1455,1167,935,701,20,564,1279,189,918,53,796,150,13,1007,1,5:25
2023-24,202693,Markieff Morris,Markieff,1610612742,DAL,Dallas Mavericks,0042300404,2024-06-14T00:00:00,DAL vs. BOS,W,50.0,4.2,20.8,0.2,4.2,12.5,0.333,0.0,0.0,0.0,0.0,16.7,16.7,0.0,4.2,0.0,0.0,0.0,4.2,0.0,12.5,25.0,28.3,0,0,33.3,1,1,852,1,987,1114,461,1290,336,227,525,797,847,797,842,62,170,1167,299,701,538,564,694,1106,1090,294,1220,150,13,1007,1,12:00
2023-24,201950,Jrue Holiday,Jrue,1610612738,BOS,Boston Celtics,0042300404,2024-06-14T00:00:00,BOS @ DAL,L,48.4,6.8,16.9,0.4,3.4,6.8,0.5,0.0,0.0,0.0,0.0,5.1,5.1,3.4,8.5,0.0,1.7,0.0,1.7,0.0,16.9,-64.4,24.7,0,0,32.2,1,835,1,835,1308,831,712,909,438,758,233,797,847,797,842,931,1149,833,57,701,332,564,1189,1106,908,1609,1316,150,13,1067,1,28:33
2023-24,1628467,Maxi Kleber,Maxi,1610612742,DAL,Dallas Mavericks,0042300404,2024-06-14T00:00:00,DAL vs. BOS,W,49.4,2.1,4.3,0.5,2.1,2.1,1.0,4.3,4.3,1.0,0.0,2.1,2.1,2.1,0.0,2.1,0.0,0.0,0.0,6.4,10.6,53.2,22.8,0,0,21.3,1,1,852,1,1125,1318,1517,523,667,1229,1,449,562,1,842,1305,1420,1017,935,409,538,564,1279,346,1175,81,1353,150,13,1369,1,23:13
2023-24,1641726,Dereck Lively II,Dereck,1610612742,DAL,Dallas Mavericks,0042300404,2024-06-14T00:00:00,DAL vs. BOS,W,50.8,9.1,11.4,0.8,2.3,2.3,1.0,4.5,9.1,0.5,15.9,11.4,27.3,0.0,0.0,2.3,0.0,0.0,0.0,6.8,25.0,45.5,64.5,1,0,59.1,1,1,852,1,814,544,1158,116,652,1221,1,434,225,632,19,263,30,1167,935,386,538,564,1279,304,527,129,200,1,13,256,1,22:21
2023-24,1630639,A.J. Lawson,A.J.,1610612742,DAL,Dallas Mavericks,0042300404,2024-06-14T00:00:00,DAL vs. BOS,W,50.1,6.3,12.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,-6.3,12.5,0,0,12.5,1,1,852,1,967,884,1073,523,879,1271,879,797,847,797,842,1378,1455,1167,935,701,538,564,1279,1106,1090,973,1523,150,13,1510,1,8:01
2023-24,201143,Al Horford,Al,1610612738,BOS,Boston Celtics,0042300404,2024-06-14T00:00:00,BOS @ DAL,L,50.0,2.1,2.1,1.0,2.1,2.1,1.0,0.0,0.0,0.0,2.1,4.3,6.4,8.5,2.1,2.1,0.0,0.0,6.4,0.0,6.4,-38.3,31.1,0,0,27.7,1,835,1,835,1008,1318,1545,1,667,1229,1,797,847,797,598,1049,988,259,683,409,538,564,366,1106,1328,1460,1139,150,13,1223,1,23:29
2023-24,1628401,Derrick White,Derrick,1610612738,BOS,Boston Celtics,0042300404,2024-06-14T00:00:00,BOS @ DAL,L,51.2,3.3,13.3,0.25,3.3,13.3,0.25,0.0,0.0,0.0,0.0,6.7,6.7,1.7,0.0,0.0,0.0,0.0,3.3,6.7,10.0,-48.3,20.5,0,0,21.7,1,835,1,835,704,1204,1019,1216,441,191,682,797,847,797,842,695,941,1076,935,701,538,564,873,311,1191,1537,1401,150,13,1361,1,30:43
2023-24,1630531,Jaden Springer,Jaden,1610612738,BOS,Boston Celtics,0042300404,2024-06-14T00:00:00,BOS @ DAL,L,47.2,0.0,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.8,11.8,0.0,0.0,0.0,0.0,0.0,0.0,5.9,0.0,5.9,14.1,0,0,11.8,1,835,1,835,1479,1355,1476,1355,879,1271,879,797,847,797,842,240,444,1167,935,701,538,564,1279,388,1400,665,1510,150,13,1523,1,8:01
2023-24,203939,Dwight Powell,Dwight,1610612742,DAL,Dallas Mavericks,0042300404,2024-06-14T00:00:00,DAL vs. BOS,W,50.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3,12.5,18.8,12.5,6.3,0.0,0.0,0.0,6.3,0.0,0.0,62.5,35.0,0,0,31.3,1,1,852,1,904,1355,1548,1355,879,1271,879,797,847,797,155,187,128,79,129,701,538,564,371,1106,1400,35,1021,150,13,1096,1,8:04
2023-24,1630573,Sam Hauser,Sam,1610612738,BOS,Boston Celtics,0042300404,2024-06-14T00:00:00,BOS @ DAL,L,48.5,12.2,17.1,0.714,9.8,14.6,0.667,0.0,0.0,0.0,2.4,7.3,9.8,0.0,0.0,0.0,0.0,0.0,4.9,2.4,34.1,-48.8,45.9,0,0,53.7,1,835,1,835,1297,295,704,163,43,141,111,797,847,797,541,619,614,1167,935,701,538,564,575,891,240,1542,674,150,13,369,1,19:52
2023-24,1628369,Jayson Tatum,Jayson,1610612738,BOS,Boston Celtics,0042300404,2024-06-14T00:00:00,BOS @ DAL,L,48.3,7.1,17.9,0.4,1.8,7.1,0.25,10.7,10.7,1.0,0.0,8.9,8.9,5.4,5.4,1.8,3.6,1.8,7.1,7.1,26.8,-58.9,56.3,0,0,53.6,1,835,1,835,1319,774,653,909,704,703,682,82,164,1,842,449,692,565,183,462,149,329,280,272,466,1589,379,150,13,370,1,27:04
2023-24,1629029,Luka Dončić,Luka,1610612742,DAL,Dallas Mavericks,0042300404,2024-06-14T00:00:00,DAL vs. BOS,W,49.3,18.2,39.4,0.462,0.0,12.1,0.0,7.6,10.6,0.714,0.0,7.6,7.6,7.6,1.5,4.5,0.0,0.0,4.5,7.6,43.9,45.5,76.5,0,0,68.2,1,1,852,1,1143,53,22,769,879,257,879,208,168,531,842,592,832,338,803,99,538,564,620,247,85,129,87,150,13,121,1,32:32
2023-24,1630182,Josh Green,Josh,1610612742,DAL,Dallas Mavericks,0042300404,2024-06-14T00:00:00,DAL vs. BOS,W,49.3,2.7,5.4,0.5,0.0,0.0,0.0,2.7,8.1,0.333,5.4,8.1,13.5,2.7,0.0,2.7,0.0,2.7,0.0,2.7,8.1,43.2,36.5,0,0,29.7,1,1,852,1,1139,1279,1493,523,879,1271,879,613,285,785,199,538,326,920,935,286,538,192,1279,847,1266,138,977,150,13,1152,1,18:15
2023-24,1641765,Olivier-Maxence Prosper,Olivier-Maxence,1610612742,DAL,Dallas Mavericks,0042300404,2024-06-14T00:00:00,DAL vs. BOS,W,45.1,0.0,16.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.7,16.7,8.3,0.0,0.0,0.0,8.3,0.0,0.0,0.0,-58.3,32.5,0,0,25.0,1,1,852,1,1599,1355,722,1355,879,1271,879,797,847,797,842,62,170,262,935,701,538,23,1279,1106,1400,1588,1102,150,13,1270,1,5:25
2023-24,203957,Danté Exum,Danté,1610612742,DAL,Dallas Mavericks,0042300404,2024-06-14T00:00:00,DAL vs. BOS,W,54.5,16.0,28.0,0.571,8.0,16.0,0.5,0.0,0.0,0.0,0.0,8.0,8.0,0.0,4.0,4.0,0.0,0.0,4.0,0.0,40.0,60.0,57.6,0,0,64.0,1,1,852,1,177,108,170,384,73,109,233,797,847,797,842,550,793,1167,327,138,538,564,729,1106,138,46,344,150,13,175,1,13:37
2023-24,1627884,Derrick Jones Jr.,Derrick,1610612742,DAL,Dallas Mavericks,0042300404,2024-06-14T00:00:00,DAL vs. BOS,W,47.8,5.7,11.4,0.5,2.9,5.7,0.5,0.0,0.0,0.0,0.0,5.7,5.7,0.0,0.0,0.0,2.9,0.0,8.6,0.0,14.3,45.7,29.7,0,0,28.6,1,1,852,1,1391,945,1155,523,503,885,233,797,847,797,842,834,1066,1167,935,701,203,564,184,1106,1030,128,1185,150,13,1180,1,16:45
2023-24,1630702,Jaden Hardy,Jaden,1610612742,DAL,Dallas Mavericks,0042300404,2024-06-14T00:00:00,DAL vs. BOS,W,49.9,7.4,18.5,0.4,3.7,7.4,0.5,0.0,0.0,0.0,3.7,7.4,11.1,14.8,0.0,0.0,0.0,3.7,7.4,0.0,18.5,11.1,54.1,0,0,48.1,1,1,852,1,1012,738,613,909,392,684,233,797,847,797,343,606,486,45,935,701,538,101,257,1106,823,535,429,150,13,531,1,13:29
2023-24,203501,Tim Hardaway Jr.,Tim,1610612742,DAL,Dallas Mavericks,0042300404,2024-06-14T00:00:00,DAL vs. BOS,W,50.0,20.8,29.2,0.714,20.8,29.2,0.714,0.0,0.0,0.0,0.0,12.5,12.5,4.2,0.0,0.0,0.0,0.0,0.0,4.2,62.5,25.0,83.8,0,0,100.0,1,1,852,1,987,22,144,163,4,13,104,797,847,797,842,187,379,698,935,701,538,564,1279,581,10,294,42,150,13,9,1,12:00
2023-24,1627759,Jaylen Brown,Jaylen,1610612738,BOS,Boston Celtics,0042300404,2024-06-14T00:00:00,BOS @ DAL,L,50.6,5.6,22.2,0.25,1.9,9.3,0.2,5.6,7.4,0.75,0.0,1.9,1.9,3.7,3.7,0.0,0.0,1.9,5.6,5.6,18.5,-51.9,22.6,0,0,25.9,1,835,1,835,866,960,389,1216,696,487,772,326,324,480,842,1324,1428,777,382,701,538,321,466,420,823,1567,1357,150,13,1258,1,27:18
2023-24,1629655,Daniel Gafford,Daniel,1610612742,DAL,Dallas Mavericks,0042300404,2024-06-14T00:00:00,DAL vs. BOS,W,49.4,5.0,10.0,0.5,0.0,0.0,0.0,25.0,30.0,0.833,5.0,15.0,20.0,0.0,5.0,0.0,5.0,0.0,5.0,20.0,35.0,60.0,69.0,0,0,65.0,1,1,852,1,1123,1019,1246,523,879,1271,879,9,12,420,224,109,99,1167,213,701,85,564,549,11,222,46,149,150,13,156,1,9:53
2023-24,202681,Kyrie Irving,Kyrie,1610612742,DAL,Dallas Mavericks,0042300404,2024-06-14T00:00:00,DAL vs. BOS,W,48.7,15.9,28.6,0.556,1.6,9.5,0.167,0.0,0.0,0.0,1.6,4.8,6.3,9.5,1.6,0.0,0.0,3.2,1.6,3.2,33.3,44.4,53.7,0,0,50.8,1,1,852,1,1259,112,153,430,743,457,822,797,847,797,674,972,994,203,790,701,538,139,1202,749,251,133,446,150,13,434,1,30:40
