team_id,team_name,gp,w,l,w_pct,min,opp_fgm,opp_fga,opp_fg_pct,opp_fg3m,opp_fg3a,opp_fg3_pct,opp_ftm,opp_fta,opp_ft_pct,opp_oreb,opp_dreb,opp_reb,opp_ast,opp_tov,opp_stl,opp_blk,opp_blka,opp_pf,opp_pfd,opp_pts,plus_minus,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,opp_fgm_rank,opp_fga_rank,opp_fg_pct_rank,opp_fg3m_rank,opp_fg3a_rank,opp_fg3_pct_rank,opp_ftm_rank,opp_fta_rank,opp_ft_pct_rank,opp_oreb_rank,opp_dreb_rank,opp_reb_rank,opp_ast_rank,opp_tov_rank,opp_stl_rank,opp_blk_rank,opp_blka_rank,opp_pf_rank,opp_pfd_rank,opp_pts_rank,plus_minus_rank,team
1610612737,Atlanta Hawks,82,43,39,0.524,49.1,39.3,88.4,0.444,11.0,30.9,0.357,15.8,20.5,0.772,10.8,33.6,44.5,23.7,15.6,9.1,5.2,4.9,21.9,18.4,105.4,0.9,1,11,11,11,20,6,21,5,28,28,16,3,3,16,24,10,14,18,2,29,19,16,27,27,4,19,ATLANTA HAWKS
1610612738,Boston Celtics,82,53,29,0.646,49.4,39.6,87.9,0.45,9.2,27.6,0.332,19.6,25.5,0.769,11.0,34.6,45.6,23.1,14.3,7.8,5.3,4.2,20.8,21.1,107.9,-2.7,1,4,4,4,18,9,18,9,7,18,2,26,26,9,27,22,24,16,16,14,23,22,20,11,14,8,BOSTON CELTICS
1610612751,Brooklyn Nets,82,20,62,0.244,47.2,40.8,89.0,0.458,9.7,26.7,0.366,18.9,24.5,0.772,10.8,35.4,46.2,22.6,13.0,9.3,5.5,4.6,20.0,20.6,110.2,6.6,1,30,30,30,30,22,25,18,12,10,22,20,19,15,22,25,27,10,27,30,28,19,10,15,23,28,BROOKLYN NETS
1610612766,Charlotte Hornets,82,36,46,0.439,50.0,40.8,89.4,0.456,12.0,32.5,0.369,14.6,18.9,0.776,9.2,36.7,45.9,25.4,13.5,6.8,5.7,4.9,20.6,17.1,108.2,-0.2,1,20,20,20,11,24,27,15,30,30,25,1,1,21,2,27,25,29,22,1,30,15,17,30,16,15,CHARLOTTE HORNETS
1610612741,Chicago Bulls,82,41,41,0.5,50.0,40.9,89.6,0.456,9.2,26.8,0.345,15.1,19.6,0.77,10.6,34.1,44.7,24.5,13.9,7.6,4.8,5.0,19.5,18.4,106.1,-0.4,1,15,15,15,12,25,28,14,8,11,6,2,2,11,19,17,17,25,20,11,11,13,8,28,5,14,CHICAGO BULLS
1610612739,Cleveland Cavaliers,82,51,31,0.622,49.6,41.6,90.8,0.458,10.6,29.3,0.361,15.8,20.5,0.773,11.2,34.0,45.2,25.2,12.9,7.5,4.4,4.1,21.1,18.5,109.6,-3.3,1,5,5,5,16,28,30,16,26,23,18,5,4,20,28,14,21,28,29,9,8,26,23,26,21,7,CLEVELAND CAVALIERS
1610612742,Dallas Mavericks,82,33,49,0.402,51.6,39.6,84.5,0.469,10.3,27.0,0.38,18.4,23.8,0.772,9.5,38.1,47.6,22.7,16.0,7.0,3.7,4.0,20.7,20.4,107.8,3.1,1,22,22,22,3,10,2,27,21,13,29,15,13,18,5,30,29,13,1,3,2,27,19,16,13,23,DALLAS MAVERICKS
1610612743,Denver Nuggets,82,40,42,0.488,48.4,42.3,88.7,0.477,9.9,26.4,0.375,17.2,22.0,0.782,9.4,31.5,41.0,24.1,12.0,8.3,4.9,4.0,20.2,19.2,111.7,-0.5,1,18,18,18,26,30,24,29,14,8,28,9,9,26,4,2,1,22,30,22,14,28,16,22,28,13,DENVER NUGGETS
1610612765,Detroit Pistons,82,37,45,0.451,50.2,39.8,86.6,0.46,9.7,26.6,0.366,17.1,21.9,0.78,8.3,36.3,44.6,24.4,13.3,7.0,4.3,3.9,18.2,18.6,106.5,1.2,1,19,19,19,10,17,10,20,11,9,21,7,7,25,1,26,15,24,25,4,7,30,1,25,8,21,DETROIT PISTONS
1610612744,Golden State Warriors,82,67,15,0.817,47.8,38.4,88.3,0.435,8.9,27.5,0.324,17.5,23.0,0.761,11.6,31.5,43.1,22.5,15.4,8.5,3.8,6.7,19.2,19.1,103.3,-11.5,1,1,1,1,27,2,20,1,4,16,1,11,11,3,29,1,4,9,5,24,3,1,5,23,2,1,GOLDEN STATE WARRIORS
