PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,DEF_RATING,DREB,DREB_PCT,PCT_DREB,STL,PCT_STL,BLK,PCT_BLK,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,DEF_WS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,DEF_RATING_RANK,DREB_RANK,DREB_PCT_RANK,PCT_DREB_RANK,STL_RANK,PCT_STL_RANK,BLK_RANK,PCT_BLK_RANK,OPP_PTS_OFF_TOV_RANK,OPP_PTS_2ND_CHANCE_RANK,OPP_PTS_FB_RANK,OPP_PTS_PAINT_RANK,DEF_WS_RANK
1630639,A.J. Lawson,A.J.,1610612742,DAL,23.0,10,7,3,0.7,29.94333333333333,109.8,3.2,0.067,0.105,0.0,0.0,1.6,1.0,12.8,4.8,9.6,35.3,-1.277,56,37,53,25,162,100,187,188,185,162,162,40,1,88,31,51,36,119
1631260,AJ Green,AJ,1610612749,MIL,24.0,6,2,4,0.333,67.42333333333333,111.6,6.4,0.127,0.18,0.0,0.0,0.0,0.0,10.7,11.4,8.5,44.1,-1.341,95,101,84,113,135,124,97,98,113,162,162,142,142,53,108,36,124,140
203932,Aaron Gordon,Aaron,1610612743,DEN,28.0,12,7,5,0.583,444.77166666666665,112.9,5.5,0.122,0.173,1.1,0.179,0.8,0.175,15.2,10.8,14.8,53.3,-1.316,43,37,161,54,27,132,119,107,117,110,104,97,88,135,94,155,194,128
1630174,Aaron Nesmith,Aaron,1610612754,IND,24.0,17,8,9,0.471,559.3616666666667,117.7,5.6,0.12,0.19,0.9,0.177,0.8,0.164,14.1,13.2,11.0,45.7,-1.447,17,24,200,84,12,177,114,110,99,123,107,96,96,111,142,86,140,174
1630598,Aaron Wiggins,Aaron,1610612760,OKC,25.0,10,6,4,0.6,156.87833333333333,100.0,7.0,0.122,0.2,1.8,0.231,0.9,0.158,13.5,20.2,9.2,39.8,-0.973,56,51,84,36,90,55,78,106,92,50,66,77,97,96,201,45,67,55
201143,Al Horford,Al,1610612738,BOS,38.0,19,16,3,0.842,574.8883333333333,106.6,8.2,0.177,0.252,1.3,0.192,1.3,0.25,12.9,9.4,9.6,49.3,-1.143,9,1,53,10,11,79,52,50,56,91,93,53,58,89,68,50,172,73
202692,Alec Burks,Alec,1610612752,NYK,32.0,6,2,4,0.333,120.55166666666666,128.5,6.4,0.165,0.262,0.4,0.077,0.4,0.125,10.4,11.1,13.1,54.9,-1.741,95,101,84,113,113,203,98,60,52,157,154,118,111,47,106,126,197,204
1629599,Amir Coffey,Amir,1610612746,LAC,27.0,6,2,4,0.333,112.22666666666667,112.9,3.4,0.071,0.123,0.9,0.154,0.4,0.125,15.4,15.4,12.8,51.3,-1.362,95,101,84,113,118,133,180,180,167,131,122,115,111,142,172,115,181,148
1641748,Andre Jackson Jr.,Andre,1610612749,MIL,22.0,5,1,4,0.2,59.693333333333335,106.6,4.8,0.09,0.146,4.0,0.625,0.8,0.167,8.8,12.9,8.8,33.8,-1.198,122,136,84,157,142,77,137,159,145,5,6,90,92,33,135,40,27,86
1629614,Andrew Nembhard,Andrew,1610612754,IND,24.0,17,8,9,0.471,554.2733333333333,119.4,3.6,0.076,0.118,0.5,0.103,0.3,0.08,12.7,15.2,9.7,45.7,-1.475,17,24,200,84,13,184,171,174,171,149,147,125,122,83,169,53,141,179
1641710,Anthony Black,Anthony,1610612753,ORL,20.0,2,2,0,1.0,10.766666666666667,133.3,4.5,0.143,0.2,4.5,1.0,0.0,0.0,44.6,0.0,17.8,62.4,-1.804,192,101,1,1,190,207,154,83,92,4,1,142,142,211,1,189,208,207
203076,Anthony Davis,Anthony,1610612747,LAL,31.0,5,1,4,0.2,207.92166666666665,114.8,14.5,0.297,0.438,0.5,0.069,1.8,0.444,11.1,13.6,15.7,54.5,-1.36,122,136,84,157,64,158,11,11,12,154,158,29,25,57,148,167,196,147
1630162,Anthony Edwards,Anthony,1610612750,MIN,22.0,16,9,7,0.563,648.6033333333334,110.6,7.0,0.157,0.216,1.8,0.24,0.7,0.148,15.7,9.5,11.0,43.4,-1.243,24,18,184,65,8,113,82,67,87,53,60,102,102,145,72,87,112,100
1630559,Austin Reaves,Austin,1610612747,LAL,26.0,5,1,4,0.2,174.11833333333334,116.3,3.9,0.078,0.119,1.9,0.318,0.8,0.188,8.8,15.7,13.0,57.9,-1.391,122,136,84,157,82,167,165,167,169,44,32,85,84,32,176,119,202,158
1628389,Bam Adebayo,Bam,1610612748,MIA,26.0,5,1,4,0.2,192.51166666666666,113.8,9.0,0.2,0.31,0.5,0.091,0.0,0.0,11.7,12.7,6.7,43.4,-1.336,122,136,84,157,69,145,43,32,25,151,149,142,142,62,129,25,113,138
1641767,Ben Sheppard,Ben,1610612754,IND,22.0,17,8,9,0.471,334.5366666666667,113.8,5.9,0.12,0.185,1.1,0.242,0.1,0.029,14.5,16.6,11.6,49.9,-1.394,17,24,200,84,46,146,107,111,105,100,57,141,141,121,182,96,175,161
1626171,Bobby Portis,Bobby,1610612749,MIL,29.0,6,2,4,0.333,186.85166666666666,114.7,13.4,0.277,0.391,0.8,0.136,0.3,0.143,12.6,12.1,9.2,41.6,-1.322,95,101,84,113,72,157,13,12,14,139,133,137,105,79,115,47,86,132
202711,Bojan Bogdanović,Bojan,1610612752,NYK,35.0,4,3,1,0.75,50.77,86.0,10.4,0.19,0.289,0.0,0.0,0.9,0.167,4.7,12.3,4.7,37.8,-0.605,141,86,7,19,148,23,23,40,35,162,162,74,92,17,121,21,49,24
1629626,Bol Bol,Bol,1610612756,PHX,24.0,3,0,3,0.0,13.04,88.0,14.7,0.444,1.0,3.7,0.25,0.0,0.0,7.4,14.7,0.0,44.2,-0.622,171,174,53,174,184,26,10,5,1,7,53,142,142,23,163,1,127,25
1630538,Bones Hyland,Bones,1610612746,LAC,23.0,3,0,3,0.0,11.895,116.0,8.1,0.167,0.286,0.0,0.0,0.0,0.0,8.1,20.2,8.1,48.4,-1.518,171,174,53,174,186,166,55,58,38,162,162,142,142,27,200,32,161,186
203078,Bradley Beal,Bradley,1610612756,PHX,31.0,4,0,4,0.0,154.155,122.4,1.6,0.035,0.064,0.9,0.111,0.3,0.083,20.9,15.6,11.8,51.7,-1.589,141,174,84,174,92,193,200,200,199,126,143,128,120,188,174,100,184,192
1630527,Brandon Boston,Brandon,1610612746,LAC,22.0,3,0,3,0.0,9.683333333333334,114.3,5.0,0.1,0.167,0.0,0.0,0.0,0.0,9.9,24.8,9.9,39.7,-1.515,171,174,53,174,196,151,131,142,119,162,162,142,142,41,211,56,65,184
