season,player_id,player,nickname,team_id,team,team_name,game_id,game_date,matchup,wl,min,e_off_rating,off_rating,sp_work_off_rating,e_def_rating,def_rating,sp_work_def_rating,e_net_rating,net_rating,sp_work_net_rating,ast_pct,ast_to,ast_ratio,oreb_pct,dreb_pct,reb_pct,tm_tov_pct,e_tov_pct,efg_pct,ts_pct,usg_pct,e_usg_pct,e_pace,pace,pace_per40,sp_work_pace,pie,poss,fgm,fga,fgm_pg,fga_pg,fg_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,e_off_rating_rank,off_rating_rank,sp_work_off_rating_rank,e_def_rating_rank,def_rating_rank,sp_work_def_rating_rank,e_net_rating_rank,net_rating_rank,sp_work_net_rating_rank,ast_pct_rank,ast_to_rank,ast_ratio_rank,oreb_pct_rank,dreb_pct_rank,reb_pct_rank,tm_tov_pct_rank,e_tov_pct_rank,efg_pct_rank,ts_pct_rank,usg_pct_rank,e_usg_pct_rank,e_pace_rank,pace_rank,sp_work_pace_rank,pie_rank,fgm_rank,fga_rank,fgm_pg_rank,fga_pg_rank,fg_pct_rank,available_flag,min_sec,season_start,season_end
2017-18,1627755,Tyler Ulis,Tyler,1610612756,PHX,Phoenix Suns,21701216,2018-04-10T00:00:00,PHX @ DAL,W,28.4,117.4,118.5,118.5,106.2,112.7,112.7,11.2,5.8,5.8,0.381,4.0,38.1,0.0,0.0,0.0,0.095,0.094,0.0055000000000000005,0.00618,0.22,0.232,95.31,92.0,76.67,92.0,0.135,54,5,10,5.0,10.0,0.5,1,1,1,1,8638,6482,6012,6012,12981,16633,16633,7967,10144,10144,1555,1077,2022,12711,22415,23339,14359,14352,10473,9050,7973,7398,19377,22976,22976,7416,6480,7776,6480,7776,8363,1.0,28:26,2017,2018
2017-18,1627885,Shaquille Harrison,Shaquille,1610612756,PHX,Phoenix Suns,21701216,2018-04-10T00:00:00,PHX @ DAL,W,35.6,136.9,137.8,137.8,86.9,86.5,86.5,50.1,51.4,51.4,0.323,2.5,38.5,0.048,0.058,0.055,0.154,0.152,0.0072699999999999996,0.00731,0.198,0.205,99.84,99.73,83.11,99.73,0.154,74,8,11,8.0,11.0,0.727,1,1,1,1,2635,1210,1088,1088,3709,3546,3546,804,802,803,2694,3236,1967,8090,19828,16995,19301,19365,4469,4914,10726,10380,12210,12219,12219,5493,1983,6432,1983,6432,2520,1.0,35:37,2017,2018
2017-18,203458,Alex Len,Alex,1610612756,PHX,Phoenix Suns,21701216,2018-04-10T00:00:00,PHX @ DAL,W,26.9,117.8,113.5,113.5,105.1,107.7,107.7,12.7,5.8,5.8,0.375,3.0,30.0,0.059,0.118,0.098,0.1,0.10099999999999999,0.008,0.0076500000000000005,0.255,0.259,92.27,92.85,77.37,92.85,0.185,52,8,10,8.0,10.0,0.8,1,1,1,1,10008,6272,8495,8495,12370,13733,13733,7454,10149,10149,1596,1957,3962,6587,13150,9569,14550,15143,2753,3798,4724,4923,22701,22207,22207,3235,1983,7776,1983,7776,1473,1.0,26:53,2017,2018
2017-18,1628409,Alec Peters,Alec,1610612756,PHX,Phoenix Suns,21701216,2018-04-10T00:00:00,PHX @ DAL,W,28.4,137.6,137.9,137.9,101.6,107.1,107.1,35.9,30.8,30.8,0.111,2.0,8.3,0.056,0.19,0.15,0.042,0.04,0.008,0.00827,0.344,0.372,99.1,96.39,80.33,96.39,0.296,58,12,20,12.0,20.0,0.6,1,1,1,1,8678,1150,1077,1077,10338,13415,13415,1985,2675,2675,12213,3783,16600,7014,6631,4135,9665,9649,2753,2647,755,556,13451,17664,17664,458,266,746,266,746,5255,1.0,28:23,2017,2018
2017-18,1627733,Dragan Bender,Dragan,1610612756,PHX,Phoenix Suns,21701216,2018-04-10T00:00:00,PHX @ DAL,W,37.7,139.3,140.0,140.0,98.6,97.3,97.3,40.7,42.7,42.7,0.057,1.0,18.2,0.043,0.226,0.171,0.182,0.177,0.01083,0.010249999999999999,0.11,0.117,95.02,95.41,79.51,95.41,0.139,75,5,6,5.0,6.0,0.833,1,1,1,1,1329,985,876,876,8495,7692,7692,1467,1328,1328,17158,7446,9843,8697,4568,2852,20987,20932,364,553,21651,21249,19750,19103,19105,6981,6480,14536,6480,14536,1301,1.0,37:44,2017,2018
2017-18,1628432,Davon Reed,Davon,1610612756,PHX,Phoenix Suns,21701216,2018-04-10T00:00:00,PHX @ DAL,W,11.1,96.2,86.4,86.4,130.1,133.3,133.3,-34.0,-47.0,-47.0,0.0,0.0,0.0,0.0,0.077,0.045,0.25,0.25,0.00333,0.00333,0.167,0.184,88.99,92.69,77.25,92.69,-0.047,22,1,3,1.0,3.0,0.333,1,1,1,1,22198,18111,21854,21854,23320,23844,23844,23106,24487,24487,18867,13554,18867,12711,17585,18579,23372,23467,18810,20382,14648,13217,24658,22363,22363,24573,19115,20118,19115,20118,17065,1.0,11:08,2017,2018
2017-18,1627863,Danuel House Jr.,Danuel,1610612756,PHX,Phoenix Suns,21701216,2018-04-10T00:00:00,PHX @ DAL,W,39.9,132.6,132.5,132.5,96.2,96.2,96.2,36.5,36.3,36.3,0.088,3.0,17.6,0.038,0.13,0.1,0.059000000000000004,0.059000000000000004,0.00625,0.00621,0.165,0.167,95.62,95.64,79.7,95.64,0.105,80,7,12,7.0,12.0,0.583,1,1,1,1,543,1789,1806,1806,7264,7137,7137,1907,1896,1896,14459,1957,10260,9499,11952,9123,10755,10923,7288,8942,15196,15451,18950,18781,18781,10956,3042,5302,3042,5302,6158,1.0,39:54,2017,2018
2017-18,201162,Jared Dudley,Jared,1610612756,PHX,Phoenix Suns,21701216,2018-04-10T00:00:00,PHX @ DAL,W,31.9,133.0,134.9,134.9,102.5,104.8,104.8,30.5,30.2,30.2,0.133,4.0,40.0,0.0,0.136,0.09,0.1,0.10099999999999999,0.005,0.00512,0.088,0.089,96.49,94.75,78.96,94.75,0.063,63,2,4,2.0,4.0,0.5,1,1,1,1,5623,1738,1422,1422,10827,12064,12064,2721,2777,2777,10699,1077,1623,12711,11168,10911,14550,15143,11406,13611,23286,23375,17739,19984,19984,16550,15444,18324,15444,18324,8363,1.0,31:55,2017,2018
2017-18,1628409,Alec Peters,Alec,1610612756,PHX,Phoenix Suns,21701203,2018-04-08T00:00:00,PHX vs. GSW,L,10.5,113.1,108.0,108.0,106.9,100.0,100.0,6.2,8.0,8.0,0.0,0.0,0.0,0.0,0.083,0.037,0.0,0.0,0.01,0.01,0.143,0.149,110.7,117.13,97.61,117.13,0.12,25,3,4,3.0,4.0,0.75,1,13054,13054,13054,22461,8624,11524,11524,13420,8513,8513,9960,9197,9197,18867,13554,18867,12711,16853,20159,1,1,417,650,17926,17888,1381,614,617,9174,12053,18324,12053,18324,1914,1.0,10:27,2017,2018
2017-18,1627755,Tyler Ulis,Tyler,1610612756,PHX,Phoenix Suns,21701203,2018-04-08T00:00:00,PHX vs. GSW,L,36.9,96.2,101.2,101.2,117.1,114.8,114.8,-21.0,-13.6,-13.6,0.37,2.5,32.3,0.024,0.029,0.026,0.129,0.13,0.00367,0.00447,0.226,0.225,107.16,105.41,87.84,105.41,0.063,81,5,15,5.0,15.0,0.333,1,13054,13054,13054,1771,18129,15373,15373,18976,17763,17763,20396,18100,18100,1724,3236,3566,12380,22099,21814,17610,17688,18221,17029,7330,8145,3020,4615,4615,16528,6480,2788,6480,2788,17065,1.0,36:53,2017,2018
