season,player_id,player,nickname,team_id,team,team_name,game_id,game_date,matchup,wl,min,pct_fga_2pt,pct_fga_3pt,pct_pts_2pt,pct_pts_2pt_mr,pct_pts_3pt,pct_pts_fb,pct_pts_ft,pct_pts_off_tov,pct_pts_paint,pct_ast_2pm,pct_uast_2pm,pct_ast_3pm,pct_uast_3pm,pct_ast_fgm,pct_uast_fgm,fgm,fga,fg_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pct_fga_2pt_rank,pct_fga_3pt_rank,pct_pts_2pt_rank,pct_pts_2pt_mr_rank,pct_pts_3pt_rank,pct_pts_fb_rank,pct_pts_ft_rank,pct_pts_off_tov_rank,pct_pts_paint_rank,pct_ast_2pm_rank,pct_uast_2pm_rank,pct_ast_3pm_rank,pct_uast_3pm_rank,pct_ast_fgm_rank,pct_uast_fgm_rank,fgm_rank,fga_rank,fg_pct_rank,available_flag,min_sec,season_start,season_end
2016-17,1626167,Myles Turner,Myles,1610612754,IND,Indiana Pacers,21601226,2017-04-12T00:00:00,IND vs. ATL,W,32.8,0.929,0.071,0.778,0.0,0.0,0.111,0.222,0.222,0.778,0.571,0.429,0.0,0.0,0.571,0.429,7,14,0.5,1,1,1,1,5070,6790,18175,7259,10490,12221,8551,6866,6427,4248,9155,11590,11240,2859,12608,9837,3047,3546,8149,1,32:50,2016,2017
2016-17,101145,Monta Ellis,Monta,1610612754,IND,Indiana Pacers,21601226,2017-04-12T00:00:00,IND vs. ATL,W,23.7,0.75,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0.0,1,1,1,1,12896,10541,13504,20905,10490,12221,9921,13946,11896,19010,16049,15456,11240,2859,20088,15925,22732,18194,22732,1,23:40,2016,2017
2016-17,201166,Aaron Brooks,Aaron,1610612754,IND,Indiana Pacers,21601226,2017-04-12T00:00:00,IND vs. ATL,W,16.9,0.333,0.667,0.4,0.0,0.6,0.0,0.0,0.0,0.4,0.0,1.0,1.0,0.0,0.5,0.5,2,3,0.667,1,1,1,1,18482,21578,2555,15824,10490,2841,9921,13946,11896,11362,16049,1,1,2859,13072,6755,15070,20108,2938,1,16:53,2016,2017
2016-17,101139,CJ Miles,CJ,1610612754,IND,Indiana Pacers,21601226,2017-04-12T00:00:00,IND vs. ATL,W,20.7,0.125,0.875,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3,8,0.375,1,1,1,1,15370,23841,1144,20905,10490,1,9921,13946,11896,19010,16049,15456,1,2859,1,15925,11660,10580,15774,1,20:42,2016,2017
2016-17,201152,Thaddeus Young,Thaddeus,1610612754,IND,Indiana Pacers,21601226,2017-04-12T00:00:00,IND vs. ATL,W,36.1,1.0,0.0,0.889,0.0,0.0,0.111,0.111,0.556,0.889,1.0,0.0,0.0,0.0,1.0,0.0,4,8,0.5,1,1,1,1,2446,1,18442,5230,10490,12221,8551,11502,1156,3096,1,15456,11240,2859,1,15925,8702,10580,8149,1,36:09,2016,2017
2016-17,202338,Kevin Seraphin,Kevin,1610612754,IND,Indiana Pacers,21601226,2017-04-12T00:00:00,IND vs. ATL,W,15.2,1.0,0.0,0.75,0.0,0.0,0.0,0.25,0.5,0.75,1.0,0.0,0.0,0.0,1.0,0.0,3,8,0.375,1,1,1,1,19697,1,18442,7622,10490,12221,9921,5704,1261,4426,1,15456,11240,2859,1,15925,11660,10580,15774,1,15:10,2016,2017
2016-17,201952,Jeff Teague,Jeff,1610612754,IND,Indiana Pacers,21601226,2017-04-12T00:00:00,IND vs. ATL,W,32.0,0.778,0.222,0.526,0.211,0.158,0.0,0.316,0.105,0.316,0.0,1.0,0.0,1.0,0.0,1.0,6,9,0.667,1,1,1,1,5735,10013,14744,13202,6302,11494,9921,4354,10729,14230,16049,1,11240,1,20088,1,4424,8880,2938,1,32:00,2016,2017
2016-17,202362,Lance Stephenson,Lance,1610612754,IND,Indiana Pacers,21601226,2017-04-12T00:00:00,IND vs. ATL,W,22.9,0.857,0.143,1.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2,7,0.286,1,1,1,1,13497,7988,16739,1,10490,12221,9921,13946,1261,1,16049,1,11240,2859,20088,1,15070,12283,19320,1,22:56,2016,2017
2016-17,202331,Paul George,Paul,1610612754,IND,Indiana Pacers,21601226,2017-04-12T00:00:00,IND vs. ATL,W,39.7,0.524,0.476,0.438,0.25,0.469,0.0,0.093,0.25,0.188,0.286,0.714,0.8,0.2,0.5,0.5,12,21,0.571,1,1,1,1,647,17592,7421,15459,4973,5600,9921,12378,5385,17361,14316,6429,9415,2719,13072,6755,304,607,6176,1,39:40,2016,2017
2016-17,202362,Lance Stephenson,Lance,1610612754,IND,Indiana Pacers,21601203,2017-04-10T00:00:00,IND @ PHI,W,21.0,1.0,0.0,1.0,0.333,0.0,0.0,0.0,0.0,0.667,0.333,0.667,0.0,0.0,0.333,0.667,3,7,0.429,1,1,1,1,15146,1,18442,1,3210,12221,9921,13946,11896,5318,13027,6639,11240,2859,17098,4442,11660,12283,13168,1,20:57,2016,2017
