team_id,team_name,gp,w,l,w_pct,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,tov,stl,blk,blka,pf,pfd,pts,plus_minus,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,fgm_rank,fga_rank,fg_pct_rank,fg3m_rank,fg3a_rank,fg3_pct_rank,ftm_rank,fta_rank,ft_pct_rank,oreb_rank,dreb_rank,reb_rank,ast_rank,tov_rank,stl_rank,blk_rank,blka_rank,pf_rank,pfd_rank,pts_rank,plus_minus_rank,team
1610612738,Boston Celtics,5,1,4,0.2,20.616666666666667,16.3,74.5,0.219,2.3,30.3,0.077,25.6,30.3,0.846,11.6,34.9,46.6,7.0,11.6,0.0,4.7,2.3,21.0,21.0,60.5,-34.9,5,9,13,11,6,16,12,16,14,10,14,8,9,6,7,3,4,15,9,11,9,5,3,10,16,11,BOSTON CELTICS
1610612739,Cleveland Cavaliers,4,1,3,0.25,8.31,46.2,75.1,0.615,17.3,23.1,0.75,34.7,34.7,1.0,0.0,17.3,17.3,17.3,11.6,5.8,5.8,11.6,23.1,28.9,144.4,0.0,8,9,9,10,12,2,11,1,5,15,1,3,6,1,14,15,15,10,7,8,8,15,8,3,2,6,CLEVELAND CAVALIERS
1610612743,Denver Nuggets,8,4,4,0.5,35.135,31.4,84.7,0.371,13.7,43.7,0.313,27.3,38.3,0.714,19.1,31.4,50.5,12.3,12.3,6.8,1.4,10.9,19.1,26.0,103.8,-2.7,4,4,13,6,4,11,5,10,9,4,13,7,5,11,1,7,2,14,10,6,13,13,2,6,8,8,DENVER NUGGETS
1610612765,Detroit Pistons,5,2,3,0.4,21.585,37.8,68.9,0.548,8.9,17.8,0.5,22.2,31.1,0.714,6.7,35.6,42.3,20.0,22.2,4.4,6.7,2.2,22.2,22.2,106.7,-17.8,5,7,9,9,5,5,15,3,13,16,4,10,8,11,12,2,7,6,15,10,7,4,6,8,7,10,DETROIT PISTONS
1610612744,Golden State Warriors,4,3,1,0.75,10.121666666666666,33.2,99.6,0.333,14.2,42.7,0.333,33.2,33.2,1.0,19.0,28.5,47.4,28.5,4.7,0.0,9.5,9.5,28.5,28.5,113.8,14.2,8,6,1,3,11,10,1,11,6,5,10,5,7,1,2,8,3,2,2,11,3,12,14,4,6,5,GOLDEN STATE WARRIORS
1610612745,Houston Rockets,3,0,3,0.0,6.833333333333333,21.1,63.2,0.333,14.0,28.1,0.5,14.0,14.0,1.0,0.0,28.1,28.1,14.0,7.0,0.0,7.0,14.0,21.1,21.1,70.2,-84.3,11,12,9,12,14,15,16,11,7,13,4,11,11,1,14,9,13,12,4,11,6,16,4,9,12,15,HOUSTON ROCKETS
1610612754,Indiana Pacers,11,9,2,0.818,38.57666666666667,44.8,97.1,0.462,13.7,37.3,0.367,32.4,38.6,0.839,14.9,27.4,42.3,16.2,5.0,11.2,10.0,7.5,24.9,24.9,135.6,26.1,1,1,5,1,2,3,2,5,8,7,8,6,4,7,4,11,6,11,3,2,2,9,10,7,3,2,INDIANA PACERS
1610612746,LA Clippers,4,2,2,0.5,18.62833333333333,38.7,69.6,0.556,12.9,30.9,0.417,7.7,10.3,0.75,7.7,20.6,28.3,18.0,18.0,15.5,7.7,0.0,28.3,15.5,97.9,-2.6,8,7,5,6,7,4,14,2,10,9,7,12,14,10,9,14,12,8,14,1,5,1,13,13,10,7,LA CLIPPERS
1610612747,Los Angeles Lakers,3,0,3,0.0,10.5,22.9,73.1,0.313,18.3,54.9,0.333,0.0,4.6,0.0,4.6,22.9,27.4,18.3,9.1,0.0,9.1,0.0,27.4,18.3,64.0,-91.4,11,12,9,12,10,13,13,14,4,1,10,15,15,15,13,12,14,7,5,11,4,1,12,12,15,16,LOS ANGELES LAKERS
1610612763,Memphis Grizzlies,2,0,2,0.0,6.943333333333333,27.7,83.0,0.333,20.7,48.4,0.429,6.9,13.8,0.5,6.9,34.6,41.5,20.7,27.7,6.9,0.0,6.9,55.3,20.7,83.0,-41.5,13,12,5,12,13,12,7,11,3,2,6,13,12,13,11,4,9,5,16,5,14,8,16,11,11,13,MEMPHIS GRIZZLIES
