player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,usg_pct,pct_fgm,pct_fga,pct_fg3m,pct_fg3a,pct_ftm,pct_fta,pct_oreb,pct_dreb,pct_reb,pct_ast,pct_tov,pct_stl,pct_blk,pct_blka,pct_pf,pct_pfd,pct_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,usg_pct_rank,pct_fgm_rank,pct_fga_rank,pct_fg3m_rank,pct_fg3a_rank,pct_ftm_rank,pct_fta_rank,pct_oreb_rank,pct_dreb_rank,pct_reb_rank,pct_ast_rank,pct_tov_rank,pct_stl_rank,pct_blk_rank,pct_blka_rank,pct_pf_rank,pct_pfd_rank,pct_pts_rank,team
1630162,Anthony Edwards,Anthony,1610612750,MIN,22.0,16,9,7,0.563,649.0,0.289,0.294,0.286,0.289,0.258,0.336,0.317,0.124,0.216,0.193,0.326,0.319,0.24,0.148,0.176,0.13,0.248,0.3,24,18,184,65,8,14,23,14,42,61,31,35,124,87,99,29,193,60,102,127,51,55,21,MIN
1630183,Jaden McDaniels,Jaden,1610612750,MIN,23.0,16,9,7,0.563,537.0,0.143,0.161,0.151,0.18,0.154,0.132,0.132,0.212,0.091,0.124,0.067,0.133,0.173,0.316,0.145,0.229,0.139,0.159,24,18,184,65,16,129,113,134,96,145,106,113,75,195,173,169,88,111,45,113,136,121,111,MIN
1629162,Jordan McLaughlin,Jordan,1610612750,MIN,28.0,6,4,2,0.667,30.0,0.164,0.083,0.164,0.0,0.2,0.0,0.167,0.0,0.154,0.121,0.111,0.333,0.0,0.0,0.0,0.1,0.2,0.062,95,80,25,26,163,109,183,122,154,103,162,95,176,134,176,137,195,162,142,1,35,74,194,MIN
1631169,Josh Minott,Josh,1610612750,MIN,21.0,5,3,2,0.6,18.0,0.196,0.154,0.265,0.667,0.357,0.0,0.0,0.2,0.267,0.25,0.375,0.0,0.0,0.0,0.667,0.286,0.125,0.158,122,86,25,36,173,74,118,27,2,15,162,165,79,48,57,15,1,162,142,208,174,133,113,MIN
1626157,Karl-Anthony Towns,Karl-Anthony,1610612750,MIN,28.0,16,9,7,0.563,522.0,0.245,0.255,0.254,0.242,0.241,0.317,0.279,0.31,0.311,0.311,0.164,0.214,0.154,0.064,0.328,0.253,0.275,0.264,24,18,184,65,18,38,40,33,70,76,34,43,49,24,37,101,148,122,131,180,158,44,31,MIN
203937,Kyle Anderson,Kyle,1610612750,MIN,30.0,15,8,7,0.533,231.0,0.137,0.146,0.143,0.036,0.053,0.128,0.114,0.383,0.162,0.219,0.325,0.156,0.256,0.238,0.143,0.245,0.122,0.131,29,24,184,75,57,143,128,145,151,172,110,118,39,129,80,31,113,52,64,111,148,138,147,MIN
1631159,Leonard Miller,Leonard,1610612750,MIN,20.0,3,2,1,0.667,7.0,0.059,0.0,0.071,0.0,0.2,0.0,0.0,0.5,0.75,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171,101,7,26,203,207,193,201,154,103,162,165,16,2,2,186,1,162,142,1,1,183,198,MIN
1630568,Luka Garza,Luka,1610612750,MIN,25.0,7,5,2,0.714,26.0,0.254,0.476,0.255,0.286,0.143,0.778,0.667,0.333,0.174,0.207,0.067,0.0,0.0,0.0,0.333,0.0,0.444,0.5,80,70,25,22,166,32,1,29,44,149,6,5,44,115,91,170,1,162,142,182,1,11,2,MIN
201144,Mike Conley,Mike,1610612750,MIN,36.0,15,9,6,0.6,474.0,0.165,0.163,0.179,0.268,0.247,0.106,0.114,0.095,0.156,0.141,0.361,0.164,0.288,0.071,0.2,0.189,0.152,0.164,29,18,172,36,22,108,112,104,53,72,119,118,140,133,149,20,117,42,126,134,96,108,108,MIN
1628420,Monté Morris,Monté,1610612750,MIN,29.0,9,6,3,0.667,67.0,0.189,0.188,0.248,0.077,0.269,0.1,0.083,0.067,0.093,0.087,0.257,0.0,0.143,0.167,0.0,0.2,0.13,0.163,73,51,53,26,136,78,89,43,144,53,120,135,155,194,198,55,1,126,92,1,108,128,109,MIN
1629675,Naz Reid,Naz,1610612750,MIN,24.0,16,9,7,0.563,361.0,0.21,0.23,0.233,0.281,0.264,0.164,0.187,0.134,0.224,0.203,0.091,0.147,0.16,0.3,0.125,0.196,0.194,0.224,24,18,184,65,39,63,56,53,48,57,86,83,115,79,93,152,101,118,48,94,105,78,52,MIN
1629638,Nickeil Alexander-Walker,Nickeil,1610612750,MIN,25.0,16,9,7,0.563,378.0,0.149,0.139,0.173,0.253,0.303,0.061,0.051,0.063,0.097,0.089,0.202,0.153,0.164,0.171,0.158,0.147,0.085,0.137,24,18,184,65,37,122,138,109,59,29,142,151,157,191,197,82,106,116,90,116,66,159,139,MIN
203497,Rudy Gobert,Rudy,1610612750,MIN,32.0,15,8,7,0.533,512.0,0.139,0.15,0.12,0.0,0.0,0.255,0.293,0.336,0.307,0.315,0.091,0.168,0.182,0.319,0.25,0.243,0.305,0.152,29,24,184,75,20,136,126,169,154,182,47,42,43,28,33,156,120,101,44,156,146,36,120,MIN
203933,T.J. Warren,T.J.,1610612750,MIN,30.0,3,2,1,0.667,11.0,0.071,0.0,0.1,0.0,0.111,0.0,0.0,0.5,0.111,0.231,0.143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171,101,7,26,189,202,193,191,154,162,162,165,16,178,70,112,1,162,142,1,1,183,198,MIN
1631111,Wendell Moore Jr.,Wendell,1610612750,MIN,22.0,6,5,1,0.833,18.0,0.186,0.214,0.219,0.2,0.267,0.0,0.0,0.0,0.118,0.1,0.222,0.25,0.5,0.0,0.0,0.429,0.0,0.194,95,70,7,17,172,83,64,67,86,56,162,165,176,171,188,66,167,7,142,1,201,183,85,MIN
