season,team_id,team,team_name,game_id,game_date,matchup,wl,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,tov,stl,blk,blka,pf,pfd,pts,plus_minus,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,fgm_rank,fga_rank,fg_pct_rank,fg3m_rank,fg3a_rank,fg3_pct_rank,ftm_rank,fta_rank,ft_pct_rank,oreb_rank,dreb_rank,reb_rank,ast_rank,tov_rank,stl_rank,blk_rank,blka_rank,pf_rank,pfd_rank,pts_rank,plus_minus_rank,available_flag,season_start,season_end,is_home,home,away,MON
2020-21,1610612742,DAL,Dallas Mavericks,22001071,2021-05-16,DAL @ MIN,L,48.0,44,91,0.484,16,38,0.421,17,20,0.85,11,27,38,32,16.0,5,5,4,19,22,121,-15.0,1,1081,1081,1081,113,567,665,792,370,606,558,948,1178,530,636,1958,1731,146,1454,1628,801,663,942,454,504,1814,1,2020,2021,False,MIN,DAL,MAY
2020-21,1610612742,DAL,Dallas Mavericks,22001057,2021-05-14,DAL vs. TOR,W,48.0,39,90,0.433,17,42,0.405,19,21,0.905,11,31,42,27,10.0,4,3,5,18,18,114,4.0,1,1,1,1,113,1321,779,1556,260,290,701,675,1061,199,636,1517,1306,611,282,1867,1499,1024,725,1220,898,857,1,2020,2021,True,DAL,TOR,MAY
2020-21,1610612742,DAL,Dallas Mavericks,22000154,2021-05-12,DAL vs. NOP,W,48.0,47,96,0.49,15,45,0.333,16,20,0.8,9,39,48,23,8.0,4,2,2,27,18,125,18.0,1,1,1,1,113,248,245,688,506,143,1334,1090,1178,911,1118,366,545,1276,104,1867,1830,141,2060,1220,308,227,1,2020,2021,True,DAL,NOP,MAY
2020-21,1610612742,DAL,Dallas Mavericks,22001037,2021-05-11,DAL @ MEM,L,48.0,37,88,0.42,12,38,0.316,18,19,0.947,13,22,35,23,13.0,8,2,6,15,16,104,-29.0,1,1081,1081,1081,113,1627,1017,1709,1079,606,1560,804,1298,78,314,2142,1991,1276,826,751,1830,1361,247,1609,1567,2095,1,2020,2021,False,MEM,DAL,MAY
2020-21,1610612742,DAL,Dallas Mavericks,22001021,2021-05-09,DAL @ CLE,W,48.0,50,93,0.538,15,39,0.385,9,11,0.818,8,34,42,33,12.0,9,7,2,24,12,124,27.0,1,1,1,1,113,90,473,219,506,523,887,1971,2039,783,1377,1069,1306,105,641,535,294,141,1823,2077,354,74,1,2020,2021,False,CLE,DAL,MAY
2020-21,1610612742,DAL,Dallas Mavericks,22001007,2021-05-07,DAL vs. CLE,W,48.0,41,83,0.494,10,32,0.313,18,22,0.818,9,36,45,21,10.0,7,7,0,22,18,110,20.0,1,1,1,1,113,1001,1665,650,1501,1338,1596,804,940,783,1118,752,919,1619,282,1036,294,1,1552,1220,1180,184,1,2020,2021,True,DAL,CLE,MAY
2020-21,1610612742,DAL,Dallas Mavericks,22000998,2021-05-06,DAL vs. BKN,W,48.0,40,89,0.449,15,34,0.441,18,26,0.692,12,39,51,23,12.0,10,3,4,15,18,113,4.0,1,1,1,1,113,1175,898,1344,506,1091,404,804,513,1752,456,366,278,1276,641,348,1499,663,247,1220,960,857,1,2020,2021,True,DAL,BKN,MAY
2020-21,1610612742,DAL,Dallas Mavericks,22000986,2021-05-04,DAL @ MIA,W,48.0,46,87,0.529,22,48,0.458,13,18,0.722,12,32,44,26,13.0,6,4,2,17,17,127,14.0,1,1,1,1,113,340,1147,286,29,56,294,1536,1439,1555,456,1363,1069,775,826,1308,1137,141,553,1437,253,348,1,2020,2021,False,MIA,DAL,MAY
2020-21,1610612742,DAL,Dallas Mavericks,22000970,2021-05-02,DAL vs. SAC,L,48.0,34,81,0.42,6,35,0.171,25,31,0.806,13,27,40,16,17.0,12,4,1,16,26,99,-12.0,1,1081,1081,1081,113,1956,1845,1721,2049,956,2136,165,203,899,314,1958,1539,2064,1636,126,1137,24,376,102,1817,1693,1,2020,2021,True,DAL,SAC,MAY
2020-21,1610612742,DAL,Dallas Mavericks,22000964,2021-05-01,DAL vs. WAS,W,48.0,47,87,0.54,17,38,0.447,14,22,0.636,7,29,36,31,11.0,6,4,3,25,23,125,1.0,1,1,1,1,113,248,1147,198,260,606,364,1388,940,1967,1605,1773,1935,202,440,1308,1137,332,1927,339,308,1035,1,2020,2021,True,DAL,WAS,MAY
