season,team_id,team,team_name,game_id,game_date,matchup,wl,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,tov,stl,blk,blka,pf,pfd,pts,plus_minus,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,fgm_rank,fga_rank,fg_pct_rank,fg3m_rank,fg3a_rank,fg3_pct_rank,ftm_rank,fta_rank,ft_pct_rank,oreb_rank,dreb_rank,reb_rank,ast_rank,tov_rank,stl_rank,blk_rank,blka_rank,pf_rank,pfd_rank,pts_rank,plus_minus_rank,available_flag,season_start,season_end,is_home,home,away,MON
2021-22,1610612750,MIN,Minnesota Timberwolves,22101224,2022-04-10,MIN vs. CHI,L,48.0,46,91,0.505,11,31,0.355,17,22,0.773,9,23,32,30,13.0,7,9,3,23,22,120,-4.0,1,1231,1231,1231,117,331,720,555,1427,1737,1156,1073,1079,1287,1388,2413,2390,304,949,1188,91,419,1892,570,524,1398,1,2021,2022,True,MIN,CHI,APR
2021-22,1610612750,MIN,Minnesota Timberwolves,22101199,2022-04-07,MIN vs. SAS,W,48.0,41,96,0.427,20,53,0.377,25,31,0.806,13,34,47,25,11.0,8,2,5,29,22,127,6.0,1,1,1,1,117,1057,283,1769,57,11,913,179,208,984,481,1133,762,1024,478,840,2043,1256,2416,570,229,838,1,2021,2022,True,MIN,SAS,APR
2021-22,1610612750,MIN,Minnesota Timberwolves,22101184,2022-04-05,MIN vs. WAS,L,48.0,41,91,0.451,14,41,0.341,18,25,0.72,6,32,38,27,10.0,6,3,4,16,25,114,-18.0,1,1231,1231,1231,117,1057,720,1381,686,417,1355,928,721,1745,2077,1494,2008,670,301,1551,1631,831,376,172,918,2167,1,2021,2022,True,MIN,WAS,APR
2021-22,1610612750,MIN,Minnesota Timberwolves,22101173,2022-04-03,MIN @ HOU,W,48.0,51,86,0.593,17,41,0.415,20,25,0.8,7,25,32,32,19.0,13,6,4,27,24,139,7.0,1,1,1,1,117,59,1400,25,223,417,543,654,721,994,1851,2348,2390,177,2204,72,532,831,2354,274,32,783,1,2021,2022,False,HOU,MIN,APR
2021-22,1610612750,MIN,Minnesota Timberwolves,22101159,2022-04-01,MIN @ DEN,W,48.0,43,86,0.5,19,40,0.475,31,36,0.861,10,28,38,26,12.0,14,4,2,23,23,136,6.0,1,1,1,1,117,688,1400,571,89,517,182,29,59,510,1109,2107,2008,830,697,37,1206,179,1892,413,56,838,1,2021,2022,False,DEN,MIN,APR
2021-22,1610612750,MIN,Minnesota Timberwolves,22101141,2022-03-30,MIN @ TOR,L,48.0,37,92,0.402,11,37,0.297,17,23,0.739,17,31,48,26,22.0,11,9,4,19,23,102,-23.0,1,1231,1231,1231,117,1763,608,2104,1427,872,1840,1073,952,1589,107,1670,642,830,2393,240,91,831,960,413,1815,2292,1,2021,2022,False,TOR,MIN,MAR
2021-22,1610612750,MIN,Minnesota Timberwolves,22101116,2022-03-27,MIN @ BOS,L,48.0,45,84,0.536,14,32,0.438,8,12,0.667,4,26,30,26,14.0,7,3,5,21,20,112,-22.0,1,1231,1231,1231,117,440,1690,234,686,1585,377,2310,2256,2068,2357,2294,2433,830,1226,1188,1631,1256,1468,994,1081,2277,1,2021,2022,False,BOS,MIN,MAR
2021-22,1610612750,MIN,Minnesota Timberwolves,22101104,2022-03-25,MIN vs. DAL,W,48.0,43,84,0.512,11,32,0.344,19,24,0.792,6,39,45,26,9.0,4,2,5,21,19,116,21.0,1,1,1,1,117,688,1690,473,1427,1585,1296,793,824,1106,2077,396,1039,830,167,2166,2043,1256,1468,1229,768,185,1,2021,2022,True,MIN,DAL,MAR
2021-22,1610612750,MIN,Minnesota Timberwolves,22101090,2022-03-23,MIN vs. PHX,L,48.0,42,95,0.442,13,43,0.302,19,22,0.864,15,30,45,27,12.0,5,5,9,21,20,116,-9.0,1,1231,1231,1231,117,862,358,1533,905,266,1792,793,1079,485,236,1838,1039,670,697,1895,825,2291,1468,994,768,1743,1,2021,2022,True,MIN,PHX,MAR
2021-22,1610612750,MIN,Minnesota Timberwolves,22101079,2022-03-21,MIN @ DAL,L,48.0,36,91,0.396,13,36,0.361,23,29,0.793,15,35,50,21,9.0,9,3,3,18,21,108,-2.0,1,1231,1231,1231,117,1902,720,2180,905,1006,1087,323,330,1088,236,951,436,1782,167,592,1631,419,724,761,1385,1271,1,2021,2022,False,DAL,MIN,MAR
