team_id,team_name,gp,w,l,w_pct,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,team
1610612737,Atlanta Hawks,82,36,46,0.439,3971.0,17.0,15.7,13.2,49.8,16.5,13.6,16.5,53.2,1,21,21,21,3,8,4,19,17,18,11,28,25,ATLANTA HAWKS
1610612738,Boston Celtics,82,64,18,0.78,3966.0,15.3,14.4,15.2,46.7,13.2,13.5,12.9,47.3,1,1,1,1,7,24,10,10,27,1,10,4,9,BOSTON CELTICS
1610612751,Brooklyn Nets,82,32,50,0.39,3961.0,14.8,14.3,13.2,47.3,15.3,13.9,15.5,48.0,1,22,22,22,10,27,12,21,24,9,17,25,11,BROOKLYN NETS
1610612766,Charlotte Hornets,82,21,61,0.256,3946.0,15.2,12.1,12.4,47.8,17.0,14.1,13.7,52.4,1,27,27,27,23,26,26,25,21,20,22,12,23,CHARLOTTE HORNETS
1610612741,Chicago Bulls,82,39,43,0.476,3996.0,16.9,13.4,12.3,47.7,15.0,13.6,13.1,44.8,1,20,20,20,1,9,17,29,22,7,14,6,1,CHICAGO BULLS
1610612739,Cleveland Cavaliers,82,48,34,0.585,3961.0,16.5,13.5,14.7,49.8,17.3,12.8,14.3,46.2,1,11,11,11,10,12,16,14,16,24,5,15,4,CLEVELAND CAVALIERS
1610612742,Dallas Mavericks,82,50,32,0.61,3941.0,16.5,13.4,15.7,47.4,15.1,14.3,15.7,51.0,1,6,6,6,26,13,20,5,23,8,24,26,21,DALLAS MAVERICKS
1610612743,Denver Nuggets,82,57,25,0.695,3941.0,15.5,13.6,14.3,53.4,15.8,13.2,13.5,50.3,1,2,2,2,26,23,15,15,5,14,8,8,18,DENVER NUGGETS
1610612765,Detroit Pistons,82,14,68,0.171,3951.0,14.4,13.2,14.2,49.8,19.6,13.8,14.2,54.3,1,30,30,30,21,30,21,16,15,30,16,14,27,DETROIT PISTONS
1610612744,Golden State Warriors,82,46,36,0.561,3966.0,16.0,15.6,12.3,48.2,17.1,13.3,14.8,49.3,1,16,16,16,7,20,5,27,20,22,9,20,14,GOLDEN STATE WARRIORS
1610612745,Houston Rockets,82,41,41,0.5,3971.0,16.2,14.5,15.7,49.5,14.8,13.7,11.6,48.3,1,19,19,19,3,16,8,8,18,4,15,1,12,HOUSTON ROCKETS
1610612754,Indiana Pacers,82,47,35,0.573,3941.0,17.7,14.9,16.5,57.9,15.8,14.8,13.7,58.4,1,12,12,12,26,3,7,4,1,13,26,11,30,INDIANA PACERS
1610612746,LA Clippers,82,51,31,0.622,3941.0,16.1,12.7,14.8,50.4,15.6,14.0,14.9,49.6,1,5,5,5,26,18,24,12,13,11,20,21,16,LA CLIPPERS
1610612747,Los Angeles Lakers,82,47,35,0.573,3971.0,16.2,10.4,16.8,55.1,16.9,14.8,16.1,50.8,1,12,12,12,3,17,30,3,2,19,27,27,20,LOS ANGELES LAKERS
1610612763,Memphis Grizzlies,82,27,55,0.329,3956.0,17.3,13.4,11.6,45.8,18.4,13.9,15.0,47.9,1,24,24,24,17,6,19,30,30,26,18,22,10,MEMPHIS GRIZZLIES
1610612748,Miami Heat,82,46,36,0.561,3951.0,16.4,11.5,12.7,47.0,15.8,13.2,13.0,46.2,1,16,16,16,21,14,28,22,25,12,7,5,3,MIAMI HEAT
1610612749,Milwaukee Bucks,82,49,33,0.598,3961.0,14.4,13.0,12.6,46.9,14.9,13.6,13.5,50.7,1,8,8,8,10,29,22,23,26,6,13,9,19,MILWAUKEE BUCKS
1610612750,Minnesota Timberwolves,82,56,26,0.683,3961.0,16.9,13.4,12.3,50.5,16.2,12.6,13.2,45.8,1,4,4,4,10,10,18,28,11,15,4,7,2,MINNESOTA TIMBERWOLVES
