TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,GP,G,FGA_FREQUENCY,FGM,FGA,FG_PCT,EFG_PCT,FG2A_FREQUENCY,FG2M,FG2A,FG2_PCT,FG3A_FREQUENCY,FG3M,FG3A,FG3_PCT
1610612748,Miami Heat,MIA,81,81,0.362,10.84,29.17,0.372,0.532,0.053,1.48,4.23,0.35,0.309,9.36,24.94,0.375
1610612755,Philadelphia 76ers,PHI,81,81,0.356,11.1,29.02,0.382,0.548,0.046,1.47,3.77,0.39,0.31,9.63,25.26,0.381
1610612751,Brooklyn Nets,BKN,80,80,0.347,10.73,28.28,0.379,0.556,0.024,0.75,1.95,0.385,0.323,9.98,26.33,0.379
1610612761,Toronto Raptors,TOR,82,82,0.34,10.5,28.02,0.375,0.534,0.043,1.56,3.51,0.444,0.298,8.94,24.51,0.365
1610612753,Orlando Magic,ORL,82,82,0.343,10.41,27.57,0.378,0.527,0.066,2.18,5.32,0.411,0.277,8.23,22.26,0.37
1610612742,Dallas Mavericks,DAL,82,82,0.338,11.04,27.5,0.401,0.564,0.055,2.09,4.44,0.47,0.283,8.95,23.06,0.388
1610612737,Atlanta Hawks,ATL,81,81,0.343,10.64,27.4,0.388,0.547,0.056,1.95,4.47,0.436,0.287,8.69,22.93,0.379
1610612741,Chicago Bulls,CHI,81,81,0.322,10.12,26.85,0.377,0.531,0.053,1.83,4.41,0.415,0.269,8.3,22.44,0.37
1610612744,Golden State Warriors,GSW,82,82,0.327,11.66,26.56,0.439,0.587,0.088,3.8,7.15,0.532,0.239,7.85,19.41,0.405
1610612738,Boston Celtics,BOS,79,79,0.328,10.53,26.46,0.398,0.556,0.056,2.16,4.51,0.48,0.272,8.37,21.95,0.381
1610612764,Washington Wizards,WAS,82,82,0.325,11.12,26.17,0.425,0.579,0.074,3.07,5.94,0.517,0.252,8.05,20.23,0.398
1610612745,Houston Rockets,HOU,82,82,0.326,9.65,26.01,0.371,0.549,0.014,0.4,1.1,0.367,0.312,9.24,24.91,0.371
1610612739,Cleveland Cavaliers,CLE,82,82,0.32,10.1,25.82,0.391,0.562,0.039,1.27,3.12,0.406,0.281,8.83,22.7,0.389
1610612765,Detroit Pistons,DET,82,82,0.313,10.05,25.61,0.392,0.564,0.038,1.24,3.1,0.402,0.275,8.8,22.51,0.391
1610612760,Oklahoma City Thunder,OKC,80,80,0.305,9.6,25.4,0.378,0.543,0.035,1.23,2.88,0.426,0.27,8.38,22.53,0.372
1610612747,Los Angeles Lakers,LAL,81,81,0.305,9.19,25.32,0.363,0.521,0.04,1.16,3.28,0.353,0.266,8.02,22.04,0.364
1610612763,Memphis Grizzlies,MEM,82,82,0.325,9.57,25.16,0.381,0.516,0.082,2.76,6.37,0.433,0.243,6.82,18.79,0.363
1610612740,New Orleans Pelicans,NOP,82,82,0.3,9.43,25.13,0.375,0.536,0.041,1.35,3.46,0.391,0.259,8.07,21.67,0.373
1610612759,San Antonio Spurs,SAS,82,82,0.307,9.32,25.05,0.372,0.511,0.072,2.33,5.88,0.396,0.235,6.99,19.17,0.365
1610612743,Denver Nuggets,DEN,81,81,0.306,9.99,25.02,0.399,0.573,0.032,1.28,2.62,0.491,0.274,8.7,22.41,0.388
1610612754,Indiana Pacers,IND,82,82,0.307,9.83,24.8,0.396,0.533,0.086,3.06,6.96,0.44,0.22,6.77,17.84,0.379
1610612752,New York Knicks,NYK,81,81,0.291,9.54,24.06,0.397,0.533,0.079,3.0,6.57,0.457,0.211,6.54,17.49,0.374
1610612762,Utah Jazz,UTA,82,82,0.302,9.1,23.55,0.386,0.552,0.044,1.32,3.46,0.38,0.257,7.78,20.09,0.387
1610612756,Phoenix Suns,PHX,82,82,0.289,8.4,23.41,0.359,0.506,0.044,1.5,3.56,0.421,0.245,6.9,19.85,0.348
1610612766,Charlotte Hornets,CHA,82,82,0.28,8.79,22.85,0.385,0.538,0.056,1.79,4.61,0.389,0.223,7.0,18.24,0.384
1610612749,Milwaukee Bucks,MIL,81,81,0.286,8.56,22.41,0.382,0.541,0.042,1.42,3.28,0.432,0.244,7.14,19.12,0.373
1610612758,Sacramento Kings,SAC,82,82,0.275,8.95,22.29,0.402,0.548,0.07,2.41,5.67,0.426,0.205,6.54,16.62,0.393
1610612757,Portland Trail Blazers,POR,82,82,0.266,8.37,21.7,0.386,0.537,0.051,1.79,4.18,0.429,0.215,6.57,17.51,0.375
1610612750,Minnesota Timberwolves,MIN,82,82,0.259,8.45,21.1,0.401,0.543,0.066,2.43,5.38,0.451,0.193,6.02,15.72,0.383
1610612746,LA Clippers,LAC,81,81,0.234,6.91,18.68,0.37,0.529,0.026,0.98,2.07,0.47,0.208,5.94,16.6,0.358
