group_set,player_id,player,nickname,team_id,team,age,gp,w,l,w_pct,min,e_off_rating,off_rating,sp_work_off_rating,e_def_rating,def_rating,sp_work_def_rating,e_net_rating,net_rating,sp_work_net_rating,ast_pct,ast_to,ast_ratio,oreb_pct,dreb_pct,reb_pct,tm_tov_pct,e_tov_pct,efg_pct,ts_pct,usg_pct,e_usg_pct,e_pace,pace,pace_per40,sp_work_pace,pie,poss,fgm,fga,fgm_pg,fga_pg,fg_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,e_off_rating_rank,off_rating_rank,sp_work_off_rating_rank,e_def_rating_rank,def_rating_rank,sp_work_def_rating_rank,e_net_rating_rank,net_rating_rank,sp_work_net_rating_rank,ast_pct_rank,ast_to_rank,ast_ratio_rank,oreb_pct_rank,dreb_pct_rank,reb_pct_rank,tm_tov_pct_rank,e_tov_pct_rank,efg_pct_rank,ts_pct_rank,usg_pct_rank,e_usg_pct_rank,e_pace_rank,pace_rank,sp_work_pace_rank,pie_rank,fgm_rank,fga_rank,fgm_pg_rank,fga_pg_rank,fg_pct_rank
Players,203076,Anthony Davis,Anthony,1610612747,LAL,29.0,23,11,12,0.478,5.0,109.8,105.6,105.6,109.9,108.7,108.7,-0.1,-3.1,-3.1,0.164,3.67,14.9,0.111,0.235,0.171,4.1,4.1,0.542,0.589,0.22,0.228,99.13,101.64,84.7,101.64,0.183,249,26,48,1.1,2.1,0.542,137,136,365,264,9,223,232,232,250,275,275,236,246,246,117,30,167,54,48,35,239,239,155,167,102,107,238,252,252,49,24,42,8,28,102
Players,1630559,Austin Reaves,Austin,1610612747,LAL,24.0,25,10,15,0.4,3.2,106.1,102.5,102.5,111.8,108.0,108.0,-5.7,-5.5,-5.5,0.068,0.0,9.4,0.054,0.131,0.091,0.0,0.0,0.558,0.611,0.157,0.164,97.06,100.44,83.7,100.44,0.127,159,12,26,0.5,1.0,0.462,111,156,420,332,151,272,265,265,271,267,267,275,276,276,232,233,245,136,184,179,1,1,144,150,214,222,308,290,290,122,98,107,131,124,162
Players,202340,Avery Bradley,Avery,1610612747,LAL,31.0,26,13,13,0.5,3.0,100.5,93.5,93.5,109.8,107.1,107.1,-9.2,-13.6,-13.6,0.0,0.0,0.0,0.012,0.081,0.047,13.3,13.4,0.667,0.699,0.075,0.083,98.6,103.45,86.21,103.45,0.045,170,6,12,0.2,0.5,0.5,101,97,380,206,183,331,356,356,247,260,260,296,333,333,307,233,307,276,298,339,413,411,83,92,386,380,256,212,212,303,156,176,253,319,116
Players,2546,Carmelo Anthony,Carmelo,1610612747,LAL,38.0,32,13,19,0.406,3.8,105.9,101.9,101.9,113.8,111.0,111.0,-7.9,-9.1,-9.1,0.013,0.33,2.4,0.031,0.108,0.068,7.3,7.1,0.559,0.593,0.133,0.147,98.22,101.34,84.45,101.34,0.083,257,14,34,0.4,1.1,0.412,51,97,476,330,62,274,269,269,287,301,301,290,303,303,305,221,304,213,229,253,314,310,142,164,255,250,271,259,259,217,81,80,145,116,217
Players,201571,D.J. Augustin,D.J.,1610612747,LAL,34.0,5,4,1,0.8,1.2,163.9,160.0,160.0,76.5,81.8,81.8,87.4,78.2,78.2,0.0,0.0,0.0,0.0,0.143,0.091,0.0,0.0,0.833,0.902,0.222,0.233,104.58,103.0,85.83,103.0,0.275,15,2,3,0.4,0.6,0.667,343,275,38,45,424,14,8,8,46,63,63,20,22,22,307,233,307,290,157,179,1,1,50,36,92,99,124,221,221,16,256,311,155,263,59
Players,2730,Dwight Howard,Dwight,1610612747,LAL,36.0,5,2,3,0.4,1.1,100.0,90.9,90.9,161.6,130.8,130.8,-61.6,-39.9,-39.9,0.0,0.0,0.0,0.0,0.25,0.125,0.0,0.0,0.0,0.0,0.0,0.0,89.81,105.05,87.54,105.05,0.0,11,0,0,0.0,0.0,0.0,343,339,139,332,429,334,372,372,468,438,438,448,421,421,307,233,307,290,37,86,1,1,364,382,431,431,441,185,185,356,364,419,364,419,364
Players,203145,Kent Bazemore,Kent,1610612747,LAL,32.0,5,3,2,0.6,2.7,101.3,93.5,93.5,100.9,103.3,103.3,0.3,-9.8,-9.8,0.0,0.0,0.0,0.0,0.071,0.029,0.0,0.0,0.75,0.75,0.048,0.053,105.05,107.95,89.96,107.95,0.0,31,1,2,0.2,0.4,0.5,343,304,100,125,234,319,355,355,137,215,215,222,311,311,307,233,307,290,318,393,1,1,62,72,418,418,117,143,143,356,299,335,276,332,116
Players,2544,LeBron James,LeBron,1610612747,LAL,37.0,31,14,17,0.452,4.7,104.4,103.4,103.4,116.9,114.1,114.1,-12.5,-10.7,-10.7,0.3,1.91,15.1,0.031,0.159,0.09,7.9,7.9,0.445,0.493,0.342,0.359,95.41,97.03,80.86,97.03,0.14,295,35,91,1.1,2.9,0.385,55,82,454,285,13,284,257,257,323,339,339,321,318,318,43,94,162,214,127,187,329,328,238,266,22,23,354,376,376,103,5,3,9,7,234
Players,1630644,Mac McClung,Mac,1610612747,LAL,23.0,1,1,0,1.0,5.9,134.7,133.3,133.3,41.7,42.9,42.9,93.0,90.5,90.5,0.0,0.0,0.0,0.0,0.0,0.0,66.7,66.7,1.0,1.0,0.25,0.253,107.78,106.64,88.86,106.64,-0.2,12,1,1,1.0,1.0,1.0,438,375,1,1,4,46,34,34,28,28,28,18,18,18,307,233,307,290,380,406,493,493,9,15,73,81,88,156,156,483,299,364,14,126,1
Players,1628370,Malik Monk,Malik,1610612747,LAL,24.0,38,18,20,0.474,3.6,106.9,103.9,103.9,110.5,105.7,105.7,-3.6,-1.8,-1.8,0.036,0.33,5.0,0.014,0.105,0.058,15.0,14.9,0.603,0.612,0.177,0.189,95.97,99.51,82.93,99.51,0.065,281,19,39,0.5,1.0,0.487,9,39,484,267,92,261,253,253,256,243,243,262,240,240,282,221,290,273,234,290,429,428,119,149,172,169,338,309,309,255,45,66,107,125,150
Players,1630222,Mason Jones,Mason,1610612747,LAL,23.0,1,1,0,1.0,5.9,134.7,133.3,133.3,41.7,42.9,42.9,93.0,90.5,90.5,0.167,0.0,33.3,0.0,0.364,0.286,0.0,0.0,0.0,0.532,0.167,0.158,107.78,106.64,88.86,106.64,0.4,12,0,1,0.0,1.0,0.0,438,375,1,1,4,46,34,34,28,28,28,18,18,18,109,233,33,290,15,7,1,1,364,219,188,230,88,156,156,7,364,364,364,126,364
Players,201566,Russell Westbrook,Russell,1610612747,LAL,33.0,44,19,25,0.432,4.1,109.1,105.6,105.6,115.8,112.5,112.5,-6.7,-7.0,-7.0,0.314,1.88,22.9,0.074,0.151,0.11,12.1,12.2,0.449,0.483,0.245,0.259,96.92,99.98,83.32,99.98,0.089,377,34,79,0.8,1.8,0.43,1,32,494,304,31,237,233,233,309,325,325,281,283,283,39,95,81,89,146,124,397,398,237,271,83,75,314,299,299,206,8,10,46,45,191
Players,1626169,Stanley Johnson,Stanley,1610612747,LAL,26.0,24,9,15,0.375,1.8,104.1,100.0,100.0,108.0,105.1,105.1,-3.9,-5.1,-5.1,0.074,2.0,25.0,0.075,0.06,0.067,12.5,12.7,0.875,0.922,0.065,0.067,96.22,99.51,82.92,99.51,0.086,84,3,4,0.1,0.2,0.75,128,173,420,356,355,287,279,279,222,234,234,265,269,269,227,74,59,85,343,256,401,405,41,33,403,404,331,311,311,213,228,290,329,406,44
Players,1629659,Talen Horton-Tucker,Talen,1610612747,LAL,21.0,23,10,13,0.435,2.2,107.8,104.8,104.8,109.8,100.0,100.0,-2.1,4.8,4.8,0.056,0.67,12.5,0.0,0.04,0.02,18.8,18.4,0.3,0.309,0.12,0.129,97.07,103.21,86.01,103.21,-0.044,105,3,10,0.1,0.4,0.3,137,156,380,301,312,257,243,243,249,150,150,247,182,182,251,194,201,290,370,401,448,446,322,353,296,290,307,216,216,446,228,208,327,329,301
Players,2772,Trevor Ariza,Trevor,1610612747,LAL,37.0,3,1,2,0.333,3.7,108.0,113.0,113.0,106.3,100.0,100.0,1.7,13.0,13.0,0.111,0.0,20.0,0.0,0.154,0.08,0.0,0.0,0.833,0.773,0.16,0.149,98.09,98.69,82.24,98.69,0.179,23,2,3,0.7,1.0,0.667,383,375,100,378,70,253,141,141,199,150,150,213,119,119,165,233,104,290,132,213,1,1,50,64,209,247,274,342,342,51,256,311,66,126,59
Players,201961,Wayne Ellington,Wayne,1610612747,LAL,34.0,10,5,5,0.5,3.0,127.3,123.4,123.4,102.7,100.0,100.0,24.6,23.4,23.4,0.125,0.0,33.3,0.033,0.065,0.049,0.0,0.0,0.5,0.5,0.085,0.088,93.72,96.48,80.4,96.48,0.069,64,2,6,0.2,0.6,0.333,269,247,211,206,192,69,63,63,152,150,150,78,76,76,157,233,33,198,335,330,1,1,177,246,364,367,392,389,389,246,256,258,276,263,267
Players,1629117,Wenyen Gabriel,Wenyen,1610612747,LAL,25.0,5,4,1,0.8,2.4,128.8,125.9,125.9,62.0,58.1,58.1,66.8,67.9,67.9,0.091,0.0,50.0,0.083,0.111,0.1,0.0,0.0,0.0,0.0,0.033,0.034,110.54,115.65,96.37,115.65,0.0,27,0,1,0.0,0.2,0.0,343,275,38,45,287,65,53,53,36,37,37,27,27,27,198,233,11,76,219,152,1,1,364,382,426,427,72,80,80,356,364,364,364,397,364
