group_set,player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,tov,stl,blk,blka,pf,pfd,pts,plus_minus,nba_fantasy_pts,dd2,td3,wnba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,fgm_rank,fga_rank,fg_pct_rank,fg3m_rank,fg3a_rank,fg3_pct_rank,ftm_rank,fta_rank,ft_pct_rank,oreb_rank,dreb_rank,reb_rank,ast_rank,tov_rank,stl_rank,blk_rank,blka_rank,pf_rank,pfd_rank,pts_rank,plus_minus_rank,nba_fantasy_pts_rank,dd2_rank,td3_rank,wnba_fantasy_pts_rank,team
Players,1628382,Justin Jackson,Justin,1610612749,MIL,26.0,7,2,5,0.286,1.8,0.3,0.6,0.5,0.3,0.4,0.667,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.9,0.0,1.6,0,0,1.7,299,318,251,364,333,216,252,117,46,150,23,295,304,295,263,238,290,291,257,70,180,191,330,319,223,199,264,201,20,246,MIL
Players,203114,Khris Middleton,Khris,1610612749,MIL,29.0,24,12,12,0.5,3.6,0.7,1.8,0.386,0.3,1.0,0.304,0.8,0.8,1.0,0.0,0.8,0.8,0.3,0.5,0.0,0.0,0.0,0.3,0.5,2.5,0.2,3.6,6,0,4.0,95,93,87,176,85,70,52,244,45,37,157,29,51,1,263,42,76,106,9,238,155,166,232,59,48,183,78,46,20,54,MIL
Players,201572,Brook Lopez,Brook,1610612749,MIL,33.0,23,10,13,0.435,2.7,0.2,0.5,0.417,0.0,0.2,0.2,0.1,0.2,0.75,0.2,0.3,0.5,0.1,0.1,0.1,0.2,0.0,0.3,0.3,0.6,-0.7,2.2,2,0,1.9,104,137,73,261,212,267,266,215,228,243,213,246,252,171,109,199,170,208,153,154,24,159,201,176,281,276,198,101,20,227,MIL
Players,1629091,Elijah Bryant,Elijah,1610612749,MIL,26.0,1,0,1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0,0,0.0,406,405,377,405,446,355,401,355,245,320,245,295,304,295,263,360,374,291,257,238,180,191,369,319,368,381,414,201,20,414,MIL
Players,1630241,Sam Merrill,Sam,1610612749,MIL,25.0,1,0,1,0.0,1.8,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,406,405,377,405,336,355,131,355,245,18,245,295,304,295,263,360,374,291,257,238,180,191,369,319,368,199,414,201,20,414,MIL
Players,1628978,Donte DiVincenzo,Donte,1610612749,MIL,24.0,22,12,10,0.545,3.1,0.1,0.3,0.429,0.0,0.1,0.333,0.3,0.4,0.75,0.1,0.5,0.6,0.1,0.1,0.1,0.0,0.0,0.2,0.3,0.6,0.4,1.9,3,0,1.7,121,93,124,148,162,314,341,206,226,285,126,156,160,171,190,115,142,204,149,79,143,156,260,170,290,154,230,79,20,243,MIL
Players,1629603,Mamadi Diakite,Mamadi,1610612749,MIL,24.0,2,0,2,0.0,1.4,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,-1.0,2.2,0,0,2.0,386,405,347,405,367,106,267,1,245,320,245,295,304,295,263,14,33,291,257,238,180,191,69,319,188,305,199,201,20,197,MIL
Players,1629670,Jordan Nwora,Jordan,1610612749,MIL,22.0,2,0,2,0.0,2.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,1.0,0.5,0.0,-1.5,0.9,2,0,1.0,386,405,347,405,245,355,131,355,245,18,245,295,304,295,263,115,175,39,9,238,180,191,6,67,368,354,360,101,20,321,MIL
Players,1626171,Bobby Portis,Bobby,1610612749,MIL,26.0,5,1,4,0.2,1.7,0.2,0.4,0.5,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.4,-2.8,0.6,1,0,0.6,328,351,285,387,342,273,300,117,245,247,245,295,304,295,85,360,325,291,257,238,180,191,273,319,324,425,377,139,20,374,MIL
Players,1626192,Pat Connaughton,Pat,1610612749,MIL,28.0,21,9,12,0.429,2.8,0.4,0.8,0.5,0.3,0.6,0.583,0.2,0.3,0.667,0.1,0.4,0.5,0.1,0.0,0.1,0.0,0.0,0.0,0.2,1.3,0.1,2.4,0,0,2.5,133,152,87,265,196,165,191,117,36,103,40,203,197,200,187,182,201,242,257,142,141,191,369,234,136,192,173,201,20,154,MIL
Players,1627854,Bryn Forbes,Bryn,1610612749,MIL,27.0,8,3,5,0.375,2.4,0.1,0.5,0.25,0.1,0.4,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,-1.4,0.4,0,0,0.5,286,284,251,314,271,319,267,324,149,167,126,295,304,295,263,360,374,291,257,238,180,191,369,319,333,345,398,201,20,384,MIL
Players,200782,P.J. Tucker,P.J.,1610612749,MIL,36.0,14,7,7,0.5,3.6,0.2,0.5,0.429,0.1,0.4,0.4,0.4,0.4,1.0,0.2,0.9,1.1,0.0,0.1,0.1,0.1,0.0,0.5,0.4,1.0,-1.3,2.9,0,0,2.6,205,193,192,176,90,268,267,206,130,177,98,93,135,1,77,39,30,291,216,175,43,191,69,112,188,334,130,201,20,137,MIL
Players,203648,Thanasis Antetokounmpo,Thanasis,1610612749,MIL,28.0,2,1,1,0.5,2.3,0.5,1.5,0.333,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,1.0,0.0,1.5,-3.0,3.9,1,0,4.0,386,351,377,176,275,106,73,273,16,18,47,295,304,295,263,115,175,39,9,5,180,191,6,319,109,426,70,139,20,55,MIL
