close_def_person_id,player,team_id,team,pos,age,gp,g,freq,fgm_lt_10,fga_lt_10,lt_10_pct,ns_lt_10_pct,plusminus
202699,Tobias Harris,1610612746,LAC,F,25.0,80,80,0.472,297,521,0.57,0.574,-0.003
201599,DeAndre Jordan,1610612746,LAC,C,29.0,77,75,0.421,272,513,0.53,0.579,-0.049
203085,Austin Rivers,1610612746,LAC,G,25.0,61,59,0.471,174,309,0.563,0.564,-0.001
101150,Lou Williams,1610612746,LAC,G,31.0,79,75,0.409,184,308,0.597,0.56,0.038
1626149,Montrezl Harrell,1610612746,LAC,F-C,24.0,74,68,0.444,151,291,0.519,0.57,-0.051
202325,Wesley Johnson,1610612746,LAC,F-G,30.0,71,64,0.443,140,247,0.567,0.572,-0.005
1628462,Milos Teodosic,1610612746,LAC,G,31.0,45,43,0.468,128,209,0.612,0.551,0.061
1628414,Sindarius Thornwell,1610612746,LAC,G,23.0,65,57,0.413,115,197,0.584,0.562,0.022
202340,Avery Bradley,1610612746,LAC,G,27.0,46,44,0.4,97,169,0.574,0.567,0.007
1626155,Sam Dekker,1610612746,LAC,F,24.0,71,59,0.483,80,161,0.497,0.565,-0.069
1627820,Tyrone Wallace,1610612746,LAC,G,24.0,29,28,0.393,73,126,0.579,0.562,0.017
201568,Danilo Gallinari,1610612746,LAC,F,29.0,21,21,0.452,62,118,0.525,0.566,-0.04
1628393,Jawun Evans,1610612746,LAC,G,21.0,45,40,0.404,60,101,0.594,0.522,0.072
203710,C.J. Williams,1610612746,LAC,F-G,28.0,34,30,0.405,61,100,0.61,0.561,0.049
1626246,Boban Marjanović,1610612746,LAC,C,29.0,36,30,0.376,35,80,0.438,0.579,-0.142
203966,Jamil Wilson,1610612746,LAC,F,27.0,14,13,0.425,27,48,0.563,0.566,-0.004
201976,Patrick Beverley,1610612746,LAC,G,29.0,11,11,0.35,20,43,0.465,0.553,-0.088
