close_def_person_id,player,team_id,team,pos,age,gp,g,freq,fg3m,fg3a,fg3_pct,ns_fg3_pct,plusminus
203952,Andrew Wiggins,1610612750,MIN,F,23.0,82,82,0.388,1.88,5.2,0.362,0.361,0.0
201959,Taj Gibson,1610612750,MIN,F,33.0,82,82,0.344,1.77,4.74,0.373,0.361,0.012
202710,Jimmy Butler III,1610612750,MIN,G,28.0,59,58,0.362,1.39,4.15,0.335,0.359,-0.024
201952,Jeff Teague,1610612750,MIN,G,30.0,70,69,0.352,1.5,3.94,0.38,0.361,0.02
1626157,Karl-Anthony Towns,1610612750,MIN,C,22.0,82,80,0.213,1.51,3.83,0.395,0.362,0.033
202357,Nemanja Bjelica,1610612750,MIN,F,30.0,66,57,0.332,0.89,2.86,0.312,0.365,-0.053
203476,Gorgui Dieng,1610612750,MIN,C,28.0,79,72,0.277,0.86,2.44,0.352,0.354,-0.002
1626145,Tyus Jones,1610612750,MIN,G,22.0,82,71,0.343,0.78,2.29,0.34,0.353,-0.013
2037,Jamal Crawford,1610612750,MIN,G,38.0,75,62,0.401,0.76,1.79,0.425,0.359,0.066
201565,Derrick Rose,1610612750,MIN,G,29.0,25,16,0.27,0.64,1.76,0.364,0.367,-0.003
201166,Aaron Brooks,1610612750,MIN,G,33.0,18,12,0.508,0.83,1.72,0.484,0.333,0.151
1627875,Marcus Georges-Hunt,1610612750,MIN,G,24.0,21,18,0.515,0.76,1.67,0.457,0.368,0.089
202332,Cole Aldrich,1610612750,MIN,C,29.0,13,6,0.286,0.23,0.46,0.5,0.413,0.087
