close_def_person_id,player,team_id,team,pos,age,gp,g,freq,fgm_lt_10,fga_lt_10,lt_10_pct,ns_lt_10_pct,plusminus
1626157,Karl-Anthony Towns,1610612750,MIN,C,22.0,82,82,0.491,5.05,8.82,0.573,0.578,-0.006
201959,Taj Gibson,1610612750,MIN,F,33.0,82,82,0.45,3.5,6.21,0.564,0.574,-0.01
203952,Andrew Wiggins,1610612750,MIN,F,23.0,82,82,0.433,3.41,5.79,0.589,0.567,0.022
202710,Jimmy Butler III,1610612750,MIN,G,28.0,59,58,0.458,3.07,5.25,0.584,0.567,0.017
201952,Jeff Teague,1610612750,MIN,G,30.0,70,67,0.43,3.0,4.81,0.623,0.552,0.071
203476,Gorgui Dieng,1610612750,MIN,C,28.0,79,78,0.491,2.63,4.33,0.608,0.573,0.035
202357,Nemanja Bjelica,1610612750,MIN,F,30.0,66,62,0.475,2.24,4.09,0.548,0.558,-0.01
201565,Derrick Rose,1610612750,MIN,G,29.0,25,23,0.479,1.92,3.12,0.615,0.564,0.051
1626145,Tyus Jones,1610612750,MIN,G,22.0,82,73,0.443,1.85,2.96,0.626,0.54,0.086
2037,Jamal Crawford,1610612750,MIN,G,38.0,75,65,0.383,1.12,1.71,0.656,0.553,0.103
201166,Aaron Brooks,1610612750,MIN,G,33.0,18,11,0.328,0.78,1.11,0.7,0.55,0.15
1627875,Marcus Georges-Hunt,1610612750,MIN,G,24.0,21,8,0.294,0.62,0.95,0.65,0.583,0.068
202332,Cole Aldrich,1610612750,MIN,C,29.0,13,9,0.476,0.62,0.77,0.8,0.51,0.29
