season,team_id,team,team_name,game_id,game_date,matchup,wl,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,tov,stl,blk,blka,pf,pfd,pts,plus_minus,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,fgm_rank,fga_rank,fg_pct_rank,fg3m_rank,fg3a_rank,fg3_pct_rank,ftm_rank,fta_rank,ft_pct_rank,oreb_rank,dreb_rank,reb_rank,ast_rank,tov_rank,stl_rank,blk_rank,blka_rank,pf_rank,pfd_rank,pts_rank,plus_minus_rank,available_flag,season_start,season_end,is_home,home,away,MON
2019-20,1610612759,SAS,San Antonio Spurs,21901314,2020-08-13,SAS @ UTA,L,48.0,39,79,0.494,10,20,0.5,24,36,0.667,9,35,44,24,15.0,4,8,5,20,23,112,-6.0,1,1060,1060,1060,139,1270,1934,614,1399,2073,85,320,84,1757,1152,898,1081,1009,1078,1826,180,1008,819,531,979,1339,1,2019,2020,False,UTA,SAS,AUG
2019-20,1610612759,SAS,San Antonio Spurs,21901298,2020-08-11,SAS vs. HOU,W,48.0,46,93,0.495,13,32,0.406,18,20,0.9,9,50,59,28,22.0,10,5,3,20,19,123,18.0,1,1,1,1,139,282,513,558,763,1221,592,930,1315,182,1152,12,45,429,2013,356,785,354,819,1301,365,197,1,2019,2020,True,SAS,HOU,AUG
2019-20,1610612759,SAS,San Antonio Spurs,21901287,2020-08-09,SAS @ NOP,W,48.0,40,89,0.449,11,28,0.393,31,32,0.969,15,36,51,22,17.0,12,6,5,27,26,122,9.0,1,1,1,1,139,1110,935,1215,1158,1661,714,49,241,29,154,749,350,1352,1472,124,514,1008,1913,207,403,505,1,2019,2020,False,NOP,SAS,AUG
2019-20,1610612759,SAS,San Antonio Spurs,21901274,2020-08-07,SAS vs. UTA,W,48.0,45,89,0.506,9,22,0.409,20,26,0.769,8,39,47,27,13.0,10,5,4,18,19,119,8.0,1,1,1,1,139,375,935,466,1595,2033,570,682,662,1103,1393,398,711,545,689,356,785,673,493,1301,553,568,1,2019,2020,True,SAS,UTA,AUG
2019-20,1610612759,SAS,San Antonio Spurs,21901264,2020-08-05,SAS vs. DEN,L,48.0,46,93,0.495,11,30,0.367,23,27,0.852,10,25,35,29,9.0,10,5,5,20,21,126,-6.0,1,1060,1060,1060,139,282,513,558,1158,1470,952,398,567,447,918,2034,1956,319,125,356,785,1008,819,891,263,1339,1,2019,2020,True,SAS,DEN,AUG
2019-20,1610612759,SAS,San Antonio Spurs,21901254,2020-08-03,SAS @ PHI,L,48.0,46,93,0.495,12,26,0.462,26,29,0.897,13,31,44,21,14.0,7,6,6,23,25,130,-2.0,1,1060,1060,1060,139,282,513,558,971,1817,231,191,424,209,363,1518,1081,1520,867,1046,514,1335,1421,294,146,1107,1,2019,2020,False,PHI,SAS,AUG
2019-20,1610612759,SAS,San Antonio Spurs,21901246,2020-08-02,SAS @ MEM,W,48.0,36,86,0.419,12,29,0.414,24,33,0.727,12,37,49,22,17.0,5,6,3,20,27,108,2.0,1,1,1,1,139,1710,1320,1630,971,1573,539,320,198,1449,528,618,498,1352,1472,1609,514,354,819,140,1259,958,1,2019,2020,False,MEM,SAS,AUG
2019-20,1610612759,SAS,San Antonio Spurs,21901237,2020-07-31,SAS vs. SAC,W,48.0,48,90,0.533,11,25,0.44,22,27,0.815,9,33,42,32,15.0,6,4,2,17,25,129,9.0,1,1,1,1,139,153,826,208,1158,1889,346,479,567,726,1152,1232,1317,107,1078,1334,1112,134,363,294,165,505,1,2019,2020,True,SAS,SAC,JUL
2019-20,1610612759,SAS,San Antonio Spurs,21900965,2020-03-10,SAS vs. DAL,W,48.0,46,89,0.517,15,32,0.469,12,15,0.8,6,34,40,32,12.0,11,10,3,15,19,119,10.0,1,1,1,1,139,282,935,347,400,1221,202,1673,1788,832,1776,1080,1565,107,522,212,49,354,149,1301,553,458,1,2019,2020,True,SAS,DAL,MAR
2019-20,1610612759,SAS,San Antonio Spurs,21900954,2020-03-08,SAS @ CLE,L,53.0,43,98,0.439,10,26,0.385,33,36,0.917,6,38,44,20,9.0,15,6,4,34,24,129,-3.0,1,1060,1060,1060,13,624,172,1364,1399,1817,783,19,84,121,1776,498,1081,1654,125,17,514,673,2107,409,165,1162,1,2019,2020,False,CLE,SAS,MAR
2019-20,1610612759,SAS,San Antonio Spurs,21900931,2020-03-06,SAS @ BKN,L,48.0,43,92,0.467,10,34,0.294,24,27,0.889,2,36,38,25,6.0,3,5,2,20,22,120,-19.0,1,1060,1060,1060,139,624,604,951,1399,986,1627,320,567,237,2099,749,1748,831,18,1989,785,134,819,699,505,1923,1,2019,2020,False,BKN,SAS,MAR
2019-20,1610612759,SAS,San Antonio Spurs,21900909,2020-03-03,SAS @ CHA,W,48.0,38,80,0.475,11,32,0.344,17,20,0.85,6,27,33,25,10.0,12,5,2,16,16,104,1.0,1,1,1,1,139,1431,1892,832,1158,1221,1172,1053,1315,456,1776,1924,2042,831,227,124,785,134,241,1757,1516,1013,1,2019,2020,False,CHA,SAS,MAR
2019-20,1610612759,SAS,San Antonio Spurs,21900908,2020-03-02,SAS vs. IND,L,48.0,40,77,0.519,16,32,0.5,15,19,0.789,3,30,33,21,15.0,6,5,5,19,20,111,-5.0,1,1060,1060,1060,139,1110,2010,316,295,1221,85,1318,1418,956,2065,1640,2042,1520,1078,1334,785,1008,651,1099,1057,1278,1,2019,2020,True,SAS,IND,MAR
2019-20,1610612759,SAS,San Antonio Spurs,21900893,2020-02-29,SAS vs. ORL,W,48.0,44,84,0.524,14,31,0.452,12,16,0.75,4,27,31,28,17.0,11,5,5,20,16,114,1.0,1,1,1,1,139,496,1564,281,562,1348,282,1673,1706,1227,2016,1924,2076,429,1472,212,785,1008,819,1757,852,1013,1,2019,2020,True,SAS,ORL,FEB
2019-20,1610612759,SAS,San Antonio Spurs,21900869,2020-02-26,SAS vs. DAL,L,48.0,39,92,0.424,11,33,0.333,14,19,0.737,13,42,55,22,16.0,8,7,9,21,20,103,-6.0,1,1060,1060,1060,139,1270,604,1570,1158,1103,1243,1458,1418,1382,363,184,133,1352,1282,772,319,1940,1021,1099,1591,1339,1,2019,2020,True,SAS,DAL,FEB
2019-20,1610612759,SAS,San Antonio Spurs,21900846,2020-02-23,SAS @ OKC,L,48.0,38,103,0.369,11,38,0.289,16,19,0.842,14,29,43,27,9.0,5,1,7,23,17,103,-28.0,1,1060,1060,1060,139,1431,53,2030,1158,533,1670,1193,1418,510,227,1763,1202,545,125,1609,1986,1606,1421,1627,1591,2058,1,2019,2020,False,OKC,SAS,FEB
2019-20,1610612759,SAS,San Antonio Spurs,21900832,2020-02-21,SAS @ UTA,W,48.0,40,91,0.44,10,20,0.5,23,26,0.885,7,41,48,22,7.0,12,7,6,20,18,113,9.0,1,1,1,1,139,1110,703,1348,1399,2073,85,398,662,264,1604,240,590,1352,32,124,319,1335,819,1469,910,505,1,2019,2020,False,UTA,SAS,FEB
2019-20,1610612759,SAS,San Antonio Spurs,21900805,2020-02-11,SAS @ OKC,W,48.0,41,84,0.488,7,25,0.28,25,27,0.926,7,39,46,20,12.0,9,7,2,19,24,114,8.0,1,1,1,1,139,941,1564,663,1889,1889,1739,253,567,100,1604,398,826,1654,522,520,319,134,651,409,852,568,1,2019,2020,False,OKC,SAS,FEB
2019-20,1610612759,SAS,San Antonio Spurs,21900799,2020-02-10,SAS @ DEN,L,48.0,41,85,0.482,16,32,0.5,22,25,0.88,9,27,36,33,10.0,7,1,5,17,16,120,-7.0,1,1060,1060,1060,139,941,1446,729,295,1221,85,479,753,287,1152,1924,1896,77,227,1046,1986,1008,363,1757,505,1406,1,2019,2020,False,DEN,SAS,FEB
2019-20,1610612759,SAS,San Antonio Spurs,21900785,2020-02-08,SAS @ SAC,L,48.0,41,81,0.506,7,24,0.292,13,18,0.722,8,33,41,23,15.0,7,4,2,22,16,102,-20.0,1,1060,1060,1060,139,941,1835,429,1889,1946,1647,1560,1511,1486,1393,1232,1443,1201,1078,1046,1112,134,1229,1757,1647,1942,1,2019,2020,False,SAC,SAS,FEB
2019-20,1610612759,SAS,San Antonio Spurs,21900767,2020-02-06,SAS @ POR,L,48.0,41,92,0.446,10,28,0.357,25,28,0.893,8,31,39,25,4.0,9,3,6,10,19,117,-8.0,1,1060,1060,1060,139,941,604,1273,1399,1661,1043,253,493,229,1393,1518,1661,831,4,520,1447,1335,5,1301,665,1479,1,2019,2020,False,POR,SAS,FEB
2019-20,1610612759,SAS,San Antonio Spurs,21900754,2020-02-04,SAS @ LAL,L,48.0,40,91,0.44,13,27,0.481,9,15,0.6,7,21,28,21,6.0,6,2,4,16,15,102,-27.0,1,1060,1060,1060,139,1110,703,1348,763,1751,169,1949,1788,1999,1604,2108,2110,1520,18,1334,1766,673,241,1879,1647,2049,1,2019,2020,False,LAL,SAS,FEB
