season,team_id,game_id,game_date,away_team,home_team,opponent,opponent_id,game_no,pf,opp_pf,wl,differential
2018-19,1610612764,21800015,2018-10-18,MIA,WAS,MIA,1610612748,1,112,113,L,-1
2018-19,1610612764,21800027,2018-10-20,TOR,WAS,TOR,1610612761,2,113,117,L,-4
2018-19,1610612764,21800046,2018-10-22,WAS,POR,POR,1610612757,3,125,124,W,1
2018-19,1610612764,21800062,2018-10-24,WAS,GSW,GSW,1610612744,4,122,144,L,-22
2018-19,1610612764,21800073,2018-10-26,WAS,SAC,SAC,1610612758,5,112,116,L,-4
2018-19,1610612764,21800086,2018-10-28,WAS,LAC,LAC,1610612746,6,104,136,L,-32
2018-19,1610612764,21800102,2018-10-30,WAS,MEM,MEM,1610612763,7,95,107,L,-12
2018-19,1610612764,21800119,2018-11-02,OKC,WAS,OKC,1610612760,8,111,134,L,-23
2018-19,1610612764,21800135,2018-11-04,NYK,WAS,NYK,1610612752,9,108,95,W,13
2018-19,1610612764,21800150,2018-11-06,WAS,DAL,DAL,1610612742,10,100,119,L,-19
2018-19,1610612764,21800167,2018-11-09,WAS,ORL,ORL,1610612753,11,108,117,L,-9
2018-19,1610612764,21800177,2018-11-10,WAS,MIA,MIA,1610612748,12,116,110,W,6
2018-19,1610612764,21800190,2018-11-12,ORL,WAS,ORL,1610612753,13,117,109,W,8
2018-19,1610612764,21800203,2018-11-14,CLE,WAS,CLE,1610612739,14,119,95,W,24
2018-19,1610612764,21800219,2018-11-16,BKN,WAS,BKN,1610612751,15,104,115,L,-11
2018-19,1610612764,21800237,2018-11-18,POR,WAS,POR,1610612757,16,109,119,L,-10
2018-19,1610612764,21800249,2018-11-20,LAC,WAS,LAC,1610612746,17,125,118,W,7
2018-19,1610612764,21800271,2018-11-23,WAS,TOR,TOR,1610612761,18,107,125,L,-18
2018-19,1610612764,21800280,2018-11-24,NOP,WAS,NOP,1610612740,19,124,114,W,10
2018-19,1610612764,21800296,2018-11-26,HOU,WAS,HOU,1610612745,20,135,131,W,4
2018-19,1610612764,21800312,2018-11-28,WAS,NOP,NOP,1610612740,21,104,125,L,-21
2018-19,1610612764,21800322,2018-11-30,WAS,PHI,PHI,1610612755,22,98,123,L,-25
2018-19,1610612764,21800333,2018-12-01,BKN,WAS,BKN,1610612751,23,102,88,W,14
2018-19,1610612764,21800346,2018-12-03,WAS,NYK,NYK,1610612752,24,110,107,W,3
2018-19,1610612764,21800357,2018-12-05,WAS,ATL,ATL,1610612737,25,131,117,W,14
2018-19,1610612764,21800381,2018-12-08,WAS,CLE,CLE,1610612739,26,101,116,L,-15
2018-19,1610612764,21800391,2018-12-10,WAS,IND,IND,1610612754,27,101,109,L,-8
2018-19,1610612764,21800409,2018-12-12,BOS,WAS,BOS,1610612738,28,125,130,L,-5
2018-19,1610612764,21800422,2018-12-14,WAS,BKN,BKN,1610612751,29,118,125,L,-7
2018-19,1610612764,21800439,2018-12-16,LAL,WAS,LAL,1610612747,30,128,110,W,18
2018-19,1610612764,21800452,2018-12-18,WAS,ATL,ATL,1610612737,31,110,118,L,-8
2018-19,1610612764,21800461,2018-12-19,WAS,HOU,HOU,1610612745,32,118,136,L,-18
2018-19,1610612764,21800480,2018-12-22,PHX,WAS,PHX,1610612756,33,149,146,W,3
2018-19,1610612764,21800487,2018-12-23,WAS,IND,IND,1610612754,34,89,105,L,-16
2018-19,1610612764,21800502,2018-12-26,WAS,DET,DET,1610612765,35,95,106,L,-11
2018-19,1610612764,21800520,2018-12-28,CHI,WAS,CHI,1610612741,36,92,101,L,-9
2018-19,1610612764,21800530,2018-12-29,CHA,WAS,CHA,1610612766,37,130,126,W,4
2018-19,1610612764,21800556,2019-01-02,ATL,WAS,ATL,1610612737,38,114,98,W,16
