GROUP_SET,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,PTS_OFF_TOV,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,BLK,BLKA,PF,PFD,NBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,PTS_OFF_TOV_RANK,PTS_2ND_CHANCE_RANK,PTS_FB_RANK,PTS_PAINT_RANK,OPP_PTS_OFF_TOV_RANK,OPP_PTS_2ND_CHANCE_RANK,OPP_PTS_FB_RANK,OPP_PTS_PAINT_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,NBA_FANTASY_PTS_RANK
Players,2564,Boris Diaw,Boris,1610612762,UTA,35.0,1,0,1,0.0,0.0983333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.1,366.1,366.1,105,104,26,104,130,36,34,18,53,1,1,1,110,21,1,137,1,1
Players,202324,Derrick Favors,Derrick,1610612762,UTA,25.0,5,3,2,0.6,14.031666666666666,0.0,5.1,0.0,5.1,15.4,15.4,10.3,25.7,0.0,0.0,5.1,5.1,32.3,11,14,69,50,39,36,21,18,47,98,103,107,71,21,1,93,36,51
Players,201588,George Hill,George,1610612762,UTA,31.0,5,3,2,0.6,17.466666666666665,0.0,0.0,0.0,0.0,12.4,12.4,14.4,28.9,0.0,0.0,10.3,4.1,20.0,11,14,69,50,23,36,34,18,53,80,84,118,66,21,1,119,47,80
Players,202330,Gordon Hayward,Gordon,1610612762,UTA,27.0,5,2,3,0.4,16.326666666666668,0.0,8.8,2.2,4.4,13.2,13.2,15.4,30.9,0.0,0.0,2.2,8.8,36.8,11,36,110,79,31,36,8,17,48,84,91,120,59,21,1,67,19,41
Players,203481,Jeff Withey,Jeff,1610612762,UTA,27.0,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105,62,1,1,136,36,34,18,53,1,1,1,110,21,1,1,64,107
Players,204060,Joe Ingles,Joe,1610612762,UTA,29.0,5,3,2,0.6,15.256666666666666,7.1,0.0,0.0,0.0,14.2,14.2,16.5,23.6,0.0,0.0,4.7,0.0,25.2,11,14,69,50,33,14,34,18,53,87,96,121,77,21,1,91,64,71
Players,2207,Joe Johnson,Joe,1610612762,UTA,36.0,6,3,3,0.5,20.066666666666663,3.6,5.4,0.0,17.9,10.8,10.8,12.6,25.1,0.0,0.0,3.6,0.0,47.7,7,14,110,61,15,30,19,18,6,71,77,114,74,21,1,81,64,26
Players,203918,Rodney Hood,Rodney,1610612762,UTA,24.0,3,2,1,0.667,10.013333333333334,0.0,0.0,0.0,7.2,0.0,0.0,10.8,14.4,0.0,0.0,0.0,0.0,39.5,60,36,26,38,56,36,34,18,40,1,1,110,103,21,1,1,64,34
Players,203497,Rudy Gobert,Rudy,1610612762,UTA,25.0,2,1,1,0.5,5.873333333333333,0.0,0.0,0.0,12.3,0.0,0.0,0.0,24.5,0.0,0.0,12.3,12.3,38.0,90,62,26,61,77,36,34,18,21,1,1,1,75,21,1,124,8,37
Players,202714,Shelvin Mack,Shelvin,1610612762,UTA,27.0,1,0,1,0.0,1.9833333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105,104,26,104,107,36,34,18,53,1,1,1,110,21,1,1,64,107
