season,player_id,player_name,nickname,team_id,team,team_name,game_id,game_date,matchup,wl,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,tov,stl,blk,blka,pf,pfd,pts,plus_minus,nba_fantasy_pts,dd2,td3,wnba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,fgm_rank,fga_rank,fg_pct_rank,fg3m_rank,fg3a_rank,fg3_pct_rank,ftm_rank,fta_rank,ft_pct_rank,oreb_rank,dreb_rank,reb_rank,ast_rank,tov_rank,stl_rank,blk_rank,blka_rank,pf_rank,pfd_rank,pts_rank,plus_minus_rank,nba_fantasy_pts_rank,dd2_rank,td3_rank,wnba_fantasy_pts_rank,available_flag,min_sec,season_start,season_end
2018-19,203095,Evan Fournier,Evan,1610612753,ORL,Orlando Magic,21801222,2019-04-10T00:00:00,ORL @ CHA,W,31.716666666666665,6,15,0.4,0,5,0.0,2,3,0.667,0,2,2,3,0,0,0,1,1,3,14,-7,20.9,0,0,19.0,1,1,1,1,5734,4937,3138,14646,13697,4781,13697,6436,6549,9511,13019,13681,16329,6208,16665,12169,8286,17177,4829,4876,7186,18945,12037,2359,128,12470,1,31:43,2018,2019
2018-19,1626185,Jarell Martin,Jarell,1610612753,ORL,Orlando Magic,21801222,2019-04-10T00:00:00,ORL @ CHA,W,20.2,1,4,0.25,0,3,0.0,0,0,0.0,0,3,3,1,0,0,0,0,2,0,2,11,7.1,0,0,6.0,1,1,1,1,16003,19280,18618,20197,13697,9513,13697,14182,15041,14182,13019,9906,12926,13432,16665,12169,8286,1,11136,18923,21391,3898,21645,2359,128,21890,1,20:12,2018,2019
2018-19,1628518,Amile Jefferson,Amile,1610612753,ORL,Orlando Magic,21801222,2019-04-10T00:00:00,ORL @ CHA,W,24.683333333333334,3,4,0.75,0,0,0.0,0,0,0.0,2,5,7,1,1,1,0,1,3,0,6,6,17.9,0,0,16.0,1,1,1,1,12117,12305,18618,1866,13697,20119,13697,14182,15041,14182,3049,4837,4152,13432,9005,4548,8286,17177,17131,18923,16101,6873,14102,2359,128,14669,1,24:41,2018,2019
2018-19,1628411,Wes Iwundu,Wes,1610612753,ORL,Orlando Magic,21801222,2019-04-10T00:00:00,ORL @ CHA,W,24.25,3,6,0.5,1,2,0.5,0,0,0.0,0,0,0,4,0,2,2,1,1,1,7,-2,25.0,0,0,20.0,1,1,1,1,12518,12305,14888,8362,7527,12673,3790,14182,15041,14182,13019,22618,23475,4179,16665,1473,862,17177,4829,12643,14879,14203,9309,2359,128,11770,1,24:15,2018,2019
2018-19,203920,Khem Birch,Khem,1610612753,ORL,Orlando Magic,21801222,2019-04-10T00:00:00,ORL @ CHA,W,23.316666666666663,2,4,0.5,0,0,0.0,1,2,0.5,2,4,6,2,0,0,0,0,5,2,5,2,15.2,0,0,13.0,1,1,1,1,13346,15736,18618,8362,13697,20119,13697,10713,8097,10961,3049,6983,5530,9102,16665,12169,8286,1,24518,7971,17583,10185,16071,2359,128,16912,1,23:19,2018,2019
2018-19,203932,Aaron Gordon,Aaron,1610612753,ORL,Orlando Magic,21801222,2019-04-10T00:00:00,ORL @ CHA,W,32.93333333333333,11,18,0.611,1,3,0.333,4,4,1.0,2,5,7,3,2,0,0,0,1,2,27,1,37.9,0,0,38.0,1,1,1,1,4728,577,1610,5063,7527,9513,8453,2731,4084,1,3049,4837,4152,6208,4320,12169,8286,1,4829,7971,1087,11129,3414,2359,128,2761,1,32:56,2018,2019
2018-19,203487,Michael Carter-Williams,Michael,1610612753,ORL,Orlando Magic,21801222,2019-04-10T00:00:00,ORL @ CHA,W,22.066666666666663,3,5,0.6,0,1,0.0,2,4,0.5,1,3,4,7,0,1,0,0,3,3,8,18,26.3,0,0,21.0,1,1,1,1,14458,12305,16739,5112,13697,16257,13697,6436,4084,10961,6309,9906,9946,1262,16665,4548,8286,1,17131,4876,13441,1452,8556,2359,128,11052,1,22:04,2018,2019
2018-19,201571,D.J. Augustin,D.J.,1610612753,ORL,Orlando Magic,21801222,2019-04-10T00:00:00,ORL @ CHA,W,30.98333333333333,7,13,0.538,3,6,0.5,1,2,0.5,0,4,4,1,2,0,0,1,2,1,18,-4,22.3,0,0,26.0,1,1,1,1,6394,3482,4771,7807,1715,3157,3790,10713,8097,10961,13019,6983,9946,13432,4320,12169,8286,17177,11136,12643,4316,16234,11069,2359,128,7882,1,30:59,2018,2019
2018-19,203082,Terrence Ross,Terrence,1610612753,ORL,Orlando Magic,21801222,2019-04-10T00:00:00,ORL @ CHA,W,29.85,12,19,0.632,6,10,0.6,5,5,1.0,2,4,6,2,1,1,0,0,1,2,35,15,47.2,0,0,51.0,1,1,1,1,7394,331,1250,4533,123,506,2996,1748,3085,1,3049,6983,5530,9102,9005,4548,8286,1,4829,7971,262,2307,1434,2359,128,680,1,29:51,2018,2019
2018-19,203920,Khem Birch,Khem,1610612753,ORL,Orlando Magic,21801203,2019-04-07T00:00:00,ORL @ BOS,W,14.016666666666667,2,4,0.5,0,0,0.0,0,0,0.0,1,1,2,0,0,0,0,0,1,0,4,-11,6.4,0,0,6.0,1,1,1,1,20593,15736,18618,8362,13697,20119,13697,14182,15041,14182,6309,18138,16329,19301,16665,12169,8286,1,4829,18923,18802,21828,22011,2359,128,21890,1,14:01,2018,2019
