close_def_person_id,player,team_id,team,player_position,age,gp,g,freq,fgm_gt_15,fga_gt_15,gt_15_pct,ns_gt_15_pct,plusminus
1628386,Jarrett Allen,1610612751,BKN,C,22.0,70,69,0.368,175,422,0.415,0.374,0.04
203915,Spencer Dinwiddie,1610612751,BKN,G,27.0,64,64,0.466,131,339,0.386,0.363,0.024
201599,DeAndre Jordan,1610612751,BKN,C,31.0,56,56,0.452,125,339,0.369,0.357,0.011
1627752,Taurean Prince,1610612751,BKN,F,26.0,64,64,0.45,107,321,0.333,0.364,-0.031
202066,Garrett Temple,1610612751,BKN,G-F,34.0,62,61,0.475,113,316,0.358,0.368,-0.011
203925,Joe Harris,1610612751,BKN,G-F,28.0,69,69,0.432,113,307,0.368,0.363,0.005
1627747,Caris LeVert,1610612751,BKN,G,25.0,45,44,0.509,87,234,0.372,0.366,0.006
1627789,Timothe Luwawu-Cabarrot,1610612751,BKN,G-F,25.0,45,41,0.528,58,177,0.328,0.366,-0.038
201163,Wilson Chandler,1610612751,BKN,F,33.0,35,35,0.49,54,146,0.37,0.352,0.017
204020,Tyler Johnson,1610612751,BKN,G,28.0,37,35,0.518,47,127,0.37,0.37,0.0
1629066,Rodions Kurucs,1610612751,BKN,F,22.0,45,41,0.43,37,122,0.303,0.356,-0.053
202681,Kyrie Irving,1610612751,BKN,G,28.0,20,20,0.41,29,86,0.337,0.377,-0.04
1629058,Dzanan Musa,1610612751,BKN,G-F,21.0,37,34,0.509,30,84,0.357,0.363,-0.006
1629185,Chris Chiozza,1610612751,BKN,G,24.0,27,25,0.491,22,81,0.272,0.357,-0.085
1629651,Nic Claxton,1610612751,BKN,F-C,21.0,14,13,0.438,20,49,0.408,0.368,0.04
1629743,Donta Hall,1610612751,BKN,F,22.0,9,8,0.425,13,34,0.382,0.357,0.025
202697,Iman Shumpert,1610612751,BKN,G,30.0,13,12,0.492,11,31,0.355,0.351,0.004
1629725,Jeremiah Martin,1610612751,BKN,G,24.0,8,6,0.512,8,22,0.364,0.351,0.013
1626147,Justin Anderson,1610612751,BKN,F-G,26.0,9,7,0.5,5,19,0.263,0.379,-0.115
202498,Lance Thomas,1610612751,BKN,F,32.0,6,4,0.538,7,14,0.5,0.388,0.112
1627740,Henry Ellenson,1610612751,BKN,F-C,23.0,5,2,0.429,0,3,0.0,0.415,-0.415
2037,Jamal Crawford,1610612751,BKN,G,40.0,1,1,1.0,1,1,1.0,0.434,0.566
