close_def_person_id,player,team_id,team,player_position,age,gp,g,freq,fgm_lt_10,fga_lt_10,lt_10_pct,ns_lt_10_pct,plusminus
1628386,Jarrett Allen,1610612751,BKN,C,22.0,4,4,0.376,13,35,0.371,0.553,-0.181
1627789,Timothe Luwawu-Cabarrot,1610612751,BKN,G-F,25.0,4,4,0.534,21,31,0.677,0.566,0.112
1629066,Rodions Kurucs,1610612751,BKN,F,22.0,4,4,0.512,12,22,0.545,0.579,-0.033
1627747,Caris LeVert,1610612751,BKN,G,25.0,4,4,0.487,11,19,0.579,0.551,0.028
202066,Garrett Temple,1610612751,BKN,G-F,34.0,4,4,0.447,7,17,0.412,0.556,-0.145
204020,Tyler Johnson,1610612751,BKN,G,28.0,4,4,0.571,10,16,0.625,0.564,0.062
203925,Joe Harris,1610612751,BKN,G-F,28.0,2,2,0.6,9,15,0.6,0.542,0.058
1629725,Jeremiah Martin,1610612751,BKN,G,24.0,3,2,0.588,5,10,0.5,0.513,-0.013
1629185,Chris Chiozza,1610612751,BKN,G,24.0,4,4,0.308,8,8,1.0,0.604,0.396
1629058,Dzanan Musa,1610612751,BKN,G-F,21.0,2,2,0.7,4,7,0.571,0.578,-0.007
1626147,Justin Anderson,1610612751,BKN,F-G,26.0,3,2,0.5,2,6,0.333,0.522,-0.189
1629743,Donta Hall,1610612751,BKN,F,22.0,3,3,0.417,3,5,0.6,0.534,0.066
202498,Lance Thomas,1610612751,BKN,F,32.0,2,2,0.4,0,2,0.0,0.563,-0.563
