season,player_id,player_name,nickname,team_id,team,team_name,game_id,game_date,matchup,wl,min,pct_fga_2pt,pct_fga_3pt,pct_pts_2pt,pct_pts_2pt_mr,pct_pts_3pt,pct_pts_fb,pct_pts_ft,pct_pts_off_tov,pct_pts_paint,pct_ast_2pm,pct_uast_2pm,pct_ast_3pm,pct_uast_3pm,pct_ast_fgm,pct_uast_fgm,fgm,fga,fg_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pct_fga_2pt_rank,pct_fga_3pt_rank,pct_pts_2pt_rank,pct_pts_2pt_mr_rank,pct_pts_3pt_rank,pct_pts_fb_rank,pct_pts_ft_rank,pct_pts_off_tov_rank,pct_pts_paint_rank,pct_ast_2pm_rank,pct_uast_2pm_rank,pct_ast_3pm_rank,pct_uast_3pm_rank,pct_ast_fgm_rank,pct_uast_fgm_rank,fgm_rank,fga_rank,fg_pct_rank,available_flag,min_sec,season_start,season_end
2024-25,1630171,Isaac Okoro,Isaac,1610612739,CLE,Cleveland Cavaliers,42400205,2025-05-13T00:00:00,CLE vs. IND,L,16.1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1,2,0.5,1,851,851,851,1090,1,1299,1,407,933,610,834,728,1,952,1,837,268,1239,1,1101,1272,504,1,16:08,2024,2025
2024-25,1629636,Darius Garland,Darius,1610612739,CLE,Cleveland Cavaliers,42400205,2025-05-13T00:00:00,CLE vs. IND,L,33.3,0.625,0.375,0.727,0.182,0.0,0.0,0.273,0.182,0.545,0.25,0.75,0.0,0.0,0.25,0.75,4,16,0.25,1,851,851,851,446,667,858,328,193,933,610,311,444,462,850,298,837,268,1144,193,574,203,1213,1,33:18,2024,2025
2024-25,1630596,Evan Mobley,Evan,1610612739,CLE,Cleveland Cavaliers,42400205,2025-05-13T00:00:00,CLE vs. IND,L,37.4,0.833,0.167,0.583,0.0,0.125,0.0,0.292,0.083,0.583,0.143,0.857,1.0,0.0,0.25,0.75,8,12,0.667,1,851,851,851,259,303,1225,534,407,903,610,284,680,406,928,246,1,268,1144,193,180,411,193,1,37:25,2024,2025
2024-25,1628386,Jarrett Allen,Jarrett,1610612739,CLE,Cleveland Cavaliers,42400205,2025-05-13T00:00:00,CLE vs. IND,L,29.7,1.0,0.0,0.889,0.0,0.0,0.0,0.111,0.444,0.889,1.0,0.0,0.0,0.0,1.0,0.0,4,6,0.667,1,851,851,851,600,1,1299,213,407,933,610,686,121,181,1,842,837,268,1,894,574,868,193,1,29:43,2024,2025
2024-25,1629731,Dean Wade,Dean,1610612739,CLE,Cleveland Cavaliers,42400205,2025-05-13T00:00:00,CLE vs. IND,L,18.7,0.667,0.333,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2,3,0.667,1,851,851,851,1005,565,917,1,407,933,610,834,728,1,952,1,837,268,1239,1,896,1168,193,1,18:44,2024,2025
2024-25,1629631,De'Andre Hunter,De'Andre,1610612739,CLE,Cleveland Cavaliers,42400205,2025-05-13T00:00:00,CLE vs. IND,L,29.9,0.667,0.333,0.5,0.0,0.5,0.167,0.0,0.0,0.5,0.0,1.0,0.0,1.0,0.0,1.0,5,12,0.417,1,851,851,851,588,565,917,655,407,425,384,834,728,503,952,1,837,1,1239,1,450,411,875,1,29:56,2024,2025
2024-25,1629660,Ty Jerome,Ty,1610612739,CLE,Cleveland Cavaliers,42400205,2025-05-13T00:00:00,CLE vs. IND,L,11.0,0.4,0.6,0.25,0.0,0.75,0.375,0.0,0.0,0.25,0.0,1.0,0.0,1.0,0.0,1.0,3,5,0.6,1,851,851,851,1291,1069,445,1051,407,174,124,834,728,947,952,1,837,1,1239,1,711,944,309,1,11:00,2024,2025
2024-25,1628378,Donovan Mitchell,Donovan,1610612739,CLE,Cleveland Cavaliers,42400205,2025-05-13T00:00:00,CLE vs. IND,L,37.7,0.48,0.52,0.229,0.0,0.343,0.314,0.428,0.143,0.229,0.0,1.0,0.75,0.25,0.375,0.625,8,25,0.32,1,851,851,851,248,984,561,1096,407,634,176,131,541,1003,952,1,685,234,1047,307,180,28,1151,1,37:39,2024,2025
2024-25,1629622,Max Strus,Max,1610612739,CLE,Cleveland Cavaliers,42400205,2025-05-13T00:00:00,CLE vs. IND,L,26.1,0.333,0.667,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9,0.0,1,851,851,851,741,1146,329,1186,407,933,610,834,728,1141,952,842,837,268,1239,894,1362,586,1362,1,26:07,2024,2025
2024-25,1630241,Sam Merrill,Sam,1610612739,CLE,Cleveland Cavaliers,42400204,2025-05-11T00:00:00,CLE @ IND,L,13.5,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,1,851,851,851,1193,1375,1,1186,407,933,1,1,728,1141,952,842,837,268,1239,894,1362,1272,1362,1,13:32,2024,2025
