group_set,player_id,player,nickname,team_id,team,age,gp,w,l,w_pct,min,pct_fga_2pt,pct_fga_3pt,pct_pts_2pt,pct_pts_2pt_mr,pct_pts_3pt,pct_pts_fb,pct_pts_ft,pct_pts_off_tov,pct_pts_paint,pct_ast_2pm,pct_uast_2pm,pct_ast_3pm,pct_uast_3pm,pct_ast_fgm,pct_uast_fgm,fgm,fga,fg_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pct_fga_2pt_rank,pct_fga_3pt_rank,pct_pts_2pt_rank,pct_pts_2pt_mr_rank,pct_pts_3pt_rank,pct_pts_fb_rank,pct_pts_ft_rank,pct_pts_off_tov_rank,pct_pts_paint_rank,pct_ast_2pm_rank,pct_uast_2pm_rank,pct_ast_3pm_rank,pct_uast_3pm_rank,pct_ast_fgm_rank,pct_uast_fgm_rank,fgm_rank,fga_rank,fg_pct_rank
Players,203085,Austin Rivers,Austin,1610612745,HOU,27.0,9,5,4,0.556,3.0,0.429,0.571,0.25,0.0,0.75,0.0,0.0,0.0,0.25,1.0,0.0,1.0,0.0,1.0,0.0,3,7,0.429,272,231,148,150,174,276,117,261,130,28,157,297,210,224,1,232,1,82,1,237,200,216,170
Players,203463,Ben McLemore,Ben,1610612745,HOU,27.0,12,5,7,0.417,1.8,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3,5,0.6,232,231,232,277,323,361,1,307,130,1,157,297,210,296,245,232,1,82,1,237,200,246,58
Players,1629598,Chris Clemons,Chris,1610612745,HOU,22.0,3,0,3,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,364,415,117,415,410,361,312,307,130,224,157,297,210,296,245,232,214,82,304,237,340,394,340
Players,1627863,Danuel House Jr.,Danuel,1610612745,HOU,27.0,24,15,9,0.625,2.2,0.25,0.75,0.0,0.0,0.789,0.0,0.211,0.105,0.0,0.0,0.0,1.0,0.0,1.0,0.0,5,16,0.313,113,62,279,106,271,333,58,307,130,23,157,217,149,296,245,232,1,82,1,237,166,139,288
Players,1628021,David Nwaba,David,1610612745,HOU,27.0,2,0,2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,383,415,82,415,444,361,312,307,130,224,157,297,210,296,245,232,214,82,304,237,340,394,340
Players,201960,DeMarre Carroll,DeMarre,1610612745,HOU,33.0,1,0,1,0.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,414,415,28,415,63,361,312,307,130,224,157,297,210,296,245,232,214,82,304,237,340,394,340
Players,201569,Eric Gordon,Eric,1610612745,HOU,31.0,13,9,4,0.692,2.6,0.2,0.8,0.143,0.0,0.857,0.0,0.0,0.429,0.143,0.0,1.0,1.0,0.0,0.8,0.2,5,10,0.5,215,157,148,63,222,342,47,289,130,18,157,297,16,271,245,1,1,82,125,207,166,188,96
Players,201935,James Harden,James,1610612745,HOU,30.0,30,19,11,0.633,3.6,0.5,0.5,0.28,0.0,0.224,0.093,0.496,0.14,0.28,0.133,0.867,0.125,0.875,0.13,0.87,23,64,0.359,56,26,320,101,79,222,137,250,130,179,92,57,120,213,230,76,212,12,298,42,32,18,237
Players,201145,Jeff Green,Jeff,1610612745,HOU,33.0,5,2,3,0.4,2.1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,331,321,117,287,292,361,1,307,130,224,157,1,210,296,245,232,214,82,304,237,340,350,340
Players,1626187,Michael Frazier II,Michael,1610612745,HOU,26.0,1,0,1,0.0,2.4,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,414,415,28,415,255,361,1,307,130,224,157,297,210,296,245,232,214,82,304,237,340,350,340
