player,team,number,position,height,weight,last_attended,country,profile_url,is_active,is_free_agent,is_retired,headshot_url,birthdate,experience,legacy,draft_year,draft_round,draft_pick,draft_status,player_id
Nickeil Alexander-Walker,MIN,9,Guard,77.0,205.0,Virginia Tech,Canada,https://www.nba.com/player/1629638/nickeil-alexander-walker,True,False,False,"data:image/svg+xml;utf8,<svg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 512 512'><circle cx='256' cy='160' r='112' fill='%23A0A0A0'/><path d='M256 304c-106 0-192 78-192 176 0 18 14 32 32 32h320c18 0 32-14 32-32 0-98-86-176-192-176z' fill='%23A0A0A0'/></svg>",1980-01-01,5.0,False,2019.0,1.0,17.0,Drafted,alexani01
Jaylen Clark,MIN,22,Guard,76.0,205.0,UCLA,USA,https://www.nba.com/player/1641740/jaylen-clark,True,False,False,"data:image/svg+xml;utf8,<svg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 512 512'><circle cx='256' cy='160' r='112' fill='%23A0A0A0'/><path d='M256 304c-106 0-192 78-192 176 0 18 14 32 32 32h320c18 0 32-14 32-32 0-98-86-176-192-176z' fill='%23A0A0A0'/></svg>",1980-01-01,,False,2023.0,2.0,53.0,Drafted,clarkja01
Mike Conley,MIN,10,Guard,72.0,175.0,Ohio State,USA,https://www.nba.com/player/201144/mike-conley,True,False,False,"data:image/svg+xml;utf8,<svg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 512 512'><circle cx='256' cy='160' r='112' fill='%23A0A0A0'/><path d='M256 304c-106 0-192 78-192 176 0 18 14 32 32 32h320c18 0 32-14 32-32 0-98-86-176-192-176z' fill='%23A0A0A0'/></svg>",1980-01-01,17.0,False,2007.0,1.0,4.0,Drafted,conlemi01
Donte DiVincenzo,MIN,0,Guard,76.0,203.0,Villanova,USA,https://www.nba.com/player/1628978/donte-divincenzo,True,False,False,"data:image/svg+xml;utf8,<svg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 512 512'><circle cx='256' cy='160' r='112' fill='%23A0A0A0'/><path d='M256 304c-106 0-192 78-192 176 0 18 14 32 32 32h320c18 0 32-14 32-32 0-98-86-176-192-176z' fill='%23A0A0A0'/></svg>",1980-01-01,6.0,False,2018.0,1.0,17.0,Drafted,divindo01
Rob Dillingham,MIN,4,Guard,75.0,175.0,Kentucky,USA,https://www.nba.com/player/1642265/rob-dillingham,True,False,False,"data:image/svg+xml;utf8,<svg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 512 512'><circle cx='256' cy='160' r='112' fill='%23A0A0A0'/><path d='M256 304c-106 0-192 78-192 176 0 18 14 32 32 32h320c18 0 32-14 32-32 0-98-86-176-192-176z' fill='%23A0A0A0'/></svg>",1980-01-01,,False,2024.0,1.0,8.0,Drafted,dilliro01
Anthony Edwards,MIN,5,Guard,76.0,225.0,Georgia,USA,https://www.nba.com/player/1630162/anthony-edwards,True,False,False,"data:image/svg+xml;utf8,<svg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 512 512'><circle cx='256' cy='160' r='112' fill='%23A0A0A0'/><path d='M256 304c-106 0-192 78-192 176 0 18 14 32 32 32h320c18 0 32-14 32-32 0-98-86-176-192-176z' fill='%23A0A0A0'/></svg>",1980-01-01,4.0,False,2020.0,1.0,1.0,Drafted,edwaran01
Jesse Edwards,MIN,14,Center,84.0,236.0,West Virginia,Netherlands,https://www.nba.com/player/1642399/jesse-edwards,True,False,False,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,1980-01-01,,False,0.0,0.0,0.0,UDF,edwarje01
Luka Garza,MIN,55,Center,82.0,243.0,Iowa,USA,https://www.nba.com/player/1630568/luka-garza,True,False,False,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,1980-01-01,3.0,False,2021.0,2.0,52.0,Drafted,garzalu01
Rudy Gobert,MIN,27,Center,85.0,258.0,Cholet,France,https://www.nba.com/player/203497/rudy-gobert,True,False,False,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,1980-01-01,11.0,False,2013.0,1.0,27.0,Drafted,goberru01
Bones Hyland,MIN,77,Guard,74.0,169.0,Virginia Commonwealth,USA,https://www.nba.com/player/1630538/nahshon-hyland,True,False,False,"data:image/svg+xml;utf8,<svg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 512 512'><circle cx='256' cy='160' r='112' fill='%23A0A0A0'/><path d='M256 304c-106 0-192 78-192 176 0 18 14 32 32 32h320c18 0 32-14 32-32 0-98-86-176-192-176z' fill='%23A0A0A0'/></svg>",1980-01-01,3.0,False,2021.0,1.0,26.0,Drafted,hylanbo01
