group_set,player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,pct_fga_2pt,pct_fga_3pt,pct_pts_2pt,pct_pts_2pt_mr,pct_pts_3pt,pct_pts_fb,pct_pts_ft,pct_pts_off_tov,pct_pts_paint,pct_ast_2pm,pct_uast_2pm,pct_ast_3pm,pct_uast_3pm,pct_ast_fgm,pct_uast_fgm,fgm,fga,fg_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pct_fga_2pt_rank,pct_fga_3pt_rank,pct_pts_2pt_rank,pct_pts_2pt_mr_rank,pct_pts_3pt_rank,pct_pts_fb_rank,pct_pts_ft_rank,pct_pts_off_tov_rank,pct_pts_paint_rank,pct_ast_2pm_rank,pct_uast_2pm_rank,pct_ast_3pm_rank,pct_uast_3pm_rank,pct_ast_fgm_rank,pct_uast_fgm_rank,fgm_rank,fga_rank,fg_pct_rank,team
Players,1630181,R.J. Hampton,R.J.,1610612753,ORL,21.0,9,4,5,0.444,4.2,0.571,0.429,0.5,0.167,0.25,0.167,0.25,0.167,0.333,0.333,0.667,1.0,0.0,0.5,0.5,4,7,0.571,279,275,211,290,28,213,202,166,51,174,54,165,121,206,204,106,1,98,222,116,204,240,88,ORL
Players,1628976,Wendell Carter Jr.,Wendell,1610612753,ORL,23.0,24,10,14,0.417,3.9,0.667,0.333,0.455,0.0,0.0,0.091,0.545,0.409,0.455,0.8,0.2,0.0,0.0,0.8,0.2,5,21,0.238,128,156,401,318,53,169,238,199,141,252,102,24,31,152,84,237,232,98,123,228,175,126,335,ORL
Players,1630532,Franz Wagner,Franz,1610612753,ORL,20.0,29,11,18,0.379,4.1,0.778,0.222,0.571,0.0,0.107,0.0,0.322,0.0,0.571,0.438,0.563,0.5,0.5,0.444,0.556,18,45,0.4,70,136,467,355,34,126,290,133,141,231,158,111,241,100,179,147,202,40,254,108,56,47,223,ORL
Players,1630591,Jalen Suggs,Jalen,1610612753,ORL,21.0,10,5,5,0.5,3.0,0.875,0.125,0.545,0.182,0.273,0.0,0.182,0.273,0.364,0.333,0.667,1.0,0.0,0.5,0.5,4,8,0.5,269,247,211,206,197,99,319,148,39,165,158,228,55,197,204,106,1,98,222,116,204,227,116,ORL
Players,201577,Robin Lopez,Robin,1610612753,ORL,34.0,4,2,2,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0.0,369,339,100,206,433,1,333,326,141,252,158,305,241,317,279,250,232,98,334,267,364,311,364,ORL
Players,1630273,Freddie Gillespie,Freddie,1610612753,ORL,25.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,438,448,38,448,494,381,333,326,141,252,158,305,241,317,279,250,232,98,334,267,364,419,364,ORL
Players,1629643,Chuma Okeke,Chuma,1610612753,ORL,23.0,14,8,6,0.571,2.5,0.4,0.6,0.273,0.0,0.545,0.0,0.182,0.136,0.273,0.667,0.333,1.0,0.0,0.857,0.143,7,10,0.7,224,200,239,155,266,302,114,284,141,74,158,228,148,242,114,195,1,98,107,254,146,208,56,ORL
Players,1628964,Mo Bamba,Mo,1610612753,ORL,24.0,20,7,13,0.35,3.7,0.529,0.471,0.5,0.0,0.45,0.0,0.05,0.1,0.5,0.2,0.8,1.0,0.0,0.5,0.5,8,17,0.471,171,211,380,373,71,235,184,166,141,103,158,301,186,123,250,72,1,98,222,116,130,136,157,ORL
Players,1630175,Cole Anthony,Cole,1610612753,ORL,22.0,25,10,15,0.4,4.1,0.607,0.393,0.469,0.123,0.185,0.074,0.346,0.136,0.346,0.158,0.842,0.2,0.8,0.167,0.833,24,56,0.429,111,156,420,332,38,200,219,190,73,210,117,81,150,203,262,64,228,22,324,39,31,27,192,ORL
Players,1629678,Admiral Schofield,Admiral,1610612753,ORL,25.0,2,1,1,0.5,1.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,408,375,38,206,359,381,333,326,141,252,158,305,241,317,279,250,232,98,334,267,364,419,364,ORL
Players,203914,Gary Harris,Gary,1610612753,ORL,27.0,23,9,14,0.391,2.9,0.083,0.917,0.286,0.0,0.429,0.0,0.285,0.0,0.286,1.0,0.0,1.0,0.0,1.0,0.0,2,12,0.167,137,173,401,346,200,377,41,276,141,109,158,141,241,228,1,250,1,98,1,267,256,176,351,ORL
Players,203082,Terrence Ross,Terrence,1610612753,ORL,31.0,15,5,10,0.333,2.4,0.417,0.583,0.24,0.0,0.12,0.08,0.64,0.08,0.24,0.333,0.667,1.0,0.0,0.5,0.5,4,12,0.333,214,247,322,378,288,300,118,296,141,226,112,21,208,258,204,106,1,98,222,116,204,176,267,ORL
Players,1629649,Ignas Brazdeikis,Ignas,1610612753,ORL,23.0,3,1,2,0.333,1.9,0.667,0.333,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1,3,0.333,383,375,100,378,352,169,238,1,141,252,158,305,241,1,279,1,232,98,334,1,299,311,267,ORL
Players,1629755,Hassani Gravett,Hassani,1610612753,ORL,25.0,3,1,2,0.333,2.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,383,375,100,378,327,381,333,326,141,252,158,305,241,317,279,250,232,98,334,267,364,419,364,ORL
Players,1630288,Jeff Dowtin Jr.,Jeff,1610612753,ORL,25.0,1,0,1,0.0,2.9,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,438,448,38,448,210,381,1,326,141,252,158,305,241,317,279,250,232,98,334,267,364,364,364,ORL
Players,1629962,Devin Cannady,Devin,1610612753,ORL,26.0,1,1,0,1.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,438,375,1,1,231,381,333,326,141,252,158,1,241,317,279,250,232,98,334,267,364,419,364,ORL
Players,1629021,Moritz Wagner,Moritz,1610612753,ORL,25.0,5,2,3,0.4,0.9,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,343,339,139,332,436,381,1,326,141,252,158,305,241,317,279,250,232,98,334,267,364,335,364,ORL
