close_def_person_id,player,team_id,team,pos,age,gp,g,freq,fgm_lt_10,fga_lt_10,lt_10_pct,ns_lt_10_pct,plusminus
1628381,John Collins,1610612737,ATL,F-C,20.0,73,73,0.542,3.47,6.86,0.505,0.576,-0.071
203473,Dewayne Dedmon,1610612737,ATL,C,28.0,61,58,0.431,2.72,5.2,0.524,0.573,-0.05
1627752,Taurean Prince,1610612737,ATL,F,24.0,81,80,0.447,2.73,4.81,0.567,0.575,-0.009
203471,Dennis Schröder,1610612737,ATL,G,24.0,66,66,0.412,2.79,4.71,0.592,0.555,0.037
203101,Miles Plumlee,1610612737,ATL,C-F,29.0,55,55,0.489,2.38,4.69,0.508,0.575,-0.067
203488,Mike Muscala,1610612737,ATL,F-C,26.0,53,52,0.458,2.6,4.68,0.556,0.57,-0.014
203145,Kent Bazemore,1610612737,ATL,G,28.0,64,64,0.445,2.31,4.2,0.55,0.568,-0.017
1627814,Damion Lee,1610612737,ATL,G,25.0,15,14,0.457,2.07,3.87,0.534,0.574,-0.04
1628463,Tyler Cavanaugh,1610612737,ATL,F,24.0,34,31,0.516,2.06,3.32,0.619,0.566,0.053
1628537,Jaylen Morris,1610612737,ATL,G,22.0,6,6,0.444,1.67,2.67,0.625,0.565,0.06
1627761,DeAndre' Bembry,1610612737,ATL,F-G,23.0,25,22,0.423,1.6,2.52,0.635,0.543,0.092
1627098,Malcolm Delaney,1610612737,ATL,G,29.0,51,48,0.408,1.51,2.47,0.611,0.549,0.062
1628416,Tyler Dorsey,1610612737,ATL,G,22.0,52,41,0.382,1.37,2.37,0.577,0.557,0.02
203705,Josh Magette,1610612737,ATL,G,28.0,16,13,0.427,1.19,2.19,0.543,0.512,0.031
1627819,Isaiah Taylor,1610612737,ATL,G,23.0,64,56,0.359,1.03,2.09,0.493,0.536,-0.043
1628510,Andrew White III,1610612737,ATL,F,25.0,12,12,0.377,1.0,1.67,0.6,0.567,0.033
1628499,Antonius Cleveland,1610612737,ATL,G,24.0,12,8,0.452,0.83,1.58,0.526,0.553,-0.027
202379,Jeremy Evans,1610612737,ATL,F,30.0,1,1,0.333,1.0,1.0,1.0,0.563,0.437
1627852,Nicolas Brussino,1610612737,ATL,F,25.0,2,1,0.333,0.5,0.5,1.0,0.658,0.342
