close_def_person_id,player,team_id,team,pos,age,gp,g,freq,fgm_gt_15,fga_gt_15,gt_15_pct,ns_gt_15_pct,plusminus
203473,Dewayne Dedmon,1610612737,ATL,C,28.0,61,60,0.486,2.28,5.87,0.388,0.375,0.013
203471,Dennis Schröder,1610612737,ATL,G,24.0,66,66,0.499,2.35,5.7,0.412,0.379,0.034
1627752,Taurean Prince,1610612737,ATL,F,24.0,81,78,0.474,1.9,5.1,0.373,0.373,0.0
203488,Mike Muscala,1610612737,ATL,F-C,26.0,53,51,0.472,1.74,4.83,0.359,0.37,-0.011
1628381,John Collins,1610612737,ATL,F-C,20.0,73,71,0.381,1.85,4.82,0.384,0.373,0.011
203145,Kent Bazemore,1610612737,ATL,G,28.0,64,62,0.462,1.83,4.36,0.419,0.373,0.046
1627814,Damion Lee,1610612737,ATL,G,25.0,15,15,0.48,1.27,4.07,0.311,0.367,-0.055
203101,Miles Plumlee,1610612737,ATL,C-F,29.0,55,53,0.405,1.62,3.89,0.416,0.37,0.046
1627819,Isaiah Taylor,1610612737,ATL,G,23.0,64,62,0.566,1.31,3.3,0.398,0.369,0.029
1628416,Tyler Dorsey,1610612737,ATL,G,22.0,52,48,0.525,1.15,3.25,0.355,0.368,-0.013
1627098,Malcolm Delaney,1610612737,ATL,G,29.0,51,47,0.524,1.16,3.18,0.364,0.379,-0.015
1627761,DeAndre' Bembry,1610612737,ATL,F-G,23.0,25,23,0.483,1.04,2.88,0.361,0.375,-0.014
1628537,Jaylen Morris,1610612737,ATL,G,22.0,6,6,0.444,1.17,2.67,0.438,0.365,0.073
1628463,Tyler Cavanaugh,1610612737,ATL,F,24.0,34,33,0.411,1.21,2.65,0.456,0.361,0.095
1628510,Andrew White III,1610612737,ATL,F,25.0,12,11,0.547,1.33,2.42,0.552,0.375,0.177
203705,Josh Magette,1610612737,ATL,G,28.0,16,14,0.463,0.75,2.38,0.316,0.356,-0.04
202379,Jeremy Evans,1610612737,ATL,F,30.0,1,1,0.667,0.0,2.0,0.0,0.242,-0.242
1628499,Antonius Cleveland,1610612737,ATL,G,24.0,12,10,0.452,0.83,1.58,0.526,0.398,0.129
1627852,Nicolas Brussino,1610612737,ATL,F,25.0,2,2,0.667,0.0,1.0,0.0,0.354,-0.354
