player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,travel,double_dribble,discontinued_dribble,off_three_sec,inbound,backcourt,off_goaltending,palming,off_foul,def_three_sec,charge,def_goaltending,lane,jump_ball,kicked_ball,gp_rank,w_rank,l_rank,w_pct_rank,travel_rank,double_dribble_rank,discontinued_dribble_rank,off_three_sec_rank,inbound_rank,backcourt_rank,off_goaltending_rank,palming_rank,off_foul_rank,def_three_sec_rank,charge_rank,def_goaltending_rank,lane_rank,jump_ball_rank,kicked_ball_rank,team
1627749,Dejounte Murray,Dejounte,1610612759,SAS,25.0,68,30,38,0.441,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,1.0,4.0,1.0,0.0,0.0,2.0,121,196,533,384,283,68,38,88,19,44,94,56,124,93,74,112,57,17,131,SAS
1630170,Devin Vassell,Devin,1610612759,SAS,21.0,71,29,42,0.408,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,2.0,0.0,0.0,1.0,88,204,554,419,221,68,38,88,19,159,94,56,281,207,155,64,57,17,222,SAS
1629719,Devontae Cacok,Devontae,1610612759,SAS,25.0,15,5,10,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,462,481,162,467,397,68,38,88,19,159,94,56,387,207,328,202,57,17,341,SAS
203926,Doug McDermott,Doug,1610612759,SAS,30.0,51,21,30,0.412,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,3.0,0.0,0.0,0.0,0.0,279,280,436,415,283,68,38,88,19,159,94,56,253,45,103,202,57,17,341,SAS
1627751,Jakob Poeltl,Jakob,1610612759,SAS,26.0,68,30,38,0.441,7.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,25.0,1.0,2.0,0.0,0.0,0.0,10.0,121,196,533,384,52,68,38,26,19,159,24,56,23,93,155,202,57,17,3,SAS
1628537,Jaylen Morris,Jaylen,1610612759,SAS,26.0,3,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,547,580,72,580,397,68,38,88,19,159,94,56,464,207,328,202,57,17,341,SAS
1629111,Jock Landale,Jock,1610612759,SAS,26.0,54,24,30,0.444,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,259,250,436,376,221,68,38,48,19,159,24,56,227,207,227,112,57,17,341,SAS
1630580,Joe Wieskamp,Joe,1610612759,SAS,22.0,29,11,18,0.379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,409,415,239,442,397,68,38,88,19,159,94,56,464,207,328,202,57,17,341,SAS
1626196,Josh Richardson,Josh,1610612759,SAS,28.0,65,38,27,0.585,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,160,111,379,202,106,68,7,88,19,44,94,56,253,207,227,202,57,17,222,SAS
1630563,Joshua Primo,Joshua,1610612759,SAS,19.0,50,22,28,0.44,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,1.0,2.0,1.0,0.0,0.0,1.0,289,271,399,386,283,68,38,88,19,14,94,56,253,93,155,112,57,17,222,SAS
1628966,Keita Bates-Diop,Keita,1610612759,SAS,26.0,59,23,36,0.39,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,0.0,1.0,0.0,2.0,216,260,508,432,76,11,38,88,19,159,94,56,253,207,103,202,9,17,131,SAS
1629640,Keldon Johnson,Keldon,1610612759,SAS,22.0,75,33,42,0.44,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,3.0,11.0,1.0,1.0,0.0,1.0,46,168,554,386,171,2,38,88,19,159,94,56,49,27,8,112,9,17,222,SAS
1629022,Lonnie Walker IV,Lonnie,1610612759,SAS,23.0,70,27,43,0.386,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,1.0,0.0,101,223,562,435,76,68,38,88,19,44,94,56,312,207,155,202,57,2,341,SAS
