season_id,player_id,player,team_id,team,team_name,play_type,type_grouping,percentile,gp,poss_pct,ppp,fg_pct,ft_poss_pct,tov_poss_pct,sf_poss_pct,plusone_poss_pct,score_poss_pct,efg_pct,poss,pts,fgm,fga,fgmx,season,season_start,season_end
22015,2548,Dwyane Wade,1610612748,MIA,Miami Heat,PRBallHandler,Offensive,0.698,74,0.348,0.846,0.441,0.121,0.148,0.112,0.015,0.434,0.442,7.4,6.2,2.4,5.5,3.1,2015-16,2015,2016
22015,201609,Goran Dragic,1610612748,MIA,Miami Heat,PRBallHandler,Offensive,0.531,72,0.379,0.789,0.45,0.067,0.197,0.063,0.012,0.387,0.464,6.0,4.7,2.0,4.5,2.5,2015-16,2015,2016
22015,204020,Tyler Johnson,1610612748,MIA,Miami Heat,PRBallHandler,Offensive,0.876,36,0.278,0.932,0.5,0.136,0.182,0.068,0.045,0.455,0.508,2.4,2.3,0.9,1.8,0.9,2015-16,2015,2016
22015,2207,Joe Johnson,1610612748,MIA,Miami Heat,PRBallHandler,Offensive,0.779,24,0.273,0.881,0.544,0.095,0.238,0.083,0.012,0.44,0.553,3.5,3.1,1.3,2.4,1.1,2015-16,2015,2016
22015,2757,Beno Udrih,1610612748,MIA,Miami Heat,PRBallHandler,Offensive,0.672,36,0.401,0.84,0.542,0.025,0.259,0.025,0.012,0.407,0.551,2.3,1.9,0.9,1.6,0.8,2015-16,2015,2016
22015,1626196,Josh Richardson,1610612748,MIA,Miami Heat,PRBallHandler,Offensive,0.462,53,0.245,0.756,0.426,0.122,0.146,0.098,0.024,0.402,0.426,1.5,1.2,0.5,1.2,0.7,2015-16,2015,2016
22015,101123,Gerald Green,1610612748,MIA,Miami Heat,PRBallHandler,Offensive,0.669,69,0.073,0.837,0.425,0.041,0.143,0.041,0.0,0.388,0.463,0.7,0.6,0.2,0.6,0.3,2015-16,2015,2016
22015,2736,Luol Deng,1610612748,MIA,Miami Heat,PRBallHandler,Offensive,0.698,74,0.029,0.846,0.412,0.154,0.192,0.115,0.0,0.423,0.441,0.4,0.3,0.1,0.2,0.1,2015-16,2015,2016
22015,1626159,Justise Winslow,1610612748,MIA,Miami Heat,PRBallHandler,Offensive,0.055,78,0.07,0.442,0.241,0.14,0.209,0.14,0.023,0.256,0.241,0.6,0.2,0.1,0.4,0.3,2015-16,2015,2016
22015,201596,Mario Chalmers,1610612748,MIA,Miami Heat,PRBallHandler,Offensive,0.748,6,0.326,0.867,0.4,0.133,0.2,0.133,0.0,0.4,0.4,2.5,2.2,0.7,1.7,1.0,2015-16,2015,2016
22015,2547,Chris Bosh,1610612748,MIA,Miami Heat,PRBallHandler,Offensive,0.838,53,0.011,0.909,0.375,0.182,0.091,0.182,0.0,0.455,0.375,0.2,0.2,0.1,0.2,0.1,2015-16,2015,2016
