GROUP_SET,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,USG_PCT,PCT_FGM,PCT_FGA,PCT_FG3M,PCT_FG3A,PCT_FTM,PCT_FTA,PCT_OREB,PCT_DREB,PCT_REB,PCT_AST,PCT_TOV,PCT_STL,PCT_BLK,PCT_BLKA,PCT_PF,PCT_PFD,PCT_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,USG_PCT_RANK,PCT_FGM_RANK,PCT_FGA_RANK,PCT_FG3M_RANK,PCT_FG3A_RANK,PCT_FTM_RANK,PCT_FTA_RANK,PCT_OREB_RANK,PCT_DREB_RANK,PCT_REB_RANK,PCT_AST_RANK,PCT_TOV_RANK,PCT_STL_RANK,PCT_BLK_RANK,PCT_BLKA_RANK,PCT_PF_RANK,PCT_PFD_RANK,PCT_PTS_RANK
Players,203085,Austin Rivers,Austin,1610612746,LAC,23.0,1,0,1,0.0,4.0,0.375,0.0,0.429,0.0,0.667,0.0,0.0,0.0,0.333,0.2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98,99,19,99,91,11,74,10,33,3,46,49,48,25,50,14,1,36,32,1,1,64,83
Players,201933,Blake Griffin,Blake,1610612746,LAC,27.0,1,0,1,0.0,4.0,0.2,0.0,0.167,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,98,99,19,99,87,43,74,57,33,20,46,49,48,83,88,45,124,36,32,1,1,64,83
Players,101108,Chris Paul,Chris,1610612746,LAC,31.0,1,0,1,0.0,4.0,0.2,0.5,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.333,98,99,19,99,87,43,12,20,33,68,46,49,48,83,88,1,1,36,32,1,123,64,23
Players,202332,Cole Aldrich,Cole,1610612746,LAC,27.0,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,98,99,19,99,121,107,74,99,33,68,46,49,48,83,88,45,1,36,32,1,123,64,83
Players,201599,DeAndre Jordan,DeAndre,1610612746,LAC,27.0,2,0,2,0.0,7.0,0.2,0.0,0.0,0.0,0.0,0.25,0.667,1.0,0.4,0.571,0.0,0.0,0.0,0.0,0.0,0.0,0.667,0.1,78,99,69,99,73,43,74,99,33,68,26,5,1,21,5,45,1,36,32,1,1,5,66
Players,200755,JJ Redick,JJ,1610612746,LAC,32.0,2,0,2,0.0,8.0,0.222,0.5,0.308,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.333,78,99,69,99,68,34,12,26,33,20,46,49,48,83,88,45,1,36,32,1,83,64,23
Players,2037,Jamal Crawford,Jamal,1610612746,LAC,36.0,2,0,2,0.0,8.0,0.222,0.25,0.231,0.0,0.167,0.75,0.333,0.0,0.0,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0.333,0.417,78,99,69,99,61,34,30,43,33,48,4,23,48,83,88,28,1,36,32,1,1,18,16
Players,201145,Jeff Green,Jeff,1610612746,LAC,29.0,1,0,1,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.667,0.4,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,98,99,19,99,102,107,74,99,33,68,46,49,48,4,21,45,1,36,32,1,98,64,83
Players,201601,Luc Mbah a Moute,Luc,1610612746,LAC,29.0,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98,99,19,99,122,107,74,99,33,68,46,49,48,83,88,45,1,36,32,1,1,64,83
Players,1718,Paul Pierce,Paul,1610612746,LAC,38.0,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,98,99,19,99,117,107,74,99,33,68,46,49,48,83,88,45,1,36,32,1,98,64,83
