group_set,player_id,player,nickname,team_id,team,age,gp,w,l,w_pct,min,usg_pct,pct_fgm,pct_fga,pct_fg3m,pct_fg3a,pct_ftm,pct_fta,pct_oreb,pct_dreb,pct_reb,pct_ast,pct_tov,pct_stl,pct_blk,pct_blka,pct_pf,pct_pfd,pct_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,usg_pct_rank,pct_fgm_rank,pct_fga_rank,pct_fg3m_rank,pct_fg3a_rank,pct_ftm_rank,pct_fta_rank,pct_oreb_rank,pct_dreb_rank,pct_reb_rank,pct_ast_rank,pct_tov_rank,pct_stl_rank,pct_blk_rank,pct_blka_rank,pct_pf_rank,pct_pfd_rank,pct_pts_rank
Players,1629014,Anfernee Simons,Anfernee,1610612757,POR,25.0,18,8,10,0.444,76.0,0.359,0.406,0.377,0.533,0.513,0.476,0.429,0.138,0.179,0.165,0.229,0.292,0.167,0.0,0.214,0.171,0.371,0.432,173,181,303,285,119,15,21,18,20,6,20,23,217,208,253,125,387,177,218,334,220,45,13
Players,1630204,Ashton Hagans,Ashton,1610612757,POR,24.0,2,1,1,0.5,13.0,0.172,0.0,0.238,0.0,0.5,0.0,0.0,0.0,0.4,0.222,1.0,0.0,0.0,0.0,0.5,0.0,0.143,0.0,393,359,29,200,315,160,355,97,222,7,272,280,298,35,147,1,1,254,218,437,1,201,367
Players,1630625,Dalano Banton,Dalano,1610612757,POR,24.0,8,4,4,0.5,27.0,0.139,0.222,0.151,0.0,0.091,0.182,0.133,0.111,0.095,0.1,0.125,0.125,0.0,1.0,0.0,0.375,0.182,0.209,278,261,164,200,243,228,117,228,222,284,135,193,236,322,333,228,265,254,1,1,428,160,121
Players,1629028,Deandre Ayton,Deandre,1610612757,POR,25.0,26,13,13,0.5,108.0,0.158,0.205,0.191,0.0,0.0,0.135,0.123,0.541,0.432,0.466,0.083,0.085,0.0,0.25,0.235,0.056,0.113,0.174,111,99,365,200,52,182,129,157,222,324,186,203,28,28,20,271,228,254,110,342,107,248,176
Players,1641871,Duop Reath,Duop,1610612757,POR,28.0,10,3,7,0.3,26.0,0.036,0.048,0.05,0.0,0.059,0.0,0.0,0.5,0.267,0.294,0.333,0.0,0.0,0.5,0.0,0.267,0.0,0.033,259,288,243,373,246,410,344,391,222,310,272,280,32,113,83,61,1,254,31,1,352,310,362
Players,1630641,Ibou Badji,Ibou,1610612757,POR,21.0,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,420,359,1,1,469,412,355,399,222,324,272,280,298,355,379,308,1,254,218,1,1,310,367
Players,1631133,Jabari Walker,Jabari,1610612757,POR,21.0,19,8,11,0.421,59.0,0.172,0.106,0.163,0.0,0.148,0.29,0.3,0.391,0.3,0.333,0.167,0.091,0.0,0.0,0.286,0.28,0.31,0.146,163,181,324,318,157,160,293,202,222,217,71,66,64,88,58,182,230,254,218,373,366,76,218
Players,203924,Jerami Grant,Jerami,1610612757,POR,30.0,23,12,11,0.522,92.0,0.281,0.301,0.291,0.412,0.349,0.271,0.288,0.036,0.133,0.102,0.158,0.333,0.0,0.167,0.2,0.233,0.319,0.303,132,121,324,191,86,52,62,59,41,48,84,76,289,284,331,196,408,254,157,319,311,72,61
Players,1631303,Justin Minaya,Justin,1610612757,POR,25.0,3,1,2,0.333,3.0,0.167,0.0,0.25,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,364,359,98,353,415,169,355,85,222,53,272,280,298,355,379,308,1,254,218,1,1,10,367
Players,1631200,Kris Murray,Kris,1610612757,POR,23.0,13,5,8,0.385,24.0,0.062,0.063,0.075,0.0,0.111,0.0,0.0,0.1,0.167,0.143,0.333,0.091,0.0,0.0,0.0,0.125,0.0,0.037,229,240,263,339,253,389,336,375,222,268,272,280,246,222,283,61,230,254,218,1,155,310,360
