group_set,player_id,player,nickname,team_id,team,age,gp,w,l,w_pct,min,pct_fga_2pt,pct_fga_3pt,pct_pts_2pt,pct_pts_2pt_mr,pct_pts_3pt,pct_pts_fb,pct_pts_ft,pct_pts_off_tov,pct_pts_paint,pct_ast_2pm,pct_uast_2pm,pct_ast_3pm,pct_uast_3pm,pct_ast_fgm,pct_uast_fgm,fgm,fga,fg_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pct_fga_2pt_rank,pct_fga_3pt_rank,pct_pts_2pt_rank,pct_pts_2pt_mr_rank,pct_pts_3pt_rank,pct_pts_fb_rank,pct_pts_ft_rank,pct_pts_off_tov_rank,pct_pts_paint_rank,pct_ast_2pm_rank,pct_uast_2pm_rank,pct_ast_3pm_rank,pct_uast_3pm_rank,pct_ast_fgm_rank,pct_uast_fgm_rank,fgm_rank,fga_rank,fg_pct_rank
Players,1629014,Anfernee Simons,Anfernee,1610612757,POR,25.0,18,8,10,0.444,4.2,0.615,0.385,0.45,0.1,0.3,0.063,0.25,0.075,0.35,0.278,0.722,0.375,0.625,0.308,0.692,26,52,0.5,173,181,303,285,26,186,211,205,56,144,126,150,199,220,248,84,205,17,297,56,25,33,103
Players,1630204,Ashton Hagans,Ashton,1610612757,POR,24.0,2,1,1,0.5,6.5,0.4,0.6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5,0.0,393,359,29,200,4,297,97,332,128,222,169,272,226,329,286,251,217,79,323,259,355,253,355
Players,1630625,Dalano Banton,Dalano,1610612757,POR,24.0,8,4,4,0.5,3.4,0.875,0.125,0.857,0.0,0.0,0.143,0.143,0.143,0.857,0.667,0.333,0.0,0.0,0.667,0.333,6,8,0.75,278,261,164,200,115,85,313,67,128,222,65,236,136,60,114,196,217,79,169,165,165,211,27
Players,1629028,Deandre Ayton,Deandre,1610612757,POR,25.0,26,13,13,0.5,4.2,1.0,0.0,0.829,0.195,0.0,0.049,0.171,0.146,0.634,0.647,0.353,0.0,0.0,0.647,0.353,17,35,0.486,111,99,365,200,36,1,324,72,23,222,149,223,134,112,137,194,217,79,191,163,54,65,156
Players,1641871,Duop Reath,Duop,1610612757,POR,28.0,10,3,7,0.3,2.6,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1,2,0.5,259,288,243,373,256,238,130,1,128,222,169,272,226,1,1,251,217,79,1,259,290,330,103
Players,1630641,Ibou Badji,Ibou,1610612757,POR,21.0,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,420,359,1,1,469,371,324,332,128,222,169,272,226,329,286,251,217,79,323,259,355,399,355
Players,1631133,Jabari Walker,Jabari,1610612757,POR,21.0,19,8,11,0.421,3.1,0.765,0.235,0.526,0.0,0.0,0.0,0.474,0.211,0.526,0.6,0.4,0.0,0.0,0.6,0.4,5,17,0.294,163,181,324,318,182,117,282,162,128,222,169,31,74,140,144,178,217,79,204,145,175,145,317
Players,203924,Jerami Grant,Jerami,1610612757,POR,30.0,23,12,11,0.522,4.0,0.659,0.341,0.469,0.125,0.328,0.0,0.203,0.0,0.344,0.533,0.467,1.0,0.0,0.682,0.318,22,44,0.5,132,121,324,191,43,176,223,197,45,135,169,193,226,225,166,166,1,79,168,187,36,45,103
Players,1631303,Justin Minaya,Justin,1610612757,POR,25.0,3,1,2,0.333,0.9,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,364,359,98,353,417,371,1,332,128,222,169,272,226,329,286,251,217,79,323,259,355,364,355
Players,1631200,Kris Murray,Kris,1610612757,POR,23.0,13,5,8,0.385,1.8,0.667,0.333,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1,3,0.333,229,240,263,339,348,159,224,1,128,222,169,272,1,1,1,251,217,79,1,259,290,299,278
Players,1627763,Malcolm Brogdon,Malcolm,1610612757,POR,31.0,20,12,8,0.6,3.8,0.622,0.378,0.455,0.136,0.341,0.045,0.204,0.091,0.318,0.6,0.4,1.0,0.0,0.733,0.267,15,37,0.405,157,121,263,121,66,184,215,203,42,125,150,192,188,236,144,178,1,79,150,205,64,61,220
Players,1629680,Matisse Thybulle,Matisse,1610612757,POR,27.0,15,7,8,0.467,3.6,0.6,0.4,0.5,0.0,0.5,0.0,0.0,0.25,0.5,0.667,0.333,1.0,0.0,0.8,0.2,5,10,0.5,204,200,263,256,89,193,202,173,128,76,169,272,58,147,114,196,1,79,119,229,175,190,103
Players,1641712,Rayan Rupert,Rayan,1610612757,POR,20.0,2,1,1,0.5,3.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,393,359,29,200,116,371,324,332,128,222,169,272,226,329,286,251,217,79,323,259,355,399,355
Players,1630703,Scoot Henderson,Scoot,1610612757,POR,20.0,15,7,8,0.467,2.2,0.769,0.231,0.875,0.25,0.0,0.0,0.125,0.0,0.625,0.286,0.714,0.0,0.0,0.286,0.714,7,13,0.538,204,200,263,256,300,112,285,64,10,222,169,251,226,113,244,85,217,79,300,54,152,167,89
