close_def_person_id,player,team_id,team,pos,age,gp,g,freq,fgm_lt_06,fga_lt_06,lt_06_pct,ns_lt_06_pct,plusminus
200746,LaMarcus Aldridge,1610612759,SAS,F,32.0,5,5,0.371,3.4,5.2,0.654,0.678,-0.025
1627749,Dejounte Murray,1610612759,SAS,G,21.0,5,5,0.5,1.2,3.6,0.333,0.659,-0.325
201980,Danny Green,1610612759,SAS,G-F,31.0,5,5,0.319,1.6,3.0,0.533,0.71,-0.177
200752,Rudy Gay,1610612759,SAS,F,31.0,5,5,0.259,2.8,2.8,1.0,0.703,0.297
1938,Manu Ginobili,1610612759,SAS,G,40.0,5,4,0.286,1.4,2.4,0.583,0.689,-0.105
202722,Dāvis Bertāns,1610612759,SAS,C-F,25.0,5,5,0.303,1.4,2.0,0.7,0.673,0.027
2200,Pau Gasol,1610612759,SAS,C,37.0,5,5,0.211,1.0,1.6,0.625,0.691,-0.066
201988,Patty Mills,1610612759,SAS,G,29.0,5,5,0.143,0.8,1.4,0.571,0.676,-0.105
203937,Kyle Anderson,1610612759,SAS,F,24.0,5,2,0.182,0.8,1.2,0.667,0.666,0.001
1627854,Bryn Forbes,1610612759,SAS,G,24.0,4,3,0.211,0.75,1.0,0.75,0.625,0.125
2225,Tony Parker,1610612759,SAS,G,36.0,5,2,0.214,0.4,0.6,0.667,0.691,-0.025
1628401,Derrick White,1610612759,SAS,G,23.0,3,1,0.1,0.33,0.33,1.0,0.756,0.244
