close_def_person_id,player,team_id,team,pos,age,gp,g,freq,d_fgm,d_fga,d_fg_pct,normal_fg_pct,pct_plusminus
2216,Zach Randolph,1610612763,MEM,F,34.0,4,4,1.0,27,48,0.563,0.492,0.07
2440,Matt Barnes,1610612763,MEM,F,36.0,4,4,1.0,25,46,0.543,0.496,0.048
200770,Jordan Farmar,1610612763,MEM,G,29.0,4,4,1.0,15,37,0.405,0.465,-0.06
204098,Xavier Munford,1610612763,MEM,G,24.0,4,4,1.0,13,31,0.419,0.464,-0.044
1713,Vince Carter,1610612763,MEM,G-F,39.0,4,4,1.0,13,27,0.481,0.455,0.026
2754,Tony Allen,1610612763,MEM,G-F,34.0,4,4,1.0,9,27,0.333,0.489,-0.156
203210,JaMychal Green,1610612763,MEM,F,26.0,4,4,1.0,10,24,0.417,0.515,-0.098
202362,Lance Stephenson,1610612763,MEM,F-G,25.0,4,4,1.0,12,23,0.522,0.483,0.039
2365,Chris Andersen,1610612763,MEM,F-C,37.0,4,4,1.0,10,19,0.526,0.492,0.035
1626185,Jarell Martin,1610612763,MEM,F,22.0,2,2,1.0,12,19,0.632,0.511,0.12
203798,PJ Hairston,1610612763,MEM,F-G,23.0,2,2,1.0,2,4,0.5,0.415,0.085
